cancer_type,gene,cohens_d,ci_lower,ci_upper,p_value,n_mut,n_wt,median_dep_mut,median_dep_wt,fdr
Pancreas,BRD2,-0.12071012305324388,-0.7873799508558663,0.5878374673726297,0.9905015986342394,12,36,-0.25656349687822194,-0.331311311621257,1.0
Pancreas,BRD4,0.12493023349872093,-0.4587185527693204,0.6891753539357484,0.8025873486341526,12,36,-0.9689708871408376,-1.007663420612134,0.962460606424998
Pancreas,HDAC1,-0.31141563066525785,-1.0794889371810794,0.38170950611583043,0.41140219466612105,12,36,-0.021006635439054802,0.014061448870685101,0.8119405112013022
Pancreas,HDAC2,-0.1728860803480793,-0.6664654066128367,0.4414420683749424,0.8210532775803332,12,36,0.0312285585023305,0.0642294842000628,0.9624934864243977
Pancreas,HDAC3,-0.29176429467159876,-1.0213959073387582,0.5072291829337477,0.4532547047537364,12,36,-1.3886164771676435,-1.2696221118846354,0.8119405112013022
Pancreas,HDAC6,0.8690431181982214,0.2667768641189668,1.7537902357753672,0.01284293355564782,12,36,0.09611857090254891,0.00699071395369095,0.3430897964151632
Pancreas,ATR,-0.10887245397884936,-0.8441828823126646,0.7149320253447247,0.9905015986342394,12,36,-1.1118265477783371,-1.1707043716634669,1.0
Pancreas,ATRIP,-0.12619143839041408,-0.8275689438437598,0.5482928421977942,0.5596689271994115,12,36,-0.6004121257672133,-0.5447776990182878,0.8763218653675723
Pancreas,PARP1,0.044223130806069794,-0.662409526301295,0.6461434625512202,0.9146756477481529,12,36,-0.21615169310874294,-0.20495247376857295,1.0
Pancreas,PARP2,0.07034890832711756,-0.6344634406647418,0.8435099000163192,0.8770090248888229,12,36,0.0406053272970759,0.0483980492779875,0.993943561540666
Pancreas,HSP90AA1,-0.523325737635406,-1.1678852557339752,0.03454390365208803,0.06500291114340466,12,36,-0.3375239946773282,-0.2598269457468432,0.5525247447189396
Pancreas,PIK3CA,-0.6001820870209699,-1.301741018137645,0.15452223115621683,0.20273092910463897,12,36,-0.5274188489934697,-0.5054509564414824,0.7539410228550733
Pancreas,AKT1,-0.5357660519037053,-1.354461604550403,0.1619504458921477,0.27866049489924416,12,36,-0.09326213338481935,-0.04423967362301165,0.7552103267559225
Pancreas,MTOR,-0.7558655753340486,-1.5891117794607044,-0.12825392783744807,0.029363520608593784,12,36,-1.3063057668343923,-1.1243850863931106,0.39052318750431964
Bladder/Urinary Tract,EZH2,-0.43107281134601017,-1.1795646649015747,0.1527440978497268,0.17735921010801595,8,26,0.0038080883225249003,0.0953337904515241,0.7474910394265234
Bladder/Urinary Tract,ARID1B,-0.750688914920201,-1.9178735103701243,0.24842098504982205,0.2701286017716038,8,26,-0.17528737254931553,-0.053898748467670496,0.7539410228550733
Bladder/Urinary Tract,USP8,0.3015649340146239,-0.3532215202829785,0.8952443751803986,0.6184891952084256,8,26,-0.7965886085484944,-0.8715667370113298,0.9035740586248093
Bladder/Urinary Tract,BRD2,-1.3297343148393699,-2.3273545920741574,-0.579399617050209,0.005962259511955253,8,26,-0.7817671808260911,-0.3161171980082345,0.22298850574712645
Bladder/Urinary Tract,BRD4,0.1215391435164331,-0.5518040727476327,0.7475399192009752,0.7653397152840979,8,26,-0.9425788785575598,-0.9579222060365424,0.9558043293718166
Bladder/Urinary Tract,HDAC1,-0.1906032459398222,-1.018075059558279,0.4651321874667149,0.34709402912635257,8,26,-0.1445860645395288,-0.06964853108003505,0.7820070294774449
Bladder/Urinary Tract,HDAC2,-0.16120733953669564,-0.9007556688093545,0.42474137093557834,0.4849852975875352,8,26,-0.023589382121487798,-0.0030689632057316497,0.8263096472260895
Bladder/Urinary Tract,HDAC3,0.25718225095975855,-0.49200361689753846,1.0624090701210755,0.7351113701961048,8,26,-1.2497374110828163,-1.3500580284125423,0.9558043293718166
Bladder/Urinary Tract,HDAC6,-0.9137556484151887,-1.7251140705604133,-0.18858216869281624,0.024752090249701972,8,26,-0.0492264730323123,0.0553719749046815,0.39052318750431964
Bladder/Urinary Tract,ATR,-0.5748005596357193,-1.711207485869925,0.243358056521479,0.11952674689048436,8,26,-1.2175768932809894,-1.025831860772993,0.6208750463477937
Bladder/Urinary Tract,ATRIP,-0.22023812348513827,-0.9151607919904831,0.4142905274537587,0.646929060722164,8,26,-0.5674233874446473,-0.5676051816088048,0.923478888206448
Bladder/Urinary Tract,PARP1,-0.3657710379696739,-1.342227991925003,0.5042085646296877,0.4361348881076682,8,26,-0.2159162155732604,-0.15194478382984422,0.8119405112013022
Bladder/Urinary Tract,PARP2,-0.25446998871330156,-1.1238315266432422,0.6403908717453448,0.46020974428355166,8,26,-0.05171313655091435,0.014668903912692249,0.8119405112013022
Bladder/Urinary Tract,HSP90AA1,-0.35555354265013334,-1.2503946627946396,0.47632698026985715,0.4127681094572411,8,26,-0.22700299517963585,-0.1936307318800567,0.8119405112013022
Bladder/Urinary Tract,PIK3CA,-0.003372118503603079,-0.7300334624728404,0.6073706215249524,0.826788463050977,8,26,-0.680094370539599,-0.5334256028598551,0.9624934864243977
Bladder/Urinary Tract,AKT1,-0.039363701641854924,-0.8179363713007403,0.5345158696567384,0.7052774908235223,8,26,-0.06255282422134215,-0.07166320588912939,0.9513789663601376
Bladder/Urinary Tract,MTOR,0.21589532380034532,-0.4038858148551764,0.9222169758994382,0.46020974428355166,8,26,-1.1308312265141385,-1.2370030481349614,0.8119405112013022
Bowel,EZH2,0.19090112330863784,-0.2670213682806592,0.6335472372719477,0.5694485843782368,12,51,-0.0310677576126006,-0.0274394595375928,0.8763218653675723
Bowel,ARID1B,-0.6987816252648892,-1.566385416064011,-0.00812680901691906,0.036468191346417086,12,51,-0.1360078480541985,-0.012836479796385,0.3973841418077416
Bowel,USP8,-0.15175768414697535,-0.7519328528209817,0.43368373097745777,0.6302704106906538,12,51,-0.6893488222260189,-0.6488010155608439,0.9066197446088636
Bowel,BRD2,-1.1666444131788265,-1.936198929419427,-0.5898496851814904,0.001781832490793944,12,51,-0.7123149144065617,-0.2319875148388762,0.12850881636665465
Bowel,BRD4,0.2938068951824337,-0.2138452429866767,0.8038326992114522,0.4569377046610503,12,51,-0.8322952009923842,-0.9298356373947804,0.8119405112013022
Bowel,HDAC1,-0.7062430502625595,-1.5044365444251444,0.2053375224131009,0.2444309741801285,12,51,-0.13632820209936244,-0.0747338245875731,0.7539410228550733
Bowel,HDAC2,-0.22332780583234593,-0.9610849772946013,0.4053339865251898,0.7861570254661502,12,51,0.028401594269979298,0.0304810463471671,0.9608585866808502
Bowel,HDAC3,-0.11133607099705592,-0.6922129800139663,0.4723561099664776,0.7066750930962599,12,51,-1.1687759600760068,-1.1359146976441898,0.9513789663601376
Bowel,HDAC6,-0.4504023720015084,-1.0207960545787726,0.12030077859308723,0.22379705302895114,12,51,0.039795952915803,0.0727300723526832,0.7539410228550733
Bowel,ATR,-0.7267722500070127,-1.2914990467358112,-0.2209624575913503,0.09811108662790324,12,51,-0.9928003873072129,-0.9727600795425424,0.6208750463477937
Bowel,ATRIP,-0.6114369505464415,-1.4311916408873608,0.0916348026121558,0.20443969942388274,12,51,-0.5710062649408306,-0.4587817561665122,0.7539410228550733
Bowel,PARP1,0.0790459509082294,-0.5497880465973912,0.5480670669741147,0.9790537466644217,12,51,-0.15255871656249514,-0.1386763421250504,1.0
Bowel,PARP2,-0.4108810401348836,-1.0022554575865341,0.1685202267168084,0.21075199512654852,12,51,-0.00737507096943185,0.0142667232985156,0.7539410228550733
Bowel,HSP90AA1,-0.10044071677283566,-0.8582524127838933,0.7776862357223336,0.8679340392475489,12,51,-0.2011356847225054,-0.2382261295183413,0.9896564959712904
Bowel,PIK3CA,-0.04032558223822376,-0.8275286650978696,0.764647590985654,0.8132020097066828,12,51,-0.5093390925696012,-0.5484990753180965,0.962460606424998
Bowel,AKT1,-0.22885507413328218,-0.9238476268672385,0.3970729015330207,0.25159687964902544,12,51,-0.11866522914346125,-0.0511973609394874,0.7539410228550733
Bowel,MTOR,0.5245789311756796,0.012637527898821567,1.0229213520913243,0.10543137508649149,12,51,-0.9054390823014854,-1.1993493951158798,0.6208750463477937
Biliary Tract,EZH2,0.575980799896768,-0.12172880507837297,1.5710541683130541,0.4223736415387269,4,30,0.0880002044357973,0.0657298806160951,0.8119405112013022
Biliary Tract,ARID1B,-0.9431117427900498,-3.348919626527149,1.0784544353518604,0.5529153010177678,4,30,-0.13508155349426595,-0.07190239595062009,0.8762301804264625
Biliary Tract,USP8,0.649210171560989,-0.2996439742158138,1.5289269588213148,0.17987752285665,4,30,-0.6568369204570945,-0.7654901812741275,0.7474910394265234
Biliary Tract,BRD2,-0.2139530199795113,-1.5075516694195805,0.9683681916858424,0.8569087459030533,4,30,-0.6633058640237051,-0.37246246310683595,0.9830793587967545
Biliary Tract,BRD4,-0.07892404958740788,-0.8316290721525588,0.5163397950532704,0.5880627910988442,4,30,-1.1064004050144507,-1.0351925303197942,0.8868366285119665
Biliary Tract,HDAC1,-0.43233623033334173,-1.1877973669627648,0.27660395074490424,0.36393824391926854,4,30,-0.12617176313684292,-0.07376187090422584,0.7913540885221304
Biliary Tract,HDAC2,0.38511219195583457,-1.121017678513282,2.027276876796359,0.6242884250474383,4,30,0.04933898179585935,-0.029312910569588,0.9049762440610152
Biliary Tract,HDAC3,-0.9951282360808079,-2.6842622775445073,0.2137143755057183,0.2183456960496809,4,30,-1.402018797395188,-1.0797783888373333,0.7539410228550733
Biliary Tract,HDAC6,0.7056163292411726,-0.4791734397878899,2.336746441638224,0.5529153010177678,4,30,0.047592429463445454,0.01561798033237945,0.8762301804264625
Biliary Tract,ATR,1.2177132934895927,0.5887461273186542,2.0791243234381365,0.03092116612040711,4,30,-0.9629223385511829,-1.1329686885403887,0.39052318750431964
Biliary Tract,ATRIP,0.372319210459753,-0.33456993907138116,1.1348947967058785,0.5185872002760048,4,30,-0.44312694425867155,-0.5658632166917525,0.8592691232871863
Biliary Tract,PARP1,-0.14420663596817035,-1.6209413477909498,1.1055462422653402,0.9384164222873901,4,30,-0.253838807791216,-0.2117372848381069,1.0
Biliary Tract,PARP2,-0.36928408655880424,-1.8598096693271216,0.7726618091787273,0.7769104709332414,4,30,0.04237076035334815,0.009049427287751,0.9558043293718166
Biliary Tract,HSP90AA1,-0.2007464565287651,-0.8466949848243781,0.2894688965076245,0.28540624460928066,4,30,-0.32309746529684036,-0.26108805571599375,0.762442396313364
Biliary Tract,PIK3CA,0.3993240150346687,-0.3133035996206946,1.136323735893806,0.5529153010177678,4,30,-0.34158117915962727,-0.4878448113935792,0.8762301804264625
Biliary Tract,AKT1,-0.5077666382151299,-1.5434213802360335,0.24855287106250398,0.2618164567879938,4,30,-0.12519413547293773,-0.05670606565052975,0.7539410228550733
Biliary Tract,MTOR,-0.23347108602595415,-1.3754450931819522,0.4837837313024337,0.45329480765913405,4,30,-1.3091090621329387,-1.1473970819002148,0.8119405112013022
Esophagus/Stomach,EZH2,-0.5704697987979634,-1.3382481195634173,0.08909043945204059,0.11368940813842021,11,58,-0.1874201013021454,-0.0191992434158906,0.6208750463477937
Esophagus/Stomach,ARID1B,-1.387294932354367,-2.291290002055415,-0.5173987267367275,0.003619200376298634,11,58,-0.1899892447918624,-0.03649959650281985,0.16919761759196114
Esophagus/Stomach,USP8,0.19938512617741627,-0.2841210416449285,0.7186001750397076,0.5717180084216247,11,58,-0.7489974291644362,-0.7362585111777161,0.8763218653675723
Esophagus/Stomach,BRD2,-0.19518970001411787,-0.9987246771776103,0.5591852132675023,0.7122623277562528,11,58,-0.3826754664517687,-0.30322251220950214,0.9513789663601376
Esophagus/Stomach,BRD4,0.6402168513535401,0.057976736916197445,1.339256198824153,0.09947720819947654,11,58,-0.8683924600480138,-0.945776103284522,0.6208750463477937
Esophagus/Stomach,HDAC1,-0.551854611208014,-1.4680516863266546,0.4682115870184249,0.5829154576868025,11,58,-0.1342879987020083,-0.0779150578217578,0.8862210616864395
Esophagus/Stomach,HDAC2,0.22454102129550563,-0.25471193884856264,0.695763226183188,0.7616981860058618,11,58,-0.0255713330790599,-0.000600439532517,0.9558043293718166
Esophagus/Stomach,HDAC3,-0.2761059903329577,-0.9375668246594934,0.31914512599798656,0.4077867764234552,11,58,-1.3131603204579565,-1.1188695672957614,0.8119405112013022
Esophagus/Stomach,HDAC6,-0.3379120870421993,-0.9059734539379694,0.2861334764550162,0.2756839447750161,11,58,-0.0199326652767901,0.0281966848152761,0.7552103267559225
Esophagus/Stomach,ATR,-0.04505089961405734,-0.6772413844383455,0.6537202516285265,0.9411982649315007,11,58,-0.9767496595270884,-1.0852150185545448,1.0
Esophagus/Stomach,ATRIP,0.05192038182525182,-0.7242921927589657,0.9407280725487142,0.3213368434126971,11,58,-0.4657454897752682,-0.5614263966061481,0.7803894768594072
Esophagus/Stomach,PARP1,-0.12939934722269855,-0.9953902341043394,0.6814494180806981,0.7742198640107305,11,58,-0.1913456913785576,-0.1283785898718189,0.9558043293718166
Esophagus/Stomach,PARP2,-0.32385209721128577,-1.0409624357804284,0.2992141129144572,0.44592465143119164,11,58,-0.0609960733193145,-0.0304612203565979,0.8119405112013022
Esophagus/Stomach,HSP90AA1,0.01972411242962761,-0.5824072156662833,0.5905137594499354,0.9673118914381924,11,58,-0.2327759090296824,-0.23565437895036656,1.0
Esophagus/Stomach,PIK3CA,-0.16173970292006296,-0.7432082139872315,0.2895240875107718,0.2979264334429029,11,58,-0.7477497273527745,-0.5811975477428187,0.7797339316966421
Esophagus/Stomach,AKT1,-0.19729039990808794,-0.9689992562566789,0.2524257413349348,0.10639529433577713,11,58,-0.1678180059537113,-0.02708044605033325,0.6208750463477937
Esophagus/Stomach,MTOR,0.11629997595220853,-0.3502555872375426,0.5886251361038798,0.8121264836453054,11,58,-1.2720047456748966,-1.2821423598276085,0.962460606424998
Breast,EZH2,-0.6758425486446312,-1.6963249373978282,0.1976417308610324,0.16184912281313107,5,48,-0.2432816001288992,-0.038714264910587645,0.7203456060308764
Breast,ARID1B,-1.859904056249418,-3.7695336824129972,-0.26691999633754393,0.04741914182218606,5,48,-0.2396383372786995,-0.033367017690548104,0.4667041853025681
Breast,USP8,0.037100621908556126,-1.1297997061926657,1.0454237572865184,1.0,5,48,-1.0347747638551437,-0.8650910854320535,1.0
Breast,BRD2,0.21790493162709082,-0.9427469071890109,1.544690678752224,0.9412454677081283,5,48,-0.3355296019111499,-0.41035512129081625,1.0
Breast,BRD4,-1.7165018789998414,-3.4204452200595887,-0.48922173856383155,0.016399709375767724,5,48,-1.335482348378914,-0.9386603682057066,0.3561408699807328
Breast,HDAC1,0.3761396635268156,-0.19532225610590875,0.9070029372384121,0.3971272108262754,5,48,-0.079974024246403,-0.14718013980375205,0.8119405112013022
Breast,HDAC2,0.32714906995255577,0.08186667207859755,0.6054607687846336,0.41413116770656017,5,48,0.0093681057795996,-0.017672814653666102,0.8119405112013022
Breast,HDAC3,0.23260163517756186,-0.49712411893195896,1.1095389380200398,0.6047904212483253,5,48,-1.2145622443736404,-1.2609432446571665,0.8905181793184003
Breast,HDAC6,0.5275211199463925,-0.10918020584130204,1.1891990410934268,0.21381162043917715,5,48,0.1046751147146826,0.02861532679482765,0.7539410228550733
Breast,ATR,-0.3831565128552694,-1.2305442695919355,0.5187326444146323,0.31826280584802863,5,48,-1.329048625230063,-1.119695574447245,0.7803894768594072
Breast,ATRIP,-0.5316416766143396,-1.959906450593248,0.5604835344706577,0.48606449836828786,5,48,-0.6961033090762168,-0.5480526978126392,0.8263096472260895
Breast,PARP1,0.3758638449204513,-0.3566905033772061,1.1850985901753641,0.4675049700576893,5,48,-0.2435320336881047,-0.2354040830113679,0.8170413962690457
Breast,PARP2,-0.7603310772054727,-2.0795513336961915,0.03063406081229567,0.0644377344551754,5,48,-0.025036793241852,0.01415507462154865,0.5525247447189396
Breast,HSP90AA1,0.5075627411779254,-0.9573331421000404,2.2170407820801286,0.7120495803546383,5,48,-0.1788016086763901,-0.2635230551296974,0.9513789663601376
Breast,PIK3CA,-1.4058073309101982,-3.1672344598381645,-0.30725753726906374,0.026259328114409772,5,48,-0.9125932504645756,-0.4077767726762944,0.39052318750431964
Breast,AKT1,-1.149374508743794,-2.577095463378924,-0.1354031336088493,0.03132538937200425,5,48,-0.6821513838958841,-0.14482867433853186,0.39052318750431964
Breast,MTOR,-0.5362473964646394,-1.1929208961448894,0.07531996029555381,0.1918329015205502,5,48,-1.495049674547786,-1.2349536686918885,0.7539410228550733
Lymphoid,EZH2,0.18477926488763843,-1.0317169931396697,1.3503858858148907,0.6971666335251123,6,87,-0.2215873489823566,-0.3036931772236485,0.9513789663601376
Lymphoid,ARID1B,-2.2627940519147534,-4.474792575506724,-0.40441068959229537,0.0182216074631411,6,87,-0.34932448422421436,-0.0861924891119357,0.3561408699807328
Lymphoid,USP8,0.37788059169394794,-0.8449375390685765,1.6116687563641166,0.3450122900301761,6,87,-0.6715902452904113,-0.7959287114240191,0.7820070294774449
Lymphoid,BRD2,0.041171104931541705,-0.9781907947295235,1.1061578461754957,0.9089723934658299,6,87,-0.6161691013122197,-0.606117708543881,1.0
Lymphoid,BRD4,0.44217844688055485,-0.2320638903094392,1.1438233393441402,0.22579935153804065,6,87,-0.9362839413445703,-1.1001730196132236,0.7539410228550733
Lymphoid,HDAC1,0.34463329097876133,-0.23434663822107438,0.873389993892648,0.3862161077755889,6,87,-0.14899264930480988,-0.2224536891961062,0.8119405112013022
Lymphoid,HDAC2,0.6032635384746127,0.1339426628205598,1.1115238373784346,0.14690024716499328,6,87,0.09140082421667589,-0.0185233930912596,0.7043678517911217
Lymphoid,HDAC3,-0.35362529105744855,-0.8762625302076393,0.12427962731844756,0.3450122900301761,6,87,-1.4171735231590958,-1.2639238989747756,0.7820070294774449
Lymphoid,HDAC6,-0.2514192703896436,-1.5234159241591494,0.8222131791489344,0.43013275759860053,6,87,0.006757802925432,0.0436716116507103,0.8119405112013022
Lymphoid,ATR,0.5069804053575867,0.03972478847557561,1.0582939696887732,0.16564096823169885,6,87,-0.8947013556067441,-1.0088397385137076,0.7203456060308764
Lymphoid,ATRIP,0.1324248031736995,-0.801079598504719,1.2216656383519606,0.9817580001562856,6,87,-0.5939859296716843,-0.5200387838923631,1.0
Lymphoid,PARP1,-0.9964732440193733,-2.580727446912726,0.17777294882368713,0.2381469353513414,6,87,-0.23125292797043515,-0.1787007199723289,0.7539410228550733
Lymphoid,PARP2,0.15738813080234001,-0.5283754849069087,0.8693513224036664,0.7544978961134783,6,87,0.04373469952302315,0.0345515471442259,0.9558043293718166
Lymphoid,HSP90AA1,0.26480230491507095,-0.6184564095658166,1.199657066855375,0.685883997969347,6,87,-0.27109128577913433,-0.2534767149561128,0.9513789663601376
Lymphoid,PIK3CA,0.24351422000566778,-0.2262049595406828,0.6666554077267323,0.5459554077200672,6,87,-0.20704007195454877,-0.2439273285557044,0.8762301804264625
Lymphoid,AKT1,0.11656302820743489,-0.30489593463830716,0.4918742309706798,0.8131478178754287,6,87,-0.04500822090699895,-0.0751041693352196,0.962460606424998
Lymphoid,MTOR,0.2795784519194032,-0.8357694201727052,1.248007677467442,0.31404627646177036,6,87,-0.9817666108781737,-1.186688774078858,0.7803894768594072
Lung,EZH2,-0.3998286013882332,-0.7866886301972691,-0.057510580006177134,0.08259488856018173,8,118,-0.05514438351418465,0.027041799966391902,0.6178097664301593
Lung,ARID1B,-0.7197079302293725,-1.9238693360803547,0.1646708183831141,0.21732603182115823,8,118,-0.14268430286569173,-0.03083200315400825,0.7539410228550733
Lung,USP8,0.29283508151059123,-0.38771757294737025,0.9253229363463068,0.43932941716755974,8,118,-0.5783882129895331,-0.7764660954755126,0.8119405112013022
Lung,BRD2,-0.2904996034777173,-1.3928359527038785,0.7190619143134864,0.9960845367603637,8,118,-0.20468586690667004,-0.3225752045745154,1.0
Lung,BRD4,-0.01901339822244138,-0.8240144062392667,0.7430940717983275,0.8868192514752838,8,118,-0.9534618095565697,-1.0014438830695234,0.9990072290715546
Lung,HDAC1,-0.1114650153013529,-0.6582642439703263,0.10325128454703715,0.12373539085095676,8,118,-0.1375385317391843,-0.09383777894958625,0.6253653537602409
Lung,HDAC2,-0.2383460414926525,-0.7960396826422215,0.23524962805283528,0.2572725631754327,8,118,-0.0588282794789626,0.019257237623729398,0.7539410228550733
Lung,HDAC3,-0.03850056704608826,-0.98641907397945,0.7567042054022848,0.7645490098110018,8,118,-0.9168436178906642,-1.0120985136987763,0.9558043293718166
Lung,HDAC6,-0.20625843136318942,-0.4840965312662159,0.06797311688670714,0.23672730377674714,8,118,-0.02106263348468775,0.0139986560047871,0.7539410228550733
Lung,ATR,-1.0780974012520204,-1.9431261153834407,-0.36936651133007425,0.019044966309130096,8,118,-1.2562592578064415,-1.1183051876050645,0.3561408699807328
Lung,ATRIP,-0.3379528051356191,-0.8275620967162423,0.15883290580079248,0.3408429640639386,8,118,-0.6461416267917992,-0.5312026564534416,0.7820070294774449
Lung,PARP1,0.8446281908718414,0.509248670620839,1.1885962573743345,0.00959838575760611,8,118,-0.08179278225533346,-0.192011627609255,0.29914968944539044
Lung,PARP2,-0.19794242250793295,-0.9050287411672929,0.49082837525142053,0.7421477150997922,8,118,-0.00965959084008465,0.0019407372362228,0.9558043293718166
Lung,HSP90AA1,-0.5957726479883347,-1.3515320022985027,0.08771164309308377,0.1596617779279906,8,118,-0.37445215450339914,-0.25785037465132066,0.7203456060308764
Lung,PIK3CA,-0.33211017198124543,-1.667535913625588,0.8859416515713977,0.9335111736664606,8,118,-0.37029187681367703,-0.40204446436235064,1.0
