gene,n_R282W,n_other_mut,median_R282W,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
GET1,11,784,-0.8105505259342429,-0.46258417098062,-0.8300396682877089,-1.4265192561441968,-0.2335600804312209,2389.0,0.011027460147191049,,0.9997541121077926,False
MAGOHB,11,784,-0.076687720799571,0.015546692030649149,-0.8298307697191311,-1.4263096553391401,-0.2333518840991219,2970.0,0.07611939279793134,,0.9997541121077926,False
WDR83,11,784,-0.7245344530352137,-0.4994289155416708,-0.8272014342511694,-1.4236714961018127,-0.23073137240052632,2597.0,0.02340116995434802,,0.9997541121077926,False
PTRHD1,11,784,-0.1584154477908642,-0.06766413472148905,-0.8250872246814445,-1.421550211686859,-0.22862423767603002,3019.0,0.08747412765247663,,0.9997541121077926,False
MECR,11,784,-0.2865040005854367,-0.14744392833636866,-0.8248810461623844,-1.4213433441906431,-0.22841874813412577,2315.0,0.00829876936498904,,0.9997541121077926,False
CCDC25,11,784,-0.0945136953502369,-0.04923182495055835,-0.8184984326914844,-1.4149394870176417,-0.2220573783653269,2954.0,0.07268327032100458,,0.9997541121077926,False
TRMT61A,11,784,-0.482319789116691,-0.26908910904390493,-0.8183679837398888,-1.4148086055965088,-0.2219273618832689,2261.0,0.006706803478938827,,0.9997541121077926,False
CCT3,11,784,-2.9265862454706437,-2.5885048722039263,-0.8181510541037675,-1.4145909569385857,-0.22171115126894947,2120.0,0.0037616777506814616,,0.9997541121077926,False
PARP3,11,784,-0.1363106507099675,-0.052132035784550404,-0.8137959229458367,-1.410221430673735,-0.21737041521793832,2124.0,0.003825587537852939,,0.9997541121077926,False
SLC25A3,11,784,-0.8835759378072736,-0.632848155667433,-0.8095694683883095,-1.4059810794572507,-0.2131578573193681,3028.0,0.08970128076709825,,0.9997541121077926,False
EMC4,11,784,-0.7484021196412658,-0.46403993510910313,-0.8091725132152133,-1.40558282278904,-0.21276220364138676,2677.0,0.030691544580831252,,0.9997541121077926,False
MBTPS1,11,784,-1.0869514859647549,-0.6772778501729013,-0.8077081672644982,-1.404113681189993,-0.21130265333900344,2036.0,0.0026250166461695484,,0.9997541121077926,False
E4F1,11,784,-0.7085658465927285,-0.4560052619865653,-0.8074832254402567,-1.4038880034605299,-0.2110784474199836,2137.0,0.004040166703622889,,0.9997541121077926,False
NOL9,11,784,-1.3690701256748374,-1.1698687336194158,-0.807087417041212,-1.403490900655607,-0.2106839334268169,2431.0,0.012908009149900338,,0.9997541121077926,False
PARS2,11,784,-0.7522209514446081,-0.5286062055098538,-0.8056274226501879,-1.4020261371319958,-0.20922870816838024,2203.0,0.005307601466257152,,0.9997541121077926,False
LIG3,11,784,-0.3874384187779232,-0.2878499198453851,-0.8042748004855007,-1.4006691042424313,-0.20788049672857012,2492.0,0.016143886142346252,,0.9997541121077926,False
RASSF9,11,784,-0.0048684700066959,0.054679707758641394,-0.803244325546095,-1.3996352740105715,-0.20685337708161866,2418.0,0.012297683085726825,,0.9997541121077926,False
GABRB2,11,784,-0.1119078790782773,0.00811727753736155,-0.8018733160230606,-1.3982598070323982,-0.20548682501372306,2460.0,0.014366959432250031,,0.9997541121077926,False
RARS2,11,784,-1.1138499657198488,-0.6575064254325136,-0.800920918721527,-1.3973043177391735,-0.20453751970388057,2607.0,0.024221380322200663,,0.9997541121077926,False
HSD17B10,11,784,-0.7899058747363961,-0.4678169999799827,-0.7989430066675898,-1.3953199960122493,-0.20256601732293034,2779.0,0.0427453032817418,,0.9997541121077926,False
FAM174A,11,784,-0.0361294995764307,0.0238269882198501,-0.7976477567009842,-1.3940205571753657,-0.20127495622660285,2116.0,0.003698739824241257,,0.9997541121077926,False
AIRE,11,784,0.0517114877852946,0.11358970047506435,-0.7943609717318296,-1.390723173036884,-0.19799877042677516,2256.0,0.006574278051484679,,0.9997541121077926,False
IRAK1BP1,11,784,-0.054421759315392,0.036585458474633195,-0.7939359602370621,-1.390296794153929,-0.19757512632019525,2482.0,0.015568898261397637,,0.9997541121077926,False
CHST6,11,784,-0.1051151372101081,-0.03621137875350875,-0.7932348459453505,-1.3895934257618174,-0.19687626612888365,3064.0,0.09907016291321226,,0.9997541121077926,False
GLP1R,11,784,-0.0075599687681523,0.08384578194242315,-0.7932154302176635,-1.3895739476402853,-0.19685691279504158,2739.0,0.03761036376290547,,0.9997541121077926,False
DRC3,11,784,-0.0383055434731332,0.0132113380711125,-0.7915140522440435,-1.3878671080707121,-0.19516099641737483,2516.0,0.01760061213019716,,0.9997541121077926,False
ANKH,11,784,-0.1072649760339663,0.00035344010783765,-0.7903621903602654,-1.3867115552224356,-0.1940128254980953,2102.0,0.003485923452949354,,0.9997541121077926,False
AIRIM,11,784,-2.545025200531865,-1.855778898291104,-0.7898026178726788,-1.3861501916024401,-0.19345504414291748,2447.0,0.01369586107208872,,0.9997541121077926,False
DDX55,11,784,-1.688737064482493,-1.390534456902735,-0.7896078293187078,-1.3859547798472815,-0.19326087879013398,2295.0,0.007673475218866659,,0.9997541121077926,False
IFRD2,11,784,-0.2412477447947338,-0.1085372368181788,-0.7888343185582821,-1.3851787958484123,-0.19248984126815194,2211.0,0.005483455976144907,,0.9997541121077926,False
NXT1,11,784,-0.9974864612718316,-0.3976639429471931,-0.7865877677202138,-1.382925075530443,-0.19025045990998468,2798.0,0.045384916572688484,,0.9997541121077926,False
PRMT3,11,784,0.0086914897832718,0.0756134787455676,-0.7863056377494574,-1.3826420466295826,-0.1899692288693321,2915.0,0.06483731558025986,,0.9997541121077926,False
SERPINA4,11,784,-0.1004406978721463,-0.03063190911916895,-0.7834725141052478,-1.3797999138144643,-0.18714511439603132,2718.0,0.03513135508611123,,0.9997541121077926,False
ZNF764,11,784,-0.0976453934468964,0.00658687077105955,-0.7802901607646723,-1.3766074793904444,-0.1839728421389002,2313.0,0.008234250368861783,,0.9997541121077926,False
DHPS,11,784,-1.228229170882425,-0.9853889227245475,-0.7800214796351823,-1.3763379490013588,-0.18370501026900588,2804.0,0.046246505329044785,,0.9997541121077926,False
ARHGEF7,11,784,-0.5607289055114786,-0.31233969637477565,-0.7785338698686475,-1.3748456424007351,-0.1822220973365598,2794.0,0.044818072377853534,,0.9997541121077926,False
KIR3DL1,11,784,0.0535671825554066,0.10902648161864159,-0.7744066215103345,-1.3707054098236524,-0.17810783319701662,2902.0,0.06238266570425559,,0.9997541121077926,False
OXSM,11,784,-0.361937444034542,-0.14089800477721795,-0.7741091558648896,-1.3704070110143158,-0.17781130071546336,2977.0,0.07766380771683509,,0.9997541121077926,False
AMDHD2,11,784,-0.1191646932872771,-0.0535097596461143,-0.7737614491189858,-1.3700582139484052,-0.1774646842895664,2393.0,0.011195431925007947,,0.9997541121077926,False
SPRTN,11,784,-0.8516738583468426,-0.7055643229857191,-0.7715665022142785,-1.3678563955082608,-0.17527660892029617,2640.0,0.02710734404564851,,0.9997541121077926,False
TSEN2,11,784,-0.8225659055385272,-0.6353926243699766,-0.7707884757228406,-1.3670759379817574,-0.17450101346392366,2723.0,0.03570858095208374,,0.9997541121077926,False
CFAP68,11,784,0.0152627904555534,0.1002230738206311,-0.7703798352070735,-1.3666660215991708,-0.17409364881497613,2248.0,0.006367130284948193,,0.9997541121077926,False
ACSL1,11,784,-0.0649847863528582,-0.00611884919956285,-0.7697131612263003,-1.3659972675600263,-0.17342905489257443,2699.0,0.03300997907639457,,0.9997541121077926,False
MRTO4,11,784,-1.2330583164072926,-0.9501107809048388,-0.7679060414467502,-1.364184518490612,-0.1716275644028885,2725.0,0.03594172607322965,,0.9997541121077926,False
POLR1E,11,784,-1.055320056611289,-0.788230125767497,-0.7677634304642534,-1.3640414638271339,-0.17148539710137312,2400.0,0.011494856556628734,,0.9997541121077926,False
EMP1,11,784,-0.000490619321178,0.0751384334374868,-0.7670229351654999,-1.3632986660724404,-0.17074720425855938,2356.0,0.00972496390806375,,0.9997541121077926,False
ISL1,11,784,-0.0690540120624619,-0.036902421901302496,-0.7641484879138942,-1.3604153021376875,-0.16788167369010099,3268.0,0.16769126076471308,,0.9997541121077926,False
TCF7L1,11,784,-0.1944027772805075,-0.16414603815708265,-0.7631530093417885,-1.3594167433136506,-0.16688927536992648,3414.0,0.23537483857709807,,0.9997541121077926,False
SDK2,11,784,-0.1608170682929611,-0.10491093114219666,-0.7604729404598142,-1.356728401527453,-0.16421747939217546,2620.0,0.02532482834726487,,0.9997541121077926,False
PSMG1,11,784,-0.6718239677712945,-0.4964481895098365,-0.7596157906947986,-1.3558686120093677,-0.16336296938022954,2476.0,0.015232622948842806,,0.9997541121077926,False
NXPH2,11,784,0.0304821471093087,0.07451097542604229,-0.7587905786945038,-1.3550408614159961,-0.16254029597301145,2440.0,0.013346094447600206,,0.9997541121077926,False
DNAAF19,11,784,-0.0345890275467452,0.0606623868832739,-0.7550106569385483,-1.3512493466462736,-0.15877196723082299,2520.0,0.017854288336591948,,0.9997541121077926,False
HTR3D,11,784,-0.0659457798992835,0.0103285911599022,-0.7548608233580417,-1.3510990547147337,-0.15862259200134976,2348.0,0.009430633117655955,,0.9997541121077926,False
PGM1,11,784,-0.0967056836624898,-0.01599026221576335,-0.7526375471616358,-1.3488689880147124,-0.1564061063085591,2549.0,0.01979114934506068,,0.9997541121077926,False
ATP5PB,11,784,-0.6821246607162159,-0.5206831091506978,-0.7519383866407012,-1.3481676961869677,-0.1557090770944346,2559.0,0.020500329335254912,,0.9997541121077926,False
SSC4D,11,784,-0.1701611011739201,-0.08304022320848735,-0.7515998687702227,-1.3478281470944196,-0.15537159044602578,2997.0,0.08221748917254705,,0.9997541121077926,False
MED16,11,784,-0.4286815550244601,-0.14003861376106103,-0.7494948840658342,-1.3457167603870097,-0.1532730077446588,2249.0,0.006392698504656067,,0.9997541121077926,False
DPH7,11,784,-0.2267314870357608,-0.1347598382152312,-0.749358587977446,-1.3455800503905684,-0.15313712556432368,2433.0,0.013004246621498705,,0.9997541121077926,False
VPS9D1,11,784,-0.1712653032531597,-0.1267485366994692,-0.748142798321715,-1.3443605719062304,-0.1519250247371996,2814.0,0.04771308042175341,,0.9997541121077926,False
POMGNT1,11,784,-0.1292117894886182,-0.061599016257192496,-0.7474687706449475,-1.3436845017324353,-0.15125303955745972,2967.0,0.07546521451408235,,0.9997541121077926,False
FAM117A,11,784,-0.259363370350274,-0.1652904971774492,-0.746411679395248,-1.342624210886933,-0.15019914790356292,2317.0,0.008363740282268616,,0.9997541121077926,False
ETV2,11,784,-0.0456807561070779,0.0014224471400013,-0.744805493603853,-1.3410131721389575,-0.14859781506874847,3026.0,0.08920245295742059,,0.9997541121077926,False
ZNF680,11,784,-0.1721024484738207,-0.050859309991510046,-0.741194954847769,-1.3373917624601623,-0.14499814723537563,2176.0,0.004751061655297162,,0.9997541121077926,False
UNC45A,11,784,-0.5302204685480445,-0.34709009338747143,-0.7397980216140706,-1.3359906373392312,-0.14360540588891002,2267.0,0.006869000699901962,,0.9997541121077926,False
NOP10,11,784,-1.1964765430010438,-0.9939226015344313,-0.7381012510971061,-1.3342887857863515,-0.14191371640786066,2970.0,0.07611939279793134,,0.9997541121077926,False
GEMIN4,11,784,-1.0447179886207356,-0.8491395179971424,-0.7380059287163753,-1.3341931783044192,-0.14181867912833135,2174.0,0.004712016607770246,,0.9997541121077926,False
TMEM37,11,784,-0.0221755886856283,0.0857328575682659,-0.7378045013816974,-1.333991148638237,-0.14161785412515793,2207.0,0.005394881797560053,,0.9997541121077926,False
TPI1,11,784,-1.1137434073552623,-0.9555589579196556,-0.7355388843639395,-1.3317187679918068,-0.13935900073607232,2599.0,0.0235632559312885,,0.9997541121077926,False
MAGOH,11,784,-1.4054876926296638,-0.854406573628071,-0.7318514547636783,-1.328020374489908,-0.13568253503744854,3073.0,0.10153043345789434,,0.9997541121077926,False
TMEM201,11,784,-0.2489412542663507,-0.1924075725560603,-0.7317234224592535,-1.327891962490921,-0.13555488242758607,3306.0,0.1837098649063721,,0.9997541121077926,False
SCP2D1,11,784,0.0519502382840764,0.10452281912187225,-0.7285237708411495,-1.3246828434334903,-0.1323646982488086,2953.0,0.07247279786299361,,0.9997541121077926,False
TUBE1,11,784,-0.5855374899490335,-0.4629043433578362,-0.7272950742633025,-1.3234505222546074,-0.1311396262719976,3387.0,0.22158481657507811,,0.9997541121077926,False
RPF2,11,784,-1.1505284804432785,-1.022368668042662,-0.7267975097908411,-1.322951491722967,-0.13064352785871514,3178.0,0.1339635391584617,,0.9997541121077926,False
RIMS4,11,784,0.036867589748841,0.11178421669837495,-0.7259276414938701,-1.322079062786121,-0.12977622020161927,2509.0,0.017164274713645962,,0.9997541121077926,False
ARHGAP33,11,784,-0.0951881962760235,-0.04101332867729385,-0.7258388324700819,-1.3219899925062368,-0.12968767243392687,2603.0,0.023890352612376004,,0.9997541121077926,False
COL11A2,11,784,-0.1187807948049819,0.00156459959279125,-0.7238298368891727,-1.3199750954234086,-0.12768457835493663,2384.0,0.01082064649124925,,0.9997541121077926,False
HPS3,11,784,-0.0889859416033877,0.03497618409792595,-0.7232858957145312,-1.3194295592044698,-0.12714223222459264,2380.0,0.01065768552661651,,0.9997541121077926,False
BCL7A,11,784,-0.174152648665355,-0.09336085935174974,-0.7229265743247109,-1.3190691848017622,-0.12678396384765944,2604.0,0.023972739530414025,,0.9997541121077926,False
GSKIP,11,784,0.1527137336566026,0.1719694166961448,-0.7227184166648353,-1.3188604173618925,-0.12657641596777802,2842.0,0.05202885969631762,,0.9997541121077926,False
PHYH,11,784,-0.0499386192864317,0.0190338291209422,-0.722353966520076,-1.3184949000130988,-0.12621303302705322,2763.0,0.040624272089948864,,0.9997541121077926,False
CDHR5,11,784,-0.0548977452322866,-0.0059636618038845495,-0.7219924978738198,-1.3181323734232335,-0.12585262232440608,2980.0,0.07833346703212082,,0.9997541121077926,False
CTSD,11,784,0.0707184415145696,0.13344090845799855,-0.7219457029123906,-1.3180854415412528,-0.1258059642835282,2739.0,0.03761036376290547,,0.9997541121077926,False
DRD5,11,784,0.0617797375286753,0.13779959554124482,-0.7215038068262937,-1.3176422529174763,-0.12536536073511106,2479.0,0.015399952708575913,,0.9997541121077926,False
TRMT6,11,784,-0.4447369036800632,-0.40194194154279034,-0.7205713567117269,-1.3167070779916377,-0.12443563543181624,2868.0,0.056324161001603056,,0.9997541121077926,False
INSYN2B,11,784,0.0761828769447205,0.12854679685827142,-0.7199480863604427,-1.3160819882739476,-0.1238141844469377,2821.0,0.04876278176400178,,0.9997541121077926,False
FBXW8,11,784,-0.1042421883942657,-0.02892103199054535,-0.7197760912770251,-1.3159094914019716,-0.1236426911520786,1952.0,0.0018109331096738581,,0.9997541121077926,False
RBBP7,11,784,-0.2317577581836456,-0.10490495576705955,-0.7177260020638996,-1.3138534303369498,-0.12159857379084937,2738.0,0.03748902724276672,,0.9997541121077926,False
RUBCN,11,784,0.0251699120498301,0.1046350048465716,-0.7158939137854401,-1.3120160195995711,-0.11977180797130893,2636.0,0.02674241904267836,,0.9997541121077926,False
LGMN,11,784,0.1487987162836233,0.18999801379384834,-0.7140547802143887,-1.3101715567366763,-0.11793800369210117,2846.0,0.05267127320385856,,0.9997541121077926,False
GCC2,11,784,-0.0546317154022941,0.01510132872029705,-0.7133896515084279,-1.3095045040384532,-0.11727479897840254,2247.0,0.006341654127426415,,0.9997541121077926,False
MAD1L1,11,784,-0.2301830010494711,-0.08835071531161459,-0.713188055418792,-1.3093023251524065,-0.11707378568517757,2358.0,0.009799814186304608,,0.9997541121077926,False
LCN2,11,784,-0.1331968282411699,-0.02846724642234175,-0.7127394031901044,-1.3088523764990754,-0.11662642988113359,2339.0,0.009109030679779721,,0.9997541121077926,False
SNTG2,11,784,0.0702178442829552,0.13408647242830696,-0.7104572811885261,-1.3065636726673986,-0.11435088970965368,2450.0,0.013848222962827646,,0.9997541121077926,False
IFI30,11,784,-0.1302984005843087,-0.0857124884084029,-0.7101320959139773,-1.3062375512436755,-0.11402664058427903,2667.0,0.029684819163088377,,0.9997541121077926,False
MRPS9,11,784,-0.6348452391949103,-0.42054103170135637,-0.7096365567511247,-1.3057405863351867,-0.11353252716706252,2451.0,0.0138993418034793,,0.9997541121077926,False
C1orf53,11,784,-0.0741523877162819,-0.0003927073509654887,-0.7091168578478221,-1.305219393240359,-0.1130143224552852,2393.0,0.011195431925007947,,0.9997541121077926,False
FOXN1,11,784,-0.1730143577882155,-0.146954477997607,-0.7084855551128416,-1.304586276908046,-0.11238483331763716,3453.0,0.2563488706518584,,0.9997541121077926,False
DSG2,11,784,-0.1405249067464482,-0.05836091647522865,-0.7084105533626157,-1.3045110598008671,-0.11231004692436442,2714.0,0.03467532679588668,,0.9997541121077926,False
ZNF566,11,784,-0.0109731973690824,0.0301087172277911,-0.7068530374036194,-1.302949076789563,-0.11075699801767569,3185.0,0.1363824640864981,,0.9997541121077926,False
MLXIPL,11,784,-0.1059466441560446,-0.0659984044160679,-0.7053683951173189,-1.3014601855789196,-0.10927660465571809,2984.0,0.07923364919929296,,0.9997541121077926,False
WLS,11,784,0.0021841324802405,0.0621371885440143,-0.705062680563436,-1.3011535972005266,-0.10897176392634533,2826.0,0.049524382048437204,,0.9997541121077926,False
NUP188,11,784,-0.25445130591039,-0.23873912633786765,-0.7035808104133388,-1.2996674967682105,-0.10749412405846703,3235.0,0.15465177099556668,,0.9997541121077926,False
MTRFR,11,784,-0.3880289462036597,-0.2339070263637951,-0.7031612207988475,-1.2992467109661916,-0.10707573063150333,2367.0,0.01014303147746525,,0.9997541121077926,False
SLC25A26,11,784,-0.5927079299085567,-0.4170381184633069,-0.7028355088198504,-1.2989200709211324,-0.10675094671856822,2714.0,0.03467532679588668,,0.9997541121077926,False
HES3,11,784,-0.1752545729598357,-0.13388908311784625,-0.7026608243844512,-1.2987448889259197,-0.10657675984298276,2955.0,0.07289424282491762,,0.9997541121077926,False
BRAP,11,784,-0.3323023719013637,-0.17788113718773246,-0.7021534046256279,-1.2982360245646416,-0.10607078468661435,2823.0,0.0490662336515237,,0.9997541121077926,False
MSTO1,11,784,-1.2562614367754774,-0.8840809865327215,-0.702077479283892,-1.2981598831561465,-0.10599507541163733,2555.0,0.020214040694564277,,0.9997541121077926,False
TMEM52,11,784,-0.1481968097536082,-0.05610550542546515,-0.7008259236131164,-1.2969047691899849,-0.10474707803624783,2502.0,0.01673745586190841,,0.9997541121077926,False
FUT5,11,784,-0.1247815044455516,-0.07380852337006624,-0.7006570407572659,-1.2967354066681573,-0.10457867484637451,3017.0,0.0869853138775175,,0.9997541121077926,False
RPL12,11,784,-3.571060043645634,-3.1831522129545,-0.700607574663609,-1.2966858001012846,-0.10452934922593338,2364.0,0.010027454707790024,,0.9997541121077926,False
DHX29,11,784,-0.2775909507861848,-0.11752290643897835,-0.699684616681046,-1.295760222926598,-0.10360901043549398,2918.0,0.06541494833859278,,0.9997541121077926,False
GTPBP10,11,784,-0.4112026064089591,-0.17030607569439837,-0.696811845979664,-1.2928793218333587,-0.10074437012596926,2382.0,0.01073889118414305,,0.9997541121077926,False
TCF20,11,784,-0.1441879760609375,-0.039867154034415056,-0.69679459034695,-1.2928620174652279,-0.10072716322867226,2436.0,0.013149792896056079,,0.9997541121077926,False
DCAF16,11,784,0.0062579071943092,0.05035684891349585,-0.695892691573168,-1.29195757311581,-0.0998278100305261,2406.0,0.011757140855500576,,0.9997541121077926,False
NUDT19,11,784,-0.0245385016644332,0.033009920603064555,-0.6946834097744783,-1.2907448833213593,-0.09862193622759718,3172.0,0.13191670374908965,,0.9997541121077926,False
SPOUT1,11,784,-1.5390928969899038,-1.5732599097068554,-0.6943053128676229,-1.2903657220748526,-0.09824490366039318,3617.0,0.3584979261754522,,0.9997541121077926,False
TMEM41A,11,784,-0.0726018044627829,-0.02400592330055295,-0.6937283829948401,-1.2897871692622627,-0.09766959672741748,2528.0,0.018371266887440757,,0.9997541121077926,False
ATP5PO,11,784,-0.5471346129523524,-0.3815923593257487,-0.6914870546372281,-1.2875395486676955,-0.09543456060676092,2691.0,0.032150128051551305,,0.9997541121077926,False
PNLIP,11,784,0.0437349536603324,0.09000762380856055,-0.6907174545386543,-1.2867677926981838,-0.09466711637912495,2344.0,0.009286468818300576,,0.9997541121077926,False
RBBP9,11,784,-0.0198607858558676,0.0269828416694965,-0.6905650466734449,-1.2866149581786335,-0.09451513516825638,2722.0,0.03559249294223489,,0.9997541121077926,False
HTR1B,11,784,-0.0418561387548865,-0.0024977026150272497,-0.6899078895260734,-1.2859559624440435,-0.09385981660810316,2907.0,0.06331750836340543,,0.9997541121077926,False
