gene,n_R273H,n_other_mut,median_R273H,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
POU2F1,66,729,-0.2745279765909041,-0.211138252155838,-0.39890305931102343,-0.6516041811666151,-0.14620193745543175,18597.0,0.0022432242887064227,,0.845740967587104,False
TRAF1,66,729,0.06590285303419186,0.0903800171575681,-0.39693732213171967,-0.6496309653970074,-0.1442436788664319,19282.0,0.007527658118096875,,0.8694875549839113,False
BRIX1,66,729,-1.3068364060548028,-1.1629652129829946,-0.3963562909245135,-0.6490477307050202,-0.1436648511440069,17294.0,0.00015349458029804324,,0.845740967587104,False
CXCL9,66,729,0.0315304071474895,0.0665361242450908,-0.39594420881487474,-0.6486340877727144,-0.14325432985703518,18509.0,0.0019012240756533928,,0.845740967587104,False
ACOT1,20,227,0.2445266131337876,0.2991910716221942,-0.3955288921513634,-0.8540179378874799,0.06296015358475321,1932.0,0.2705399534859978,,0.9754710351415125,False
SKIC2,66,729,-0.2040809073864325,-0.1882492304192579,-0.39382424931978366,-0.6465061241235275,-0.14114237451603984,21329.0,0.12682739733716425,,0.9448225551594929,False
NUDT17,66,729,-0.24739590099334274,-0.2095682376258481,-0.39266673733504265,-0.6453442598474575,-0.13998921482262783,18861.0,0.003635045912261924,,0.8608921820176569,False
ARMCX5,66,729,0.042976708266566896,0.0855923496808778,-0.39121856436588354,-0.6438906596252115,-0.13854646910655555,18183.0,0.001010008627979697,,0.845740967587104,False
FHOD1,66,729,-0.0168470265105324,0.0298700739837139,-0.3903406719939409,-0.6430094869214635,-0.13767185706641832,18701.0,0.002719623935891672,,0.8608921820176569,False
FEN1,66,729,-1.0477490073653533,-0.9145362200887488,-0.38917979861735996,-0.6418442870767163,-0.13651531015800367,18653.0,0.002489302542087484,,0.8608921820176569,False
NLGN4Y,22,250,0.44929183220111224,0.48967372006591614,-0.38816306646463,-0.8252460801405379,0.04891994721127796,2120.0,0.07514057910283944,,0.9405230032010377,False
RNF146,66,729,0.0017528980734338,0.0851435783659831,-0.38732283879419543,-0.6399804331750736,-0.1346652444133173,17972.0,0.0006596269780547015,,0.845740967587104,False
RHOA,66,729,-0.48213424623408274,-0.3535481391366692,-0.38419685606874665,-0.6368429190982274,-0.13155079303926587,19556.0,0.011762865479738203,,0.9198986048515271,False
CEPT1,66,729,-0.35495290923818507,-0.3193241161661278,-0.3798250134471993,-0.632455105165763,-0.12719492172863567,20544.0,0.049282309546364186,,0.9405230032010377,False
CLVS1,66,729,-0.08327452993992095,-0.0476276888267201,-0.3797748481891428,-0.6324047576977658,-0.12714493868051974,18655.0,0.0024985313454882465,,0.8608921820176569,False
ZNF341,66,729,-0.008939179201107851,-0.003437385665824,-0.3769218996817255,-0.6295414861180386,-0.12430231324541241,20355.0,0.03827151042271625,,0.9405230032010377,False
BCL6,66,729,-0.08494840293236691,-0.0802796603697491,-0.37689749702576497,-0.6295169954977635,-0.12427799855376648,22677.0,0.4400062320919893,,0.9984289122270119,False
EDEM1,66,729,0.02618572655672005,0.0780863413327068,-0.37681212677454773,-0.6294313175567614,-0.124192935992334,19240.0,0.007016454466652214,,0.8694875549839113,False
LIMS1,20,227,0.050214821840369954,0.138624318944919,-0.3766118336403764,-0.8349769942929808,0.08175332701222798,1861.0,0.1823316297545493,,0.9602076241739516,False
FMO3,66,729,0.017135889135107,0.0400769260768724,-0.37573135254316076,-0.6283466540146245,-0.12311605107169704,18955.0,0.004295659399958218,,0.8608921820176569,False
SRRT,66,729,-0.9202328886427971,-0.839323441829199,-0.37511125220183156,-0.6277243271758519,-0.12249817722781126,19193.0,0.006481537257954586,,0.8608921820176569,False
HSCB,66,729,-0.7359088800621012,-0.6140418476235953,-0.3728489030294255,-0.6254538859584168,-0.12024392010043428,18859.0,0.003622053225572997,,0.8608921820176569,False
NPAS2,66,729,0.0485462646099986,0.0905611936815538,-0.37230862459734015,-0.6249116822435457,-0.11970556695113466,18694.0,0.002684865058259351,,0.8608921820176569,False
RMDN1,66,729,-0.1041944768442756,-0.0605473507213249,-0.37167353580816354,-0.6242743338657964,-0.11907273775053062,18919.0,0.004030767309043531,,0.8608921820176569,False
MAGOH,66,729,-0.9663669735760766,-0.8461383529675586,-0.36994640880424734,-0.6225410813091183,-0.1173517362993764,19147.0,0.0059938150207224155,,0.8608921820176569,False
DPY30,66,729,-0.43258215753625734,-0.3698035138206983,-0.36902441099893163,-0.6216158251003789,-0.11643299689748426,18947.0,0.0042354664380301445,,0.8608921820176569,False
SLC39A8,66,729,-0.052496710531918844,-0.0201097017167142,-0.3686609725297398,-0.6212511044374446,-0.11607084062203499,19397.0,0.009102489465423266,,0.9140142188892103,False
BIK,66,729,0.08877522425609996,0.1229564121599338,-0.3658149949344533,-0.6183951298271645,-0.1132348600417421,19263.0,0.007292400241002675,,0.8694875549839113,False
SRFBP1,66,729,-0.8699470392309153,-0.79795361638772,-0.36482925847512476,-0.6174059487612665,-0.11225256818898299,19758.0,0.016123455490137013,,0.9198986048515271,False
GFM1,66,729,-0.5706343688656654,-0.4665731963594264,-0.363990550345322,-0.6165643170895255,-0.11141678360111851,19685.0,0.014406239040545854,,0.9198986048515271,False
ARL15,66,729,0.011403610022057649,0.0474685229506822,-0.3632850483461855,-0.6158563610585333,-0.11071373563383785,18957.0,0.004310828340864463,,0.8608921820176569,False
FAM241A,66,729,0.022464287776620552,0.0560649873200588,-0.3630206378565954,-0.6155910320588036,-0.11045024365438716,19604.0,0.012691475080485848,,0.9198986048515271,False
ETNK1,22,250,-0.03345109464911725,0.0220987992235051,-0.36247148989519085,-0.7993986918650019,0.0744557120746202,2505.0,0.4894367750228287,,0.9987138705371611,False
C21orf91,66,729,0.04626973051596785,0.0787369312193932,-0.3592916727790321,-0.6118491841585649,-0.10673416139949937,19483.0,0.010465960219425977,,0.9198986048515271,False
KRTAP26-1,66,729,0.1125068422603134,0.1432607445714663,-0.3587111891720186,-0.6112667070038971,-0.10615567134014015,19059.0,0.005151921474118474,,0.8608921820176569,False
ALOX5AP,66,729,0.09749977486379,0.1242075549553506,-0.3571473633096571,-0.6096975264752025,-0.10459720014411161,19949.0,0.021493831858553653,,0.9198986048515271,False
IARS2,66,729,-0.935318918644345,-0.8482023233438861,-0.3567164964739016,-0.6092651884075341,-0.10416780454026908,19738.0,0.015635949783866218,,0.9198986048515271,False
HMGN1,60,641,-0.3810602635241458,-0.3281250605700454,-0.3564930064722186,-0.621757867201514,-0.0912281457429232,15902.0,0.026529090220385056,,0.9198986048515271,False
PEX2,66,729,-0.05846232130695765,-0.0325310163051214,-0.35647678131899,-0.6090246554897785,-0.10392890714820158,20187.0,0.030313185575062254,,0.9405230032010377,False
ACSS2,66,729,0.10688572455076545,0.151358217751974,-0.3554698729741319,-0.608014318159119,-0.10292542778914482,19052.0,0.0050897759430676,,0.8608921820176569,False
PMFBP1,66,729,-0.12045599454514044,-0.0869024474581493,-0.35436496186657185,-0.6069056554292023,-0.10182426830394148,18848.0,0.0035513454008157547,,0.8608921820176569,False
FOCAD,66,729,0.005916878687941199,0.0269936914571027,-0.3537223760947799,-0.6062608931632905,-0.10118385902626936,20669.0,0.057937343697710496,,0.9405230032010377,False
SP6,66,729,-0.13740938612638426,-0.0820037620254224,-0.3535776746847713,-0.6061157021793226,-0.10103964719022002,18787.0,0.00318153123784821,,0.8608921820176569,False
IMP4,66,729,-1.2486482331012483,-1.1414787699295283,-0.3523394641304651,-0.6048733104908754,-0.09980561777005464,19292.0,0.00765419188008136,,0.8694875549839113,False
PKP3,66,729,0.05015761222593645,0.0868220290030114,-0.35152963907423346,-0.6040607587499207,-0.09899851939854626,19353.0,0.008468172479667621,,0.8922754646773542,False
XRN2,66,729,-1.361122369116392,-1.2329091526277205,-0.35147895024365283,-0.6040098994574861,-0.09894800102981965,18932.0,0.004124662518573898,,0.8608921820176569,False
MAP4K4,66,729,-0.0259122189878501,0.03248855966258,-0.351188445439718,-0.6037184181846611,-0.09865847269477496,19209.0,0.006659370853989842,,0.8694875549839113,False
AVEN,66,729,-0.10904746736706356,-0.0852107663846978,-0.35100650220609214,-0.6035358637975888,-0.09847714061459545,19976.0,0.022366697365811473,,0.9198986048515271,False
TGFA,66,729,-0.0560932123040276,-0.0209474163244013,-0.3501755482875846,-0.602702122684377,-0.0976489738907923,19380.0,0.008852549695814746,,0.9070575348323097,False
FGF6,66,729,-0.08362540723178155,-0.0352589679241705,-0.3501572371618909,-0.6026837502133501,-0.09763072411043172,19456.0,0.01001951441941576,,0.9198986048515271,False
RFC5,66,729,-1.2754114872800841,-1.225527460374543,-0.34996071869477535,-0.602486573577527,-0.09743486381202371,20020.0,0.023855220032155317,,0.9198986048515271,False
RUSF1,66,729,0.0915476443207234,0.1188582751424795,-0.3475270088464079,-0.600044743363894,-0.09500927432892176,19852.0,0.018598011406905555,,0.9198986048515271,False
BMS1,66,729,-1.2749632585531299,-1.1385149173409193,-0.3474453716106913,-0.5999628347135515,-0.09492790850783106,18345.0,0.001388440116273978,,0.845740967587104,False
POLR3H,66,729,-2.079441623026477,-2.022939263841822,-0.3472751699145232,-0.5997920673617001,-0.0947582724673463,20209.0,0.03126690600359888,,0.9405230032010377,False
MIER3,66,729,-0.06880131947191989,-0.0362802530922597,-0.34703061875895785,-0.5995467039372424,-0.09451453358067335,20111.0,0.02720837505436441,,0.9198986048515271,False
RNMT,66,729,-1.2361733449176693,-1.175428256833675,-0.34610025652079135,-0.598613256735883,-0.09358725630569975,19443.0,0.009810671471062009,,0.9198986048515271,False
KCNJ8,66,729,0.05579338443788055,0.077410118067566,-0.3460140206739133,-0.5985267353593591,-0.09350130598846745,19707.0,0.014905933336566061,,0.9198986048515271,False
CHP2,66,729,-0.08610927049692635,-0.0690671183595489,-0.3459741583656332,-0.5984867410896397,-0.09346157564162666,20391.0,0.040190685464948625,,0.9405230032010377,False
NAA11,66,729,-0.038285359192888155,-0.0086351037130637,-0.3431943291791866,-0.5956977467982716,-0.0906909115601015,18647.0,0.0024618029379474262,,0.8608921820176569,False
PLEKHH1,66,729,0.0565158743638392,0.0815226786782359,-0.34311647360591574,-0.5956196355945634,-0.09061331161726804,19614.0,0.012892909586417835,,0.9198986048515271,False
SYK,66,729,0.018908477232532098,0.02966807981958,-0.3421851368658881,-0.5946852453866618,-0.08968502834511433,22414.0,0.3578872349460003,,0.9892831781972121,False
SIX5,66,729,-0.11071381336735625,-0.0602576513148528,-0.3418526696315856,-0.594351690131091,-0.08935364913208027,19047.0,0.0050458020010698094,,0.8608921820176569,False
DKC1,66,729,-1.4271566558295676,-1.3295808127773097,-0.34108067477893345,-0.5935771729347865,-0.08858417662308038,18975.0,0.004449550049478783,,0.8608921820176569,False
SPP2,66,729,0.11317959341922529,0.1420087122621119,-0.3404438424354269,-0.5929382641383796,-0.08794942073247425,19315.0,0.007952482238434078,,0.8694875549839113,False
MARS1,66,729,-1.9064687390482664,-1.7527492612127795,-0.33896230005677763,-0.5914519059983058,-0.0864726941152495,18951.0,0.004265466629468806,,0.8608921820176569,False
NUFIP2,66,729,-0.16636565469478345,-0.1030563406616391,-0.338371573975305,-0.5908592655897416,-0.08588388236086847,19713.0,0.01504483711124573,,0.9198986048515271,False
EXOSC5,66,729,-0.9243996457631576,-0.8699523511100027,-0.338312259724774,-0.5907997593070962,-0.08582476014245188,19525.0,0.011195651773834123,,0.9198986048515271,False
TIMM29,66,729,-0.6072949981051807,-0.5297319908589296,-0.3381841927063993,-0.5906712777812538,-0.08569710763154481,19771.0,0.016447453133820938,,0.9198986048515271,False
LCE3D,59,631,-0.108717613552207,-0.0520013732527214,-0.33791940258961756,-0.6053427137894458,-0.07049609138978924,15488.0,0.03276020371432317,,0.9405230032010377,False
OR2L13,60,641,-0.0040795150170879505,0.0282752421000506,-0.3377276556972703,-0.6029252268556604,-0.07253008453888021,15760.0,0.020720095801211535,,0.9198986048515271,False
WDR74,66,729,-1.969878967472614,-1.8362358021048115,-0.3374062570423833,-0.5898908275732356,-0.08492168651153098,18970.0,0.004410616007444754,,0.8608921820176569,False
DCBLD2,66,729,0.02064463019473655,0.0669526041313466,-0.33707104428698015,-0.5895545330774974,-0.08458755549646285,19288.0,0.007603351367413188,,0.8694875549839113,False
DARS2,66,729,-0.43687109892018594,-0.302896751659381,-0.3355965011623475,-0.5880752442765418,-0.08311775804815325,19109.0,0.005616132039819356,,0.8608921820176569,False
RCC1,66,729,-1.7836135533003021,-1.6963703322826966,-0.33530660255315864,-0.5877844150932214,-0.0828287900130959,19772.0,0.016472611294278777,,0.9198986048515271,False
APP,66,729,0.023569030105942752,0.0506809505268748,-0.3352870402688697,-0.5877647900428684,-0.0828092904948709,20076.0,0.0258734003063566,,0.9198986048515271,False
KGD4,66,729,-0.3514531244036855,-0.2823445835102237,-0.33497431016350737,-0.587451057030461,-0.08249756329655372,19421.0,0.009466069495331667,,0.9180792822525806,False
FARS2,66,729,-0.554168615899174,-0.4946874871642459,-0.33466433212973573,-0.5871400858350039,-0.08218857842446758,20341.0,0.037546496240319104,,0.9405230032010377,False
PRDM10,66,729,-0.5558691106543419,-0.5059334763495043,-0.3344166390883188,-0.586891599849525,-0.08194167832711263,20039.0,0.02452409948908321,,0.9198986048515271,False
SH2D2A,66,729,0.027670284353511848,0.0623434325829824,-0.33390295685349375,-0.5863762750181619,-0.08142963868882558,19326.0,0.008098789327848447,,0.873906178462465,False
C11orf87,66,729,0.12265864699763365,0.1297559737398952,-0.3338478335337747,-0.5863209755805419,-0.08137469148700749,20264.0,0.03376452289253531,,0.9405230032010377,False
SARS2,66,729,-0.8031464351770056,-0.6842256570113302,-0.33346771667097497,-0.5859396450402374,-0.0809957883017125,19104.0,0.005568069111476213,,0.8608921820176569,False
CWF19L1,66,729,-0.18260604288109933,-0.1513618093709252,-0.33318972729296686,-0.5856607689398647,-0.08071868564606893,20760.0,0.06500351337154449,,0.9405230032010377,False
UCK2,66,729,-0.1159944624621371,-0.0944722026798633,-0.3329748314772257,-0.5854451881604144,-0.08050447479403705,19997.0,0.023066743795048902,,0.9198986048515271,False
PYCARD,66,729,0.01621800250128505,0.0504027793627304,-0.3325826817067649,-0.5850517895772784,-0.08011357383625145,20256.0,0.03339095367062533,,0.9405230032010377,False
PRKCSH,66,729,-0.2217150866273219,-0.1788531098728565,-0.33247929494198497,-0.5849480738183575,-0.08001051606561249,20081.0,0.026060573651940484,,0.9198986048515271,False
SPATA31A7,59,631,-0.3575228501251341,-0.295612295212904,-0.3323876002893478,-0.5997916120843223,-0.06498358849437325,15202.0,0.01978800501166259,,0.9198986048515271,False
PFKFB3,66,729,0.0467518251507845,0.073687145879952,-0.3318734089266493,-0.5843402618190235,-0.07940655603427504,20189.0,0.030398842235228363,,0.9405230032010377,False
SLC13A1,66,729,0.0886535840778022,0.1128179660180653,-0.33171206251105356,-0.5841784031070008,-0.07924572191510637,19442.0,0.00979476845718213,,0.9198986048515271,False
TP53AIP1,66,729,0.00758085121208085,0.0509310113886262,-0.3316421577560935,-0.5841082764721303,-0.07917603904005677,19138.0,0.005902352042372699,,0.8608921820176569,False
USF1,66,729,-0.20671580902881603,-0.173177539865946,-0.3311474092909535,-0.5836119589907918,-0.0786828595911152,19086.0,0.005398100393570676,,0.8608921820176569,False
GPAT3,66,729,-0.00447105531122215,0.0244107276991301,-0.3309648546069625,-0.5834288259527687,-0.0785008832611564,18133.0,0.0009141010622170209,,0.845740967587104,False
CABYR,66,729,0.0034336652715236497,0.0226700964519566,-0.33078849381540865,-0.583251906731757,-0.07832508089906026,20572.0,0.05112036569129151,,0.9405230032010377,False
SORBS1,66,729,0.061023999500002646,0.09035065608895,-0.33072531976477587,-0.5831885327186845,-0.07826210681086715,19583.0,0.012277507419604521,,0.9198986048515271,False
PBLD,66,729,-0.06075226644782375,-0.0353554054920744,-0.33064254219380373,-0.5831054931925582,-0.07817959119504925,19926.0,0.020773824574946854,,0.9198986048515271,False
BTBD16,66,729,0.0362555436539662,0.0495803148550822,-0.3299360752135489,-0.5823967932072385,-0.07747535721985938,20353.0,0.03816721380286736,,0.9405230032010377,False
GDPD2,66,729,-0.10818839742344186,-0.0756804649067108,-0.32979493577689245,-0.5822552082262628,-0.07733466332752215,19722.0,0.015255330581342458,,0.9198986048515271,False
HLA-DOB,66,729,-0.0814596280856676,-0.0631352090255556,-0.3297902901782039,-0.5822505479657287,-0.07733003239067904,19982.0,0.022564800634001094,,0.9198986048515271,False
PCDHGB6,66,729,-0.0454683517546389,-0.0169391049861956,-0.3293652806622522,-0.5818241979591718,-0.07690636336533252,20058.0,0.025209169204085342,,0.9198986048515271,False
MRPS9,66,729,-0.45988861528882874,-0.4169914482059809,-0.3274240453115366,-0.5798768617932317,-0.07497122882984153,20467.0,0.04451144265114366,,0.9405230032010377,False
DNAJC11,66,729,-0.7559583435925479,-0.5955181750347665,-0.3273818259530247,-0.5798345101489434,-0.07492914175710597,19275.0,0.007440203819071014,,0.8694875549839113,False
LIPC,66,729,0.0534316867695753,0.0775655178821094,-0.327371633353728,-0.5798242856157549,-0.07491898109170109,20746.0,0.06387225011459358,,0.9405230032010377,False
SHISA5,66,729,-0.2115315695955891,-0.1788174224278892,-0.32724147979458895,-0.5796937243664605,-0.07478923522271741,19995.0,0.022999262657497136,,0.9198986048515271,False
OTX2,66,729,0.05207698318866395,0.0963108925522641,-0.3271027576017639,-0.5795545678210343,-0.0746509473824934,19129.0,0.005812148882597925,,0.8608921820176569,False
DHH,66,729,-0.15911419728028808,-0.1322478984913115,-0.3266748451780764,-0.5791253167177065,-0.07422437363844625,19712.0,0.015021607602260453,,0.9198986048515271,False
SLC28A3,66,729,-0.0033793133757843,0.0357564614764647,-0.32654989141585294,-0.5789999723798269,-0.07409981045187891,18667.0,0.002554564594478069,,0.8608921820176569,False
UGGT1,66,729,-0.0121840696795115,0.0092794602186939,-0.3263589815673129,-0.5788084660800212,-0.07390949705460464,20466.0,0.044452142074641064,,0.9405230032010377,False
EYA2,66,729,0.016862646797387,0.0371863747893541,-0.3259589910906143,-0.5784072270570468,-0.07351075512418187,20192.0,0.030527717063148975,,0.9405230032010377,False
UQCC3,66,729,-0.298579706894616,-0.253981598462083,-0.3258120188203216,-0.5782597964047507,-0.07336424123589252,20570.0,0.05098719903397809,,0.9405230032010377,False
SOD1,66,729,-1.9035334205469208,-1.7613713005448823,-0.32530639798618083,-0.5777526001961308,-0.07286019577623082,20219.0,0.03170885664038011,,0.9405230032010377,False
PTPRK,66,729,0.11394163784702555,0.1261510988920957,-0.3251932089461842,-0.5776390588242564,-0.07274735906811208,21123.0,0.10058115256746547,,0.9405230032010377,False
PPFIBP2,66,729,0.017065064419876097,0.0399630880095345,-0.3251276092894553,-0.577573255026533,-0.07268196355237755,19136.0,0.00588219855630043,,0.8608921820176569,False
DIS3L,66,729,-0.20322746708961936,-0.2017554589844396,-0.32501332143843126,-0.5774586116186515,-0.07256803125821093,21899.0,0.22717327643284946,,0.9753460179864408,False
F3,66,729,-0.2886358436727312,-0.2419660581744014,-0.32398277883543186,-0.5764248685543525,-0.07154068911651118,19472.0,0.010281981558720073,,0.9198986048515271,False
EED,66,729,-0.32500776319650104,-0.2587103381309981,-0.3233418426120574,-0.5757819469404468,-0.07090173828366791,19945.0,0.021367073950010643,,0.9198986048515271,False
GNA13,66,729,-0.08300818521381835,-0.0431418217540987,-0.3233026488479176,-0.5757426318951386,-0.07086266580069661,20593.0,0.0525362802665817,,0.9405230032010377,False
MGAT1,66,729,-0.34383167914338175,-0.2905169023991421,-0.3232862830124559,-0.5757262154215759,-0.07084635060333583,21238.0,0.11464125049877674,,0.9444021551236316,False
DSE,66,729,0.0540883824505812,0.089968883601229,-0.3228916503857616,-0.5753303625214163,-0.07045293825010696,19261.0,0.007268024085279703,,0.8694875549839113,False
CAPRIN2,66,729,-0.05510071379920495,-0.0330037475275908,-0.32242027537811724,-0.5748575318850981,-0.06998301887113634,19891.0,0.019718507329010697,,0.9198986048515271,False
KMT2C,66,729,0.0036176610678828503,0.0402813750357347,-0.32223727959758636,-0.5746739715755775,-0.06980058761959523,20765.0,0.06541152041793262,,0.9405230032010377,False
RPS9,66,729,-2.5120186052551308,-2.392233408779152,-0.3220625479502872,-0.5744987011914918,-0.0696263947090826,19410.0,0.009297850753983247,,0.9140142188892103,False
NDUFAB1,66,729,-0.8615789759520711,-0.7535354946314695,-0.32073275605152013,-0.5731648187832269,-0.06830069331981337,19822.0,0.01777439755983541,,0.9198986048515271,False
WDR5B,66,729,-0.1262448567255906,-0.0942081402449747,-0.3206147853192895,-0.5730464859809757,-0.06818308465760325,19581.0,0.012238712834715977,,0.9198986048515271,False
ALPK3,22,250,-0.1844553383541259,-0.0914549869832445,-0.32057217052172265,-0.7572680442702542,0.11612370322680893,2295.0,0.19883497238017156,,0.9628732338155198,False
NPM1,22,250,-0.8283846367019613,-0.7545547419857268,-0.32047716245779145,-0.7571725437810165,0.1162182188654336,2422.0,0.35452545869468033,,0.9892831781972121,False
EARS2,66,729,-0.5794131600943644,-0.5204587930117771,-0.320376005370493,-0.5728069735864626,-0.06794503715452338,20849.0,0.07258749043973614,,0.9405230032010377,False
ANKRD37,66,729,0.041562574608819,0.0632216475000036,-0.3203488543992934,-0.5727797393654159,-0.06791796943317085,19850.0,0.018542082775331252,,0.9198986048515271,False
PARVA,22,250,0.0018020798850658,0.10462919785301525,-0.32018686721272943,-0.7568807448411503,0.11650701041569145,2186.0,0.1111551721753796,,0.9405230032010377,False
DACT3,66,729,-0.17787077546329405,-0.134159772731979,-0.3200581269756009,-0.5724881209587678,-0.06762813299243403,19189.0,0.006437751672118266,,0.8608921820176569,False
APOC3,66,729,-0.01688086991702145,0.0293308016635542,-0.31984561419298096,-0.5722749574048771,-0.06741627098108488,19857.0,0.01873847922689698,,0.9198986048515271,False
NKX2-1,66,729,-0.052797469860713944,-0.0063946397684095,-0.31963802836357036,-0.5720667363075609,-0.06720932041957989,18449.0,0.0016962447236849446,,0.845740967587104,False
SQOR,66,729,-0.10406667434683739,-0.0644657846871541,-0.3195688205600035,-0.5719973168010068,-0.06714032431900013,19654.0,0.013727214574467917,,0.9198986048515271,False
DPY19L2,66,728,-0.3627864392697029,-0.2727455941725172,-0.31877113350551367,-0.5712121424592522,-0.06633012455177506,18844.0,0.003695261553472562,,0.8608921820176569,False
