sample_id,early_score,late_score,risk_delta,score_trend,peak_fraction,std_score,group,pattern
p00498,0.14973305325422967,0.1743163913488388,0.024583338094609136,0.024583338094609136,0.7857142857142857,0.07990018716068485,TN,stable
p00499,0.5996874954019275,0.4440708500998361,-0.15561664530209135,-0.15561664530209135,0.13636363636363635,0.16575005508761173,TN,declining
p00523,0.16843420929378933,0.05029844699634446,-0.11813576229744487,-0.11813576229744487,0.0,0.09834505313089924,TN,declining
p00526,0.2545750945806503,0.3175779551267624,0.0630028605461121,0.0630028605461121,0.4,0.12714995709027968,TN,escalating
p00528,0.45559482276439667,0.4831239953637123,0.027529172599315643,0.027529172599315643,0.05084745762711865,0.14832635873896594,TN,stable
p00534,0.40269238750139874,0.4475755790869395,0.04488319158554077,0.04488319158554077,1.0,0.18559424258469737,TN,stable
p00591,0.5317850623811994,0.6309037464005607,0.0991186840193613,0.0991186840193613,0.19047619047619047,0.14192713668107373,TN,escalating
p00593,0.06127626248277151,0.054372627001542315,-0.006903635481229194,-0.006903635481229194,0.075,0.01214097651533224,TN,stable
p00623,0.06881713084876537,0.0749586470425129,0.0061415161937475315,0.0061415161937475315,0.0,0.019261937802486615,TN,stable
p00630,0.6523378204840881,0.3688293741299556,-0.28350844635413247,-0.28350844635413247,0.0,0.15924119923378108,TN,declining
p00636,0.2285732346422532,0.19921654199852662,-0.02935669264372659,-0.02935669264372659,0.11538461538461539,0.05114155672584263,TN,stable
p00677,0.04665352217853069,0.07883733976632357,0.03218381758779287,0.03218381758779287,0.8695652173913043,0.015203205807877852,TN,stable
p00707,0.1383575066924095,0.12717668171972035,-0.011180824972689157,-0.011180824972689157,0.08333333333333333,0.053780624406863854,TN,stable
p00718,0.3239148259162903,0.5656715482473373,0.24175672233104706,0.24175672233104706,0.5384615384615384,0.15507818865703857,TN,escalating
p00720,0.5456464290618896,0.5191548160380788,-0.026491613023810867,-0.026491613023810867,0.5272727272727272,0.161485814980183,TN,stable
p00738,0.46225104480981827,0.12536649033427238,-0.3368845544755459,-0.3368845544755459,0.0,0.1823960155525871,TN,declining
p00765,0.18488750457763672,0.12493173480033874,-0.05995576977729798,-0.05995576977729798,0.0625,0.06731773599497445,TN,declining
p00766,0.12829525603188408,0.197680769695176,0.06938551366329193,0.06938551366329193,0.8518518518518519,0.07560831368002006,TN,escalating
p00770,0.3941001425618711,0.3191040670094283,-0.07499607555244281,-0.07499607555244281,0.058823529411764705,0.1390947063550199,TN,declining
p00799,0.5637370347976685,0.4937644998232524,-0.06997253497441608,-0.06997253497441608,0.05555555555555555,0.12446841990801227,TN,declining
p00804,0.5566693586962563,0.5654734969139099,0.008804138217653579,0.008804138217653579,0.6666666666666666,0.13827056268724133,TN,stable
p00807,0.3756114436047418,0.43030583432742525,0.05469439072268345,0.05469439072268345,0.22727272727272727,0.1379555369230949,TN,escalating
p00826,0.27551673139844624,0.3536097002880914,0.07809296888964518,0.07809296888964518,0.4090909090909091,0.1750632658633823,TN,escalating
p00831,0.1351745749513308,0.06889452329940265,-0.06628005165192816,-0.06628005165192816,0.6428571428571429,0.07746341663388233,TN,declining
p00840,0.17259414866566658,0.2764817727729678,0.10388762410730124,0.10388762410730124,0.782608695652174,0.09650009427127833,TN,escalating
p00865,0.245801895391196,0.3483857298269868,0.10258383443579078,0.10258383443579078,0.3673469387755102,0.14556279216594203,TN,escalating
p00906,0.18362367898225784,0.17875620563115394,-0.004867473351103907,-0.004867473351103907,0.7317073170731707,0.08897213197951866,TN,stable
p00911,0.6767097463210424,0.6599766943189833,-0.0167330520020591,-0.0167330520020591,0.3333333333333333,0.15504533149469432,TN,stable
p00923,0.0733530423603952,0.06460058176890016,-0.008752460591495037,-0.008752460591495037,0.25,0.019101721664762334,TN,stable
p00926,0.08907352983951569,0.11580238193273544,0.02672885209321975,0.02672885209321975,0.375,0.03616732822865366,TN,stable
p00941,0.14894053464134535,0.05362146534025669,-0.09531906930108866,-0.09531906930108866,0.0,0.06270740036414263,TN,declining
p00947,0.24972881451249124,0.298858692497015,0.049129877984523784,0.049129877984523784,0.75,0.11301676736592227,TN,stable
p00972,0.5568510492642721,0.45662615365452236,-0.10022489560974973,-0.10022489560974973,0.07692307692307693,0.1355094910656642,TN,declining
p00980,0.14144896119832992,0.15627964735031127,0.014830686151981354,0.014830686151981354,0.5,0.050367578350595583,TN,stable
p01011,0.2433953973154227,0.32563002705574035,0.08223462974031764,0.08223462974031764,0.43956043956043955,0.09892285475465348,TN,escalating
p01017,0.18054741869370142,0.22768094638983408,0.04713352769613266,0.04713352769613266,0.9444444444444444,0.06352134682583958,TN,stable
p01026,0.06483573218186696,0.08243866513172786,0.0176029329498609,0.0176029329498609,0.7222222222222222,0.022884860044859075,TN,stable
p01048,0.32162780314683914,0.14363194753726324,-0.1779958556095759,-0.1779958556095759,0.08333333333333333,0.12387228638385597,TN,declining
p01069,0.12894629749159017,0.7458455711603165,0.6168992736687263,0.6168992736687263,1.0,0.27909391754802176,TN,escalating
p01077,0.404257337252299,0.08049332027633985,-0.32376401697595913,-0.32376401697595913,0.18181818181818182,0.18243079467017784,TN,declining
p01080,0.0739960759305037,0.07281227467151788,-0.0011838012589858171,-0.0011838012589858171,0.41025641025641024,0.04211936128484014,TN,stable
p01087,0.37086793407797813,0.1695743976160884,-0.20129353646188974,-0.20129353646188974,0.0,0.14500964516584752,TN,declining
p01088,0.14491306218717778,0.06615786041532244,-0.07875520177185534,-0.07875520177185534,0.0,0.0681586358125056,TN,declining
p01111,0.0796090575078359,0.04836112475739075,-0.031247932750445143,-0.031247932750445143,0.10526315789473684,0.03293198501821398,TN,stable
p01127,0.2278223203924986,0.20178566586512786,-0.02603665452737075,-0.02603665452737075,1.0,0.09465316609573542,TN,stable
p01143,0.3164934863646825,0.280942623813947,-0.035550862550735474,-0.035550862550735474,0.10526315789473684,0.08050120975191234,TN,stable
p01148,0.37870072076718014,0.2191228431959947,-0.15957787757118544,-0.15957787757118544,0.2777777777777778,0.15505774924179774,TN,declining
p01150,0.13969185661811095,0.23294753867846268,0.09325568206035173,0.09325568206035173,0.8947368421052632,0.07253231580140386,TN,escalating
p01160,0.10909567226966223,0.10497797653079033,-0.004117695738871899,-0.004117695738871899,0.7333333333333333,0.03363479556651145,TN,stable
p01165,0.43437016010284424,0.23696443140506745,-0.19740572869777678,-0.19740572869777678,0.2,0.16114575549509977,TN,declining
p01194,0.3609888603289922,0.4214835564295451,0.060494696100552914,0.060494696100552914,0.625,0.10096261965704335,TN,escalating
p01222,0.1292936235666275,0.08577548712491989,-0.0435181364417076,-0.0435181364417076,0.13333333333333333,0.0387228518812519,TN,stable
p01247,0.5708619356155396,0.6038084626197815,0.03294652700424194,0.03294652700424194,0.7777777777777778,0.12892678120306764,TN,stable
p01252,0.44047483801841736,0.3414280377328396,-0.09904680028557777,-0.09904680028557777,0.09090909090909091,0.18047993176655056,TN,declining
p01270,0.2004588283598423,0.5302125513553619,0.32975372299551964,0.32975372299551964,1.0,0.16302684175005092,TN,escalating
p01331,0.29322336117426556,0.14797708888848624,-0.14524627228577933,-0.14524627228577933,0.0,0.09299709743925615,TN,declining
p01340,0.11887758444337283,0.17748300117604873,0.0586054167326759,0.0586054167326759,1.0,0.05573017748774147,TN,escalating
p01363,0.5770571927229563,0.4649684280157089,-0.11208876470724738,-0.11208876470724738,0.6111111111111112,0.08844651031673781,TN,declining
p01387,0.5574214501040322,0.5383817085197994,-0.019039741584232828,-0.019039741584232828,0.45,0.1233432593528989,TN,stable
p01418,0.34062494337558746,0.13459961116313934,-0.20602533221244812,-0.20602533221244812,0.25925925925925924,0.16269893362122642,TN,declining
p01435,0.5000693276524544,0.3389630600810051,-0.1611062675714493,-0.1611062675714493,0.3548387096774194,0.18522234084651232,TN,declining
p01437,0.08885063727696736,0.08384806911150615,-0.005002568165461213,-0.005002568165461213,0.4,0.06322357244280931,TN,stable
p01439,0.16889062523841858,0.4172152280807495,0.24832460284233093,0.24832460284233093,0.7894736842105263,0.1353274741530379,TN,escalating
p01451,0.11450570662106786,0.10999091182436262,-0.004514794796705246,-0.004514794796705246,0.0,0.04840180629491062,TN,stable
p01465,0.14113991955916086,0.5883159240086874,0.44717600444952654,0.44717600444952654,0.6,0.261648997227728,TN,escalating
p01467,0.31522325177987415,0.4348846400777499,0.11966138829787576,0.11966138829787576,0.9411764705882353,0.12120739703112146,TN,escalating
p01476,0.49020446624074665,0.3481133920805795,-0.14209107416016714,-0.14209107416016714,0.22727272727272727,0.0919392575061803,TN,declining
p01508,0.5417927441497644,0.6398150647679964,0.09802232061823202,0.09802232061823202,0.8028169014084507,0.14439220050353901,TN,escalating
p01527,0.5318189600239629,0.48303976784581726,-0.048779192178145636,-0.048779192178145636,0.14285714285714285,0.13752236643431637,TN,stable
p01557,0.14314265847206115,0.1003526046872139,-0.04279005378484725,-0.04279005378484725,0.2,0.04146955842928057,TN,stable
p01558,0.16159234615042806,0.33791387639939785,0.1763215302489698,0.1763215302489698,0.5102040816326531,0.1124612252784055,TN,escalating
p01567,0.32560719549655914,0.4744145936436123,0.14880739814705318,0.14880739814705318,0.9230769230769231,0.15232685401603568,TN,escalating
p01615,0.23546210676431656,0.20369052290916442,-0.031771583855152136,-0.031771583855152136,0.25,0.0838701522217122,TN,stable
p01620,0.6402960419654846,0.5234284741537911,-0.1168675678116935,-0.1168675678116935,0.047619047619047616,0.09063734574951299,TN,declining
p01662,0.2970192174294165,0.42368086321013315,0.12666164578071665,0.12666164578071665,0.6097560975609756,0.15186445401176615,TN,escalating
p01726,0.3524625876120159,0.5534690618515015,0.2010064742394856,0.2010064742394856,0.9,0.1785798939361714,TN,escalating
p01762,0.1395105319097638,0.05624606111086905,-0.08326447079889476,-0.08326447079889476,0.02127659574468085,0.048948067931980574,TN,declining
p01771,0.7327616810798645,0.3181360185146332,-0.4146256625652313,-0.4146256625652313,0.2,0.1806012931676217,TN,declining
p01810,0.232315471129758,0.15826608772788728,-0.07404938340187073,-0.07404938340187073,0.46774193548387094,0.09451064308892312,TN,declining
p01811,0.715533435344696,0.487358495593071,-0.22817493975162506,-0.22817493975162506,0.10526315789473684,0.17373419688285663,TN,declining
p01819,0.24922971096303728,0.18132675894432598,-0.0679029520187113,-0.0679029520187113,0.7818181818181819,0.12072701310214827,TN,declining
p01842,0.06297061795538123,0.06681557473811237,0.0038449567827311404,0.0038449567827311404,0.0,0.021838161640646784,TN,stable
p01864,0.1474992300455387,0.044675759971141815,-0.10282347007439688,-0.10282347007439688,0.0,0.06588207417528734,TN,declining
p01886,0.16199443340301514,0.14329737722873687,-0.018697056174278276,-0.018697056174278276,0.1956521739130435,0.050537409667678265,TN,stable
p01892,0.7386064430077871,0.2122564564148585,-0.5263499865929286,-0.5263499865929286,0.21052631578947367,0.2685451844257601,TN,declining
p01909,0.15383625278870264,0.16576510667800903,0.011928853889306396,0.011928853889306396,0.4305555555555556,0.07613901943744088,TN,stable
p01912,0.10702635128708447,0.060707342317875695,-0.04631900896920878,-0.04631900896920878,0.1568627450980392,0.03691705609684448,TN,stable
p01952,0.13525340841575104,0.3796828660097989,0.24442945759404786,0.24442945759404786,0.9242424242424242,0.1294496946134497,TN,escalating
p01971,0.07713316194713116,0.20813008770346642,0.13099692575633526,0.13099692575633526,0.875,0.07606213354589389,TN,escalating
p01987,0.41058678593900466,0.14251817762851715,-0.2680686083104875,-0.2680686083104875,0.14814814814814814,0.22702789305012971,TN,declining
p02004,0.5578342867749078,0.6395534064088549,0.08171911963394718,0.08171911963394718,0.5903614457831325,0.1471706759470395,TN,escalating
p02053,0.5802021622657776,0.5539042417492185,-0.026297920516559103,-0.026297920516559103,0.8536585365853658,0.10382405772776494,TN,stable
p02055,0.5699499156326056,0.651218369603157,0.08126845397055149,0.08126845397055149,0.25,0.18671426434522417,TN,escalating
p02070,0.6867231465876102,0.46365327909588816,-0.22306986749172208,-0.22306986749172208,0.1864406779661017,0.21790965002868853,TN,declining
p02167,0.21836318727582693,0.2962357522919774,0.07787256501615047,0.07787256501615047,0.4583333333333333,0.1610439932919464,TN,escalating
p02193,0.11750435456633568,0.10144426953047514,-0.01606008503586054,-0.01606008503586054,0.43478260869565216,0.07602281242842424,TN,stable
p02205,0.3859346608320872,0.15337416032950082,-0.2325605005025864,-0.2325605005025864,0.2,0.11449682893898941,TN,declining
p02239,0.30889806896448135,0.30871424823999405,-0.0001838207244873047,-0.0001838207244873047,0.9166666666666666,0.09160675266443738,TN,stable
p02248,0.18220568199952444,0.052372377986709275,-0.12983330401281518,-0.12983330401281518,0.07142857142857142,0.07850238662185656,TN,declining
p02256,0.3865189030766487,0.2687186114490032,-0.11780029162764549,-0.11780029162764549,0.043478260869565216,0.07875922740044973,TN,declining
p02278,0.14495503306388854,0.09231145158410073,-0.052643581479787815,-0.052643581479787815,0.5714285714285714,0.11208228414364,TN,declining
p02291,0.07725115567445755,0.07894163727760314,0.0016904816031455966,0.0016904816031455966,1.0,0.01663151373024605,TN,stable
p02300,0.04560450526575247,0.08356237877160311,0.037957873505850635,0.037957873505850635,0.8571428571428571,0.020094912713249386,TN,stable
p02305,0.6639618635177612,0.41165425181388854,-0.25230761170387267,-0.25230761170387267,0.2,0.1480549455310683,TN,declining
p02336,0.3357542842626572,0.42613458037376406,0.09038029611110687,0.09038029611110687,0.5333333333333333,0.10001228831840782,TN,escalating
p02342,0.2582554370164871,0.11353223770856857,-0.14472319930791855,-0.14472319930791855,0.0,0.06840983373173883,TN,declining
p02430,0.26981278384725255,0.1847866177558899,-0.08502616609136265,-0.08502616609136265,0.21052631578947367,0.13314482386087376,TN,declining
p02472,0.7151221368047926,0.5301165282726288,-0.18500560853216386,-0.18500560853216386,0.5384615384615384,0.13287309857660676,TN,declining
p02487,0.2285944124062856,0.11310838783780734,-0.11548602456847827,-0.11548602456847827,0.0,0.08560133021592645,TN,declining
p02502,0.14371644912494552,0.2353181859685315,0.09160173684358597,0.09160173684358597,0.7407407407407407,0.14087902769937777,TN,escalating
p02529,0.07021446712315083,0.057792750746011735,-0.01242171637713909,-0.01242171637713909,0.41379310344827586,0.011058723076046946,TN,stable
p02549,0.5135885383933783,0.31930696219205856,-0.1942815762013197,-0.1942815762013197,0.16,0.12165386836283673,TN,declining
p02573,0.5472474179484628,0.6522680521011353,0.10502063415267249,0.10502063415267249,0.8181818181818182,0.10333623165984164,TN,escalating
p02576,0.06055018388562732,0.23722255064381492,0.1766723667581876,0.1766723667581876,0.9230769230769231,0.10709615607970689,TN,escalating
p02600,0.14589450806379317,0.22710106472174327,0.0812065566579501,0.0812065566579501,0.2826086956521739,0.08004168944232269,TN,escalating
p02608,0.20053170745571455,0.24511744330326715,0.0445857358475526,0.0445857358475526,0.5263157894736842,0.11737326465804589,TN,stable
p02648,0.3828058143456777,0.5971834063529968,0.21437759200731915,0.21437759200731915,0.7,0.11245275282599929,TN,escalating
p02661,0.10038473084568977,0.12136864848434925,0.020983917638659477,0.020983917638659477,0.4897959183673469,0.037196664597556946,TN,stable
p02680,0.08057085507445866,0.07772548206978375,-0.0028453730046749115,-0.0028453730046749115,0.0,0.023106347454985365,TN,stable
p02695,0.1336216458252498,0.0825953483581543,-0.0510262974670955,-0.0510262974670955,0.07317073170731707,0.06481547749401065,TN,declining
p02725,0.11281786157804377,0.32275205017889247,0.2099341886008487,0.2099341886008487,0.9807692307692307,0.13918531510419185,TN,escalating
p02750,0.34048281077827725,0.3290226033755711,-0.011460207402706146,-0.011460207402706146,0.7804878048780488,0.1179378906138585,TN,stable
p02757,0.13460729813033884,0.06841764124956998,-0.06618965688076886,-0.06618965688076886,0.0,0.05312770771869393,TN,declining
p02798,0.37676750868558884,0.22848490625619888,-0.14828260242938995,-0.14828260242938995,0.0,0.1177412783875849,TN,declining
p02807,0.6240941673517227,0.3684445470571518,-0.25564962029457095,-0.25564962029457095,0.03225806451612903,0.14476145923720676,TN,declining
p02823,0.2649603488926704,0.6727074591013101,0.40774711020863974,0.40774711020863974,0.01282051282051282,0.21207842948081584,TN,escalating
p02826,0.2196039091795683,0.08341824915260077,-0.13618566002696753,-0.13618566002696753,0.0,0.09049345939696907,TN,declining
p02845,0.434052620615278,0.2989127274070467,-0.13513989320823128,-0.13513989320823128,0.09523809523809523,0.16709615606298164,TN,declining
p02870,0.2184878500799338,0.2027108962337176,-0.01577695384621619,-0.01577695384621619,0.0,0.1104244956217848,TN,stable
p02897,0.7729382216930389,0.5298253148794174,-0.24311290681362152,-0.24311290681362152,0.47058823529411764,0.1636054194557807,TN,declining
p02909,0.11712183306614558,0.14355803901950517,0.02643620595335959,0.02643620595335959,0.6111111111111112,0.08746404711097686,TN,stable
p02924,0.23129581225415072,0.1611136452605327,-0.07018216699361801,-0.07018216699361801,0.2,0.11195191507552255,TN,declining
p02928,0.16093061012881144,0.05717445218137333,-0.10375615794743812,-0.10375615794743812,0.23809523809523808,0.0724836571661362,TN,declining
p02934,0.4602138620355855,0.39045076525729633,-0.06976309677828918,-0.06976309677828918,0.6029411764705882,0.14349507950155313,TN,declining
p02937,0.26709576323628426,0.2662566639482975,-0.0008390992879867554,-0.0008390992879867554,0.30434782608695654,0.07795385516472973,TN,stable
p02943,0.13612472514311472,0.038337778507007494,-0.09778694663610722,-0.09778694663610722,0.037037037037037035,0.06919407662783775,TN,declining
p02945,0.5779153759542265,0.3854611045435855,-0.19245427141064098,-0.19245427141064098,0.42857142857142855,0.16407444849753475,TN,declining
p02985,0.32433305028826,0.560956172645092,0.23662312235683203,0.23662312235683203,0.9565217391304348,0.18907732974731847,TN,escalating
p02992,0.1504086572676897,0.18197384104132652,0.03156518377363682,0.03156518377363682,0.9230769230769231,0.05362368377508583,TN,stable
p03000,0.453728112578392,0.1381247416138649,-0.3156033709645271,-0.3156033709645271,0.5,0.16972500451388572,TN,declining
p03032,0.1813364028930664,0.07127856090664864,-0.11005784198641777,-0.11005784198641777,0.0,0.08589838847498103,TN,declining
p03043,0.1377140346627969,0.23513024071088204,0.09741620604808512,0.09741620604808512,0.725,0.12360127173001154,TN,escalating
p03063,0.7186638050609164,0.5441280073589749,-0.1745357977019415,-0.1745357977019415,0.2692307692307692,0.12651883677282608,TN,declining
p03064,0.5328985465069612,0.22912881399194399,-0.30376973251501727,-0.30376973251501727,0.13513513513513514,0.19305630367954332,TN,declining
p03103,0.1994168740408174,0.26909452188631583,0.06967764784549843,0.06967764784549843,0.4659090909090909,0.10324385497566078,TN,escalating
p03143,0.1411050839556588,0.130559297485484,-0.01054578647017479,-0.01054578647017479,0.8518518518518519,0.07017093089915366,TN,stable
p03148,0.3397191638747851,0.20742246756951013,-0.132296696305275,-0.132296696305275,0.3333333333333333,0.22422161643188762,TN,declining
p03155,0.3423383465657632,0.37562445551157,0.0332861089458068,0.0332861089458068,0.17142857142857143,0.11998955589747788,TN,stable
p03186,0.5131127834320068,0.14712603390216827,-0.36598674952983856,-0.36598674952983856,0.0,0.17978542671704398,TN,declining
p03214,0.3389703333377838,0.18062962591648102,-0.1583407074213028,-0.1583407074213028,0.5714285714285714,0.10460839499596863,TN,declining
p03238,0.40239444375038147,0.2137939292937517,-0.18860051445662976,-0.18860051445662976,0.06666666666666667,0.14991413696375444,TN,declining
p03241,0.052374947017857006,0.0323707889765501,-0.020004158041306903,-0.020004158041306903,0.047619047619047616,0.01895929703602716,TN,stable
p03244,0.26988426968455315,0.6926987171173096,0.4228144474327564,0.4228144474327564,0.7692307692307693,0.2245952018057339,TN,escalating
p03255,0.06537356451153756,0.060933486372232434,-0.004440078139305123,-0.004440078139305123,0.42857142857142855,0.021126378171172615,TN,stable
p03263,0.21172769062898375,0.3607269918376749,0.14899930120869118,0.14899930120869118,0.36363636363636365,0.14250138313067737,TN,escalating
p03277,0.6605200953781605,0.6601616814732552,-0.0003584139049053192,-0.0003584139049053192,0.12,0.08444304794353653,TN,stable
p03284,0.7504500320979527,0.17833163057054793,-0.5721184015274048,-0.5721184015274048,0.2,0.25696689373340603,TN,declining
p03297,0.12261353880167007,0.14689542949199677,0.0242818906903267,0.0242818906903267,0.6875,0.06290896933081914,TN,stable
p03301,0.14454743824899197,0.04390501882880926,-0.1006424194201827,-0.1006424194201827,0.0,0.06640734518450847,TN,declining
p03312,0.4552222043275833,0.13490768522024155,-0.32031451910734177,-0.32031451910734177,0.14285714285714285,0.2157496158387509,TN,declining
p03370,0.29650408029556274,0.43317896127700806,0.1366748809814453,0.1366748809814453,0.8461538461538461,0.1215444620440178,TN,escalating
p03395,0.29478540484394344,0.13063779473304749,-0.16414761011089596,-0.16414761011089596,0.16666666666666666,0.10268134182562845,TN,declining
p03396,0.14947087317705154,0.1909045229355494,0.041433649758497865,0.041433649758497865,0.3684210526315789,0.06807491152175801,TN,stable
p03425,0.17802724656131533,0.17307162947124904,-0.004955617090066283,-0.004955617090066283,0.4074074074074074,0.06738220214830432,TN,stable
p03438,0.2761269190481731,0.10275186278990336,-0.17337505625826974,-0.17337505625826974,0.09523809523809523,0.11439450291582268,TN,declining
