dep_gene,n_double,n_a_only,n_b_only,n_wt,mean_double,mean_a_only,mean_b_only,mean_wt,d_main_a,d_main_b,p_main_a,p_main_b,interaction_d,interaction_delta,p_interaction,p_kruskal,classification,from_atlas_a,from_atlas_b,fdr_interaction,fdr_classification
UPK3A,22,796,1,367,0.0032930522626140823,0.021925765003700838,0.1246341532548191,0.007205076599751656,0.1121,-0.0702,0.07596626495249748,0.715900683951638,-0.1194,-0.1361,1.0,0.18870667141629027,additive,False,True,1.0,additive
WAPL,22,796,1,367,-0.31944365045846596,-0.2649025909366685,-0.027601419516212,-0.2989952897340937,0.1655,-0.161,0.003156989495244467,0.8009985394068959,-0.1777,-0.3259,1.0,0.007412150266022295,additive,False,True,1.0,additive
XRCC1,22,796,1,367,-0.49644302797910667,-0.3657250567386768,-0.4086931444887399,-0.39935013005128406,0.1522,-0.5879,0.012499310447388194,0.05740046183169632,-0.1734,-0.1214,1.0,0.005290397727846245,additive,False,True,1.0,additive
ZFY,10,271,0,74,0.6567701439356954,0.5507642956684525,,0.5545654702596288,-0.0002,0.6929,0.840071370930331,0.02315503179138159,0.0249,0.106,1.0,0.069740205707504,additive,False,True,1.0,additive
ZNF143,22,796,1,367,-0.41862710596047986,-0.34195554913019954,-0.5583118098040994,-0.307956871594462,-0.1676,-0.4423,0.014094633174582325,0.007912071211820578,0.1612,0.1737,1.0,0.0035408532522627095,additive,False,True,1.0,additive
NUCB2,22,796,1,367,0.06782755565112521,0.08039902925123729,0.1722985816539378,0.1008751207718967,-0.165,-0.1135,0.0012497393790676335,0.7436249608656694,0.1643,-0.084,1.0,0.00584708582699452,additive,False,True,1.0,additive
MSH4,22,796,1,367,-0.05412913814101843,-0.029550873717638537,-0.2770401543941405,-0.02410763817985854,-0.0462,-0.3072,0.35182974823451607,0.4277480230511703,0.0471,0.2284,1.0,0.5631877224485189,additive,False,True,1.0,additive
MFF,22,796,1,367,-0.11399969309701065,-0.07261932166643739,-0.106837084245182,-0.10208938006934663,0.1976,-0.2204,0.0007687560300897952,0.4700776042024747,-0.2066,-0.0366,1.0,0.0022460356775722036,additive,False,True,1.0,additive
MDGA2,22,796,1,367,-0.07805174562492359,-0.03276398909995317,-0.015359043793271,0.0005540861216521708,-0.2676,-0.4093,5.795119103517093e-06,0.23957416932399622,0.2607,-0.0294,1.0,2.5009470362100076e-05,additive,False,True,1.0,additive
ALDH18A1,22,796,1,367,-0.17828163461934923,-0.1336430040050275,0.0563270675571804,-0.12683723353559523,-0.0371,-0.1594,0.45414636467092506,0.5558961150750639,0.0298,-0.2278,1.0,0.5623135646824866,additive,False,True,1.0,additive
AP1G1,22,796,1,367,-0.17262818373948352,-0.14341041264540613,-0.2043686560492063,-0.11263586528790218,-0.1389,-0.1785,0.04585825715751259,0.8234102782731965,0.1374,0.0625,1.0,0.11085812789005348,additive,False,True,1.0,additive
ARSB,22,796,1,367,-0.21548120453072464,-0.19267835306857434,-0.1561291744012,-0.18936326145220955,-0.0295,-0.1564,0.7426787677525098,0.9309240183060885,0.0246,-0.056,1.0,0.952105705488525,additive,False,True,1.0,additive
B3GALNT1,22,796,1,367,0.0025677226999252876,0.041825851790494716,-0.1329465337286882,0.027527389674203154,0.1266,-0.376,0.013133368209996122,0.39554204205647225,-0.134,0.1212,1.0,0.04022556292232503,additive,False,True,1.0,additive
CCNB2,22,796,1,367,-0.01315875847044622,-0.011745788976756393,0.2691321798117713,-0.005635352261664224,-0.0476,0.0617,0.6527163226351371,0.3344515168269504,0.0426,-0.2762,1.0,0.7376846712349149,additive,False,True,1.0,additive
CDIN1,22,796,1,367,-0.19977856512024436,-0.24122590703845898,-0.2948506437518285,-0.3045641139169204,0.2094,0.1854,0.0011051972339730237,0.6549208531190497,-0.2046,0.0317,1.0,0.005048068969740251,additive,False,True,1.0,additive
CDK13,22,796,1,367,-0.18414290377984868,-0.12277264207884936,0.4795521412922269,-0.0729867400712499,-0.2063,-0.1872,0.003912470749449634,0.3853653818869247,0.1941,-0.6139,1.0,0.011603553492282797,additive,False,True,1.0,additive
CRYBA1,22,796,1,367,-0.11375054399816546,-0.1604815360647637,-0.0231948099203192,-0.14441673734030305,-0.1026,0.3091,0.2382542038844998,0.09197313801598822,0.1094,-0.0745,1.0,0.14945025538218976,additive,False,True,1.0,additive
DDX21,22,796,1,367,-0.9132408213762185,-0.9900950880276238,-1.2650461064181189,-1.1326441684297428,0.4502,0.3242,1.000005837109763e-12,0.07127359916125921,-0.442,0.2093,1.0,4.424946488264063e-12,additive,False,True,1.0,additive
DDX52,22,796,1,367,-0.6470653898137183,-0.6136107700720673,-0.3262440164048238,-0.6510246320747899,0.1578,-0.034,0.008176372352180892,0.9725366321262127,-0.1653,-0.3582,1.0,0.02096074577956801,additive,False,True,1.0,additive
ZNF37A,22,796,1,367,-0.16388821278388285,-0.0643231687014631,-0.5306281822351528,-0.054016411447630835,-0.0565,-0.5761,0.8722434059818163,0.06777848552751065,0.0503,0.377,1.0,0.3163311454457841,additive,False,True,1.0,additive
DENND4C,22,796,1,367,-0.04547992805107774,-0.015463981714212134,-0.0989626172710953,-0.0004167428456185279,-0.0983,-0.2337,0.935368792903946,0.9622445106060549,0.0967,0.0685,1.0,0.9570229349061369,additive,False,True,1.0,additive
FANCC,22,796,1,367,-0.36088888692880106,-0.17135474495225408,-0.2549658396909497,-0.2481016980312655,0.39,-0.8668,4.0363381138345345e-09,0.002312978144649477,-0.4251,-0.1827,1.0,6.747670063213365e-11,additive,False,True,1.0,additive
FANCF,22,796,1,367,-0.5060002137443701,-0.2525970247876063,-0.7222641478736609,-0.33214656133534104,0.3195,-1.0283,1.4435533034053462e-07,0.01938911741325337,-0.3556,0.1367,1.0,5.327975084860882e-08,additive,False,True,1.0,additive
FANCL,22,796,1,367,-0.3802861565825724,-0.21749524303751747,-0.4725721119174734,-0.30220748132876873,0.3956,-0.6775,2.360283055552311e-09,0.013929616291155463,-0.422,0.0076,1.0,4.999117866859422e-10,additive,False,True,1.0,additive
FANCM,22,796,1,367,-0.8120577412727438,-0.3974680773945156,-0.5965643525629116,-0.4479532355840289,0.133,-1.3217,0.001963500263733585,0.0008156941930575661,-0.1766,-0.266,1.0,2.0416799287538332e-05,additive,False,True,1.0,additive
HCAR3,22,796,1,367,0.006843835041470506,0.07372928499158615,0.1708415087181756,0.07094298627156592,0.0053,-0.4363,0.8565365339503033,0.03325899854529189,-0.0206,-0.1668,1.0,0.056490101696514826,additive,False,True,1.0,additive
HELQ,22,796,1,367,-0.15082989720513384,-0.03174780600559437,-0.0091110957347578,-0.06124658484062546,0.2346,-0.9314,0.0009078639748793586,0.0007647659282823317,-0.2698,-0.1712,1.0,2.147486431937172e-06,additive,False,True,1.0,additive
HMOX1,22,796,1,367,-0.035984433022909906,0.009645194779757591,-0.0707153603239522,0.030965078833679983,-0.2278,-0.5495,0.0003186337105517352,0.028007449214727285,0.2188,0.0561,1.0,0.0003090115652847552,additive,False,True,1.0,additive
HSDL2,22,796,1,367,-0.04741611635886991,-0.043391022281851974,-0.1179819131906287,-0.017979306762244466,-0.2311,-0.1376,0.00012170755149206369,0.8933871575881391,0.2366,0.096,1.0,0.00045571450476838624,additive,False,True,1.0,additive
LAMA1,22,796,1,367,0.02984255362449976,0.06341077212112013,0.1891615532909474,0.07898831221565765,-0.1648,-0.3093,0.04506727754348943,0.4160240071286829,0.1543,-0.1437,1.0,0.09644394803094325,additive,False,True,1.0,additive
LIG1,22,796,1,367,-0.4991729138403469,-0.33707936726639187,-0.5112587275806998,-0.39617721253380866,0.2256,-0.5888,3.3443240303792256e-07,0.014487878942627827,-0.2454,-0.047,1.0,6.163261064690213e-08,additive,False,True,1.0,additive
FAAP24,22,796,1,367,-0.6312889100523146,-0.3558257230493832,-0.6452024912644259,-0.3944903600416247,0.1447,-1.2094,0.0031852084955212357,0.0015982792049498975,-0.1827,-0.0248,1.0,8.745664145546491e-05,additive,False,True,1.0,additive
ZNF79,22,796,1,367,-0.0988247914697292,-0.05167201814441205,-0.1588748612294314,-0.06022742621168799,0.0758,-0.4727,0.17184935297215964,0.08189512962024564,-0.0864,0.0515,1.0,0.11268186756395905,additive,False,True,1.0,additive
