gene_symbol,IT,L4 IT,L5 ET,L5/6 NP,L5/6 IT Car3,L6 CT,L6b,PVALB,SST,VIP,LAMP5,Astrocyte,Oligodendrocyte,OPC,Microglia,tau,top_cell_type,broad_category
STK3,1.0449602603912354,0.10698096454143524,0.4444444477558136,0.9634408354759216,1.0065040588378906,0.969936728477478,0.860035240650177,0.9015932679176331,0.3594909906387329,0.5724572539329529,0.7559322118759155,1.873142957687378,1.311119556427002,0.49942830204963684,1.3160300254821777,0.6111576288752519,Astrocyte,Non-neuronal
PTPRD,128.42149353027344,9.76155948638916,303.22222900390625,90.85161590576172,61.54796600341797,206.2112274169922,250.95863342285156,24.992033004760742,24.612407684326172,26.13681411743164,19.132204055786133,2.7356081008911133,18.913259506225586,8.733820915222168,0.6993144154548645,0.7960207512770019,L5 ET,Excitatory
ACO1,0.38001522421836853,0.04986400902271271,0.3333333432674408,1.0989247560501099,1.2308943271636963,0.5063291192054749,0.8873239159584045,0.898313045501709,0.6076352000236511,0.6822682023048401,0.703954815864563,0.4549674987792969,0.15456630289554596,0.27486851811408997,0.10969637334346771,0.6102698212345093,L5/6 IT Car3,Excitatory
COL27A1,0.16217245161533356,0.009972801432013512,0.0,0.015053763054311275,0.2308943122625351,0.013449367135763168,0.0404929593205452,0.0440487340092659,0.016967127099633217,0.07380738109350204,0.013559321872889996,0.1397400200366974,0.0030951471999287605,0.16647610068321228,0.006529546342790127,0.7817910980309524,L5/6 IT Car3,Excitatory
LHX6,0.015167989768087864,0.019945602864027023,0.0555555559694767,0.017204301431775093,0.009756097570061684,0.019778480753302574,0.027288733050227165,2.0740394592285156,1.6097561120986938,0.009900989942252636,0.7864406704902649,0.009052924811840057,0.007069163024425507,0.012805853970348835,0.006856023333966732,0.9132500038178489,PVALB,Inhibitory
FTH1,9.288844108581543,6.335448741912842,8.222222328186035,6.778494834899902,9.486178398132324,5.8401899337768555,8.913732528686523,5.791471481323242,4.795864105224609,4.543654441833496,5.20790958404541,6.309772491455078,7.1940388679504395,2.523668050765991,2.3934051990509033,0.4901143692333264,L5/6 IT Car3,Excitatory
YAP1,0.04332934692502022,0.008159564808011055,0.0555555559694767,0.062365591526031494,0.030894309282302856,0.0458860769867897,0.0642605647444725,0.04545454680919647,0.03287380561232567,0.029702970758080482,0.028248587623238564,1.7146008014678955,0.009973252192139626,0.02561170794069767,0.012732614763081074,0.98405978391723,Astrocyte,Non-neuronal
GXYLT1,0.5813308954238892,0.1251133233308792,0.6111111044883728,0.7870967984199524,0.8373983502388,0.7713607549667358,1.0519366264343262,0.5979381203651428,0.4899257719516754,0.49414941668510437,0.4576271176338196,0.2323583960533142,0.1700420379638672,0.2119826227426529,0.2370225340127945,0.6259981578708567,L6b,Excitatory
NTN4,0.5172339081764221,0.1631913036108017,0.1111111119389534,1.399999976158142,0.15609756112098694,0.07594936341047287,0.09419014304876328,2.2225866317749023,1.8213149309158325,0.6741673946380615,1.083615779876709,0.038765087723731995,0.016392815858125687,0.6464669704437256,0.010773750953376293,0.7849715549027783,PVALB,Inhibitory
FLT3,0.024301402270793915,0.008159564808011055,0.5,0.4215053617954254,0.016260161995887756,0.08148734271526337,0.028169013559818268,0.7858482003211975,1.3679745197296143,0.09180918335914612,0.02711864374577999,0.0023212628439068794,0.007069163024425507,0.00891836266964674,0.005876591429114342,0.8966299741398558,SST,Inhibitory
RBM26,7.5329999923706055,0.9310970306396484,19.55555534362793,7.746236324310303,11.175609588623047,9.259493827819824,11.198944091796875,4.5838799476623535,3.147401809692383,3.4401440620422363,3.9943501949310303,2.299210786819458,1.7462743520736694,2.088726282119751,1.1687887907028198,0.7803280361996404,L5 ET,Excitatory
NDFIP2,6.008970260620117,2.2982773780822754,15.277777671813965,5.0107526779174805,10.957723617553711,9.51265811920166,15.67869758605957,1.7633552551269531,0.8393425345420837,0.884788453578949,1.105084776878357,0.41283658146858215,0.9160871505737305,0.5062885880470276,0.2056806981563568,0.7561649493620501,L6b,Excitatory
SLITRK1,0.7907469868659973,0.3762466013431549,0.5555555820465088,0.19569893181324005,1.8813008069992065,1.0071202516555786,2.552816867828369,0.35941892862319946,0.24655355513095856,0.45724573731422424,0.4192090332508087,0.03064066916704178,0.1784486025571823,0.22455979883670807,0.026444662362337112,0.819646389704235,L6b,Excitatory
ESR2,0.2256714105606079,0.024478694424033165,0.3888888955116272,0.3892472982406616,0.47804877161979675,0.3045886158943176,0.5211267471313477,0.308809757232666,0.21792152523994446,0.4014401435852051,0.3175141215324402,0.029596099629998207,0.027894536033272743,0.10793505609035492,0.006203068885952234,0.5642356940045029,L6b,Excitatory
BCL11B,0.47651407122612,0.17497733235359192,17.27777862548828,8.255913734436035,2.1495935916900635,4.17484188079834,3.698063373565674,2.7263355255126953,1.5689289569854736,0.5103510618209839,6.300564765930176,0.03098885715007782,0.02319449745118618,0.20306426286697388,0.023832842707633972,0.875840689359417,L5 ET,Excitatory
SEMA6D,4.004675388336182,0.8250226378440857,4.166666507720947,0.2967741787433624,26.855283737182617,1.2333860397338867,0.2059859186410904,3.6930646896362305,1.055143117904663,8.836183547973633,12.837287902832031,0.8537604212760925,0.8352311849594116,1.4655842781066895,0.24485798180103302,0.8990329308619989,L5/6 IT Car3,Excitatory
IREB2,1.6863651275634766,0.5077062845230103,2.777777671813965,2.094623565673828,2.204878091812134,1.80617094039917,2.6038732528686523,1.601686954498291,1.0593849420547485,1.1323132514953613,1.7288135290145874,0.5265784859657288,0.35166221857070923,0.4253372848033905,0.4544564187526703,0.6095881448711132,L5 ET,Excitatory
RBFOX1,113.44834899902344,9.796010971069336,282.8333435058594,149.1268768310547,180.1658477783203,108.875,170.41461181640625,105.30552673339844,100.89978790283203,43.23762512207031,86.34123992919922,0.7946842908859253,2.106992721557617,5.202149391174316,0.665034294128418,0.7298802518548742,L5 ET,Excitatory
PPP5C,0.6497771143913269,0.23572076857089996,1.5,0.8881720304489136,0.7479674816131592,0.702531635761261,1.370598554611206,0.7567947506904602,0.46341463923454285,0.4932493269443512,0.594350278377533,0.2606778144836426,0.1257164627313614,0.15732906758785248,0.08814887702465057,0.6812510681089476,L5 ET,Excitatory
FTL,4.564694881439209,2.252946615219116,2.222222328186035,5.617204189300537,5.383739948272705,3.124208927154541,5.932218074798584,4.7408623695373535,3.5291621685028076,3.2646265029907227,4.025988578796387,4.839484691619873,3.9751625061035156,1.4909672737121582,2.7988898754119873,0.5021251507296729,L6b,Excitatory
STK4,1.5091878175735474,0.3481414318084717,2.6666667461395264,1.0172042846679688,2.3333332538604736,1.220727801322937,2.3318662643432617,0.8650421500205994,0.8398727178573608,0.5859586000442505,0.6666666865348816,0.2944521903991699,0.3302254378795624,0.3139721155166626,1.0235064029693604,0.7122090451580718,L5 ET,Excitatory
MAOA,0.11911492794752121,0.0417044423520565,0.3888888955116272,0.04516129195690155,0.16910569369792938,0.08227848261594772,0.17781689763069153,0.04639175161719322,0.05885471776127815,0.17551755905151367,0.27005648612976074,0.527506947517395,0.010737485252320766,0.0640292689204216,0.010120796971023083,0.7904179998662884,Astrocyte,Non-neuronal
AR,0.09910840541124344,0.03989120572805405,0.0,0.10322580486536026,0.02276422828435898,0.08860759437084198,0.15669013559818268,0.5796626210212708,0.14156946539878845,0.15931592881679535,0.1028248593211174,0.3537604510784149,0.004126862622797489,0.20214955508708954,0.003917727619409561,0.8178802424271082,PVALB,Inhibitory
SLC40A1,0.010601283051073551,0.004533091560006142,0.5555555820465088,0.023655913770198822,0.009756097570061684,0.006329114083200693,0.0035211266949772835,0.22680412232875824,0.14422057569026947,0.10081008076667786,0.03502824902534485,0.052808728069067,0.00538784870877862,0.13743425905704498,0.1407117247581482,0.8897187830602268,L5 ET,Excitatory
LATS2,0.02044144831597805,0.0009066183120012283,0.0,0.004301075357943773,0.00650406489148736,0.032436709851026535,0.008802817203104496,0.01780693605542183,0.008483563549816608,0.007200720254331827,0.004519774112850428,0.166086345911026,0.07229652255773544,0.02835582010447979,0.06203068792819977,0.8821238103628992,Astrocyte,Non-neuronal
HAMP,0.02131129801273346,0.014505892992019653,0.0,0.006451612804085016,0.008130080997943878,0.025316456332802773,0.01232394389808178,0.0056232428178191185,0.004772004205733538,0.005400539841502905,0.0,0.006151346489787102,0.0050821551121771336,0.0022867596708238125,0.14299705624580383,0.9413797457211871,Microglia,Non-neuronal
HDC,0.005762748885899782,0.0036264732480049133,0.0,0.0021505376789718866,0.0,0.0015822785208001733,0.0026408450212329626,0.0,0.0,0.0009000900317914784,0.003389830468222499,0.0004642525454983115,0.00019105846877209842,0.0002286759699927643,0.0,0.8119195958421022,IT,Excitatory
