gene_symbol,cell_type,n_td,n_ctl,mean_td,mean_ctl,log2fc,p_value,significant
MEIS1,IT,11182,7212,0.21668753353604006,0.26760953965612866,-0.2923520912995269,0.00021927252998499533,False
NDFIP2,IT,11182,7212,6.082275084957968,5.895313366611203,0.044967466865434305,0.05725577260466952,False
NEGR1,IT,11182,7212,44.954212126632086,59.333471991125904,-0.4003121469372925,6.146332915008377e-33,True
NRXN1,IT,11182,7212,78.55124306921839,95.15640599001664,-0.27663463047857795,1.7532369455075485e-12,True
NTN4,IT,11182,7212,0.49320336254695046,0.5544925124792013,-0.16581288223772037,1.6708672377261379e-06,True
OPRD1,IT,11182,7212,0.3202468252548739,0.4051580698835274,-0.3301160492518219,4.097234336630178e-11,True
PPP5C,IT,11182,7212,0.6490788767662314,0.6508596783139212,-0.0038928404819759533,0.667207640300065,False
PTPRD,IT,11182,7212,123.88195313897334,135.45992789794786,-0.1288901459206986,0.0002653990173151677,False
RBFOX1,IT,11182,7212,106.97352888570917,123.48738214087632,-0.20709176299688437,1.395319323885759e-07,True
RBM26,IT,11182,7212,6.855392595242354,8.58361064891847,-0.3239221915692726,2.0647381263979495e-29,True
SEMA6D,IT,11182,7212,4.06877123949204,3.9052967276760953,0.05901294606942871,2.012430946456967e-08,True
SLC40A1,IT,11182,7212,0.008227508495796816,0.014281752634498058,-0.41375518377750947,0.0003397954892508098,False
SLITRK1,IT,11182,7212,0.9001967447683777,0.6210482529118136,0.5284281019933988,5.122472839544688e-43,True
STK3,IT,11182,7212,0.7314433911643713,1.531059345535219,-1.0555139675449263,1.055887061118972e-123,True
STK4,IT,11182,7212,1.383741727776784,1.7036882972823073,-0.2981414792665144,1.1680492924579006e-14,True
TF,IT,11182,7212,0.5641209086031121,0.670549084858569,-0.24534462309705685,1.5833170148358837e-19,True
TFRC,IT,11182,7212,0.8319620819173672,0.6494731003882418,0.35244144864090443,4.498523979900437e-19,True
WWC1,IT,11182,7212,1.0442675728849937,0.8684137548530227,0.2632685187217213,1.0213070175349642e-11,True
WWTR1,IT,11182,7212,0.21615095689500985,0.17970049916805325,0.2535626253586317,0.0002048574816973687,False
YAP1,IT,11182,7212,0.031568592380611694,0.06156405990016639,-0.7837413398065177,1.0794071423671703e-13,True
ACO1,L4 IT,833,270,0.05402160864345738,0.037037037037037035,0.4447617427087491,0.4081040615521079,False
AR,L4 IT,833,270,0.04201680672268908,0.03333333333333333,0.26350061848638534,0.727117068196756,False
ASH1L,L4 IT,833,270,1.085234093637455,1.474074074074074,-0.4383238403056069,0.1303322924758962,False
BCL11B,L4 IT,833,270,0.1608643457382953,0.21851851851851853,-0.41945970084218154,0.01877258806736393,False
CADPS2,L4 IT,833,270,1.7130852340936376,1.6074074074074074,0.0913109438048498,0.4188159155113682,False
CELSR3,L4 IT,833,270,0.04921968787515006,0.044444444444444446,0.12129204395604891,0.8591104035882864,False
CNTN6,L4 IT,833,270,0.18847539015606243,0.18888888888888888,-0.0030025486338296718,0.30685240342368425,False
CNTNAP2,L4 IT,833,270,7.589435774309724,10.407407407407407,-0.455032063361211,0.4215764634381862,False
COL27A1,L4 IT,833,270,0.008403361344537815,0.014814814814814815,-0.43123239200107427,0.16397886141117957,False
ESR1,L4 IT,833,270,0.013205282112845138,0.037037037037037035,-1.0193439477630093,0.02913316574033769,False
ESR2,L4 IT,833,270,0.01920768307322929,0.040740740740740744,-0.7967966612241769,0.01955504797937721,False
EXOC1,L4 IT,833,270,0.3709483793517407,0.40370370370370373,-0.11900235576314795,0.5705592797287662,False
FLT3,L4 IT,833,270,0.007202881152460984,0.011111111111111112,-0.29535230310467514,0.6137463584204825,False
FTH1,L4 IT,833,270,6.433373349339736,6.033333333333333,0.09247167222621802,0.5786592639565744,False
FTL,L4 IT,833,270,2.241296518607443,2.2888888888888888,-0.030180651752557363,0.6891121654101778,False
GXYLT1,L4 IT,833,270,0.12605042016806722,0.12222222222222222,0.04117674512899128,0.8382431424213008,False
HAMP,L4 IT,833,270,0.009603841536614645,0.02962962962962963,-1.015443094041531,0.009030989819112293,False
HDC,L4 IT,833,270,0.003601440576230492,0.003703703703703704,-0.010806403010513171,0.9814697504199097,False
IREB2,L4 IT,833,270,0.5138055222088835,0.4888888888888889,0.07031273093983875,0.5251668102398785,False
LATS1,L4 IT,833,270,0.18247298919567828,0.1925925925925926,-0.0739254271427076,0.9127963904960306,False
LATS2,L4 IT,833,270,0.0,0.003703703703703704,-0.4545658634654813,0.07936868388473611,False
LHX6,L4 IT,833,270,0.021608643457382955,0.014814814814814815,0.34911743238621146,0.6360479645740753,False
MAOA,L4 IT,833,270,0.04201680672268908,0.040740740740740744,0.035833255109262864,0.5946548460437414,False
MEIS1,L4 IT,833,270,0.026410564225690276,0.03333333333333333,-0.2511201201613127,0.45427164809591347,False
NDFIP2,L4 IT,833,270,2.3649459783913565,2.0925925925925926,0.17572536327815386,0.004590154431518174,False
NEGR1,L4 IT,833,270,4.815126050420168,6.111111111111111,-0.3432269248604493,0.9265880915348998,False
NRXN1,L4 IT,833,270,8.552220888355341,9.196296296296296,-0.104635820448318,2.859827007749476e-06,True
NTN4,L4 IT,833,270,0.15606242496998798,0.18518518518518517,-0.23311788370621003,0.35991444875640466,False
OPRD1,L4 IT,833,270,0.05042016806722689,0.09259259259259259,-0.7638244667543653,0.18298457482004848,False
PPP5C,L4 IT,833,270,0.25690276110444177,0.17037037037037037,0.5653518651807817,0.028857174627286288,False
PTPRD,L4 IT,833,270,9.424969987995198,10.8,-0.1962766892427752,0.27551806792134204,False
RBFOX1,L4 IT,833,270,9.040816326530612,12.125925925925927,-0.4231643597764229,0.2294460200168318,False
RBM26,L4 IT,833,270,0.8571428571428571,1.1592592592592592,-0.4312532589514385,0.7408959771323005,False
SEMA6D,L4 IT,833,270,0.7887154861944778,0.937037037037037,-0.24573916200207144,0.43087609161247087,False
SLC40A1,L4 IT,833,270,0.0024009603841536613,0.011111111111111112,-0.7675506585017613,0.06434965563294584,False
SLITRK1,L4 IT,833,270,0.3997599039615846,0.3037037037037037,0.38537625763173866,0.024552301248428478,False
STK3,L4 IT,833,270,0.08403361344537816,0.17777777777777778,-0.9977778771714215,0.007110194829717842,False
STK4,L4 IT,833,270,0.32533013205282113,0.4185185185185185,-0.35377542559064556,0.3944245507840556,False
TF,L4 IT,833,270,0.1404561824729892,0.3074074074074074,-1.0769924066425753,1.7560021157154856e-05,True
TFRC,L4 IT,833,270,0.31092436974789917,0.22592592592592592,0.4438993812217387,0.24938375803295032,False
WWC1,L4 IT,833,270,0.1788715486194478,0.21851851851851853,-0.27490568983277985,0.12577656318449457,False
WWTR1,L4 IT,833,270,0.014405762304921969,0.03333333333333333,-0.8282554029407513,0.1498650681119188,False
YAP1,L4 IT,833,270,0.007202881152460984,0.011111111111111112,-0.29535230310467514,0.5356718424795173,False
ACO1,L5/6 NP,240,225,1.1083333333333334,1.0888888888888888,0.025304746162229247,0.7594151095724995,False
AR,L5/6 NP,240,225,0.14166666666666666,0.06222222222222222,1.070389327891398,0.2429094176340313,False
ASH1L,L5/6 NP,240,225,5.858333333333333,5.773333333333333,0.021049564397507835,0.6737350914236564,False
BCL11B,L5/6 NP,240,225,9.2,7.248888888888889,0.3434524231325031,0.0002183359970792806,False
CADPS2,L5/6 NP,240,225,1.1541666666666666,1.1511111111111112,0.003791579162374045,0.09943309863382789,False
CELSR3,L5/6 NP,240,225,0.17083333333333334,0.14666666666666667,0.20696238076684198,0.6099525244270991,False
CNTN6,L5/6 NP,240,225,3.1416666666666666,2.5155555555555558,0.31951417985306985,0.10968330701567242,False
CNTNAP2,L5/6 NP,240,225,105.33333333333333,104.15555555555555,0.016220715674823562,0.992837050427092,False
COL27A1,L5/6 NP,240,225,0.004166666666666667,0.02666666666666667,-1.3719687773869578,0.046871119393590704,False
ESR1,L5/6 NP,240,225,0.15,0.14222222222222222,0.07189291848178571,0.23678393105508777,False
ESR2,L5/6 NP,240,225,0.4,0.37777777777777777,0.08039377985074397,0.468269570118637,False
EXOC1,L5/6 NP,240,225,1.9208333333333334,1.4622222222222223,0.39122818524805414,0.008412314968715445,False
FLT3,L5/6 NP,240,225,0.5083333333333333,0.3288888888888889,0.6130678384015099,0.018190947398585025,False
FTH1,L5/6 NP,240,225,8.033333333333333,5.44,0.5615372798303063,7.583540221971946e-07,True
FTL,L5/6 NP,240,225,5.091666666666667,6.177777777777778,-0.278452747048864,0.5062908953108782,False
GXYLT1,L5/6 NP,240,225,0.9541666666666667,0.6088888888888889,0.6396021324886142,0.0015558779985930945,False
HAMP,L5/6 NP,240,225,0.004166666666666667,0.008888888888888889,-0.4150374992788438,0.5271042721693262,False
HDC,L5/6 NP,240,225,0.004166666666666667,0.0,0.5025003405291834,0.3350747437352436,False
IREB2,L5/6 NP,240,225,2.3041666666666667,1.8711111111111112,0.29890770464436034,0.007623131338462143,False
LATS1,L5/6 NP,240,225,1.3375,1.3022222222222222,0.03827321479766068,0.8957954211294626,False
LATS2,L5/6 NP,240,225,0.008333333333333333,0.0,0.874469117916141,0.17139405653148299,False
LHX6,L5/6 NP,240,225,0.016666666666666666,0.017777777777777778,-0.058893689053568565,0.7745014294061872,False
MAOA,L5/6 NP,240,225,0.0375,0.05333333333333334,-0.4150374992788438,0.6966985620280248,False
MEIS1,L5/6 NP,240,225,0.07916666666666666,0.14222222222222222,-0.7716025958382238,0.34876946420387867,False
NDFIP2,L5/6 NP,240,225,5.941666666666666,4.017777777777778,0.5633096395175625,3.148718682437598e-05,True
NEGR1,L5/6 NP,240,225,60.9,67.41777777777777,-0.14666394702151725,0.1037223329545683,False
NRXN1,L5/6 NP,240,225,134.16666666666666,126.7911111111111,0.08156642122981261,0.4055236666262163,False
NTN4,L5/6 NP,240,225,1.6541666666666666,1.1288888888888888,0.5471729237723203,4.279485109371373e-05,True
OPRD1,L5/6 NP,240,225,0.029166666666666667,0.022222222222222223,0.2815703572712216,0.839917848845033,False
PPP5C,L5/6 NP,240,225,0.9666666666666667,0.8044444444444444,0.2620499670095922,0.09994259128695972,False
PTPRD,L5/6 NP,240,225,94.50416666666666,86.95555555555555,0.12008648424081525,0.4212918004702443,False
RBFOX1,L5/6 NP,240,225,157.10833333333332,140.61333333333334,0.16001553352661035,0.1347993945938348,False
RBM26,L5/6 NP,240,225,7.454166666666667,8.057777777777778,-0.1121901459571862,0.2706728127105441,False
SEMA6D,L5/6 NP,240,225,0.2708333333333333,0.3244444444444444,-0.25205239485668735,0.6788836043313067,False
SLC40A1,L5/6 NP,240,225,0.016666666666666666,0.03111111111111111,-0.6244908649077938,0.4555551592210313,False
SLITRK1,L5/6 NP,240,225,0.2,0.19111111111111112,0.06239653713786744,0.8547417439121117,False
STK3,L5/6 NP,240,225,0.7833333333333333,1.1555555555555554,-0.5550186985481678,0.00643176962587448,False
STK4,L5/6 NP,240,225,1.075,0.9555555555555556,0.16826386707239124,0.27128469843152925,False
TF,L5/6 NP,240,225,0.6208333333333333,0.5911111111111111,0.0696272068800726,0.5882922609533254,False
TFRC,L5/6 NP,240,225,1.1041666666666667,0.6666666666666666,0.7194478329081768,3.854786998231823e-06,True
WWC1,L5/6 NP,240,225,0.5041666666666667,0.4711111111111111,0.0958659651438491,0.8992505529340001,False
WWTR1,L5/6 NP,240,225,0.2875,0.13777777777777778,1.0094603292490663,0.0018919444122099903,False
YAP1,L5/6 NP,240,225,0.05416666666666667,0.07111111111111111,-0.3380755174639596,0.33165638904735495,False
ACO1,L5/6 IT Car3,434,181,1.0622119815668203,1.6353591160220995,-0.6178123390175678,0.003343798379366069,False
AR,L5/6 IT Car3,434,181,0.02534562211981567,0.016574585635359115,0.4114843383716176,0.6102792378292541,False
ASH1L,L5/6 IT Car3,434,181,7.65668202764977,8.662983425414364,-0.17792600653686746,0.07010465732592974,False
BCL11B,L5/6 IT Car3,434,181,2.3940092165898617,1.5635359116022098,0.611432322590042,0.005122339398111474,False
CADPS2,L5/6 IT Car3,434,181,50.47235023041475,41.44198895027624,0.28433775044654375,0.005235737725731147,False
CELSR3,L5/6 IT Car3,434,181,0.1889400921658986,0.20441988950276244,-0.10810468568526807,0.912746942490317,False
CNTN6,L5/6 IT Car3,434,181,5.548387096774194,3.0497237569060776,0.8612649031036687,6.301029381549132e-07,True
CNTNAP2,L5/6 IT Car3,434,181,74.24193548387096,92.59116022099448,-0.3186016371208826,0.0038593885849932336,False
COL27A1,L5/6 IT Car3,434,181,0.20046082949308755,0.30386740331491713,-0.5766034586246104,0.05872447413427598,False
ESR1,L5/6 IT Car3,434,181,0.5299539170506913,0.430939226519337,0.2922564575013713,0.08810610845726063,False
ESR2,L5/6 IT Car3,434,181,0.4470046082949309,0.5524861878453039,-0.2996089575491599,0.5335710378530882,False
EXOC1,L5/6 IT Car3,434,181,2.2534562211981566,2.6629834254143647,-0.23992348890693999,0.019999006234484317,False
FLT3,L5/6 IT Car3,434,181,0.018433179723502304,0.011049723756906077,0.43377414629482175,0.7791864964381672,False
FTH1,L5/6 IT Car3,434,181,10.573732718894009,6.878453038674033,0.6195965995305586,2.8599158117736706e-07,True
FTL,L5/6 IT Car3,434,181,4.880184331797235,6.5911602209944755,-0.4328307675723016,0.07387758268120197,False
GXYLT1,L5/6 IT Car3,434,181,0.8410138248847926,0.8287292817679558,0.02097734456162331,0.5221278987608091,False
HAMP,L5/6 IT Car3,434,181,0.01152073732718894,0.0,1.1057275072651827,0.19602396013396273,False
HDC,L5/6 IT Car3,434,181,0.0,0.0,0.0,1.0,False
IREB2,L5/6 IT Car3,434,181,2.1474654377880182,2.342541436464088,-0.12488268619987991,0.21160285997127493,False
LATS1,L5/6 IT Car3,434,181,1.9838709677419355,2.016574585635359,-0.023471223469746002,0.9390668459021593,False
LATS2,L5/6 IT Car3,434,181,0.0069124423963133645,0.0055248618784530384,0.12350458726101265,0.846848992205436,False
LHX6,L5/6 IT Car3,434,181,0.013824884792626729,0.0,1.2524692378704554,0.11253865550176644,False
MAOA,L5/6 IT Car3,434,181,0.1889400921658986,0.12154696132596685,0.596756126829846,0.10935708623695756,False
MEIS1,L5/6 IT Car3,434,181,0.23732718894009217,0.19889502762430938,0.24364269342455602,0.21653359080335555,False
NDFIP2,L5/6 IT Car3,434,181,11.476958525345623,9.712707182320441,0.24056687939700844,0.10411578841924236,False
NEGR1,L5/6 IT Car3,434,181,31.288018433179722,26.955801104972377,0.21494042457677617,0.14834087466381615,False
NRXN1,L5/6 IT Car3,434,181,83.99539170506912,83.83977900552486,0.002674945708225486,0.6673585296669452,False
NTN4,L5/6 IT Car3,434,181,0.1728110599078341,0.11602209944751381,0.5366766054718696,0.2578309709797959,False
OPRD1,L5/6 IT Car3,434,181,0.2304147465437788,0.24861878453038674,-0.10530167704548458,0.9573685039130072,False
PPP5C,L5/6 IT Car3,434,181,0.7672811059907834,0.7016574585635359,0.12725345072606048,0.36431463972406153,False
PTPRD,L5/6 IT Car3,434,181,65.00230414746544,53.26519337016575,0.2872488621515918,0.17602362826857532,False
RBFOX1,L5/6 IT Car3,434,181,183.96774193548387,171.04972375690608,0.10503112085052556,0.14460323551504553,False
RBM26,L5/6 IT Car3,434,181,11.389400921658986,10.662983425414364,0.0949944977767523,0.18278043389610132,False
SEMA6D,L5/6 IT Car3,434,181,28.77880184331797,22.243093922651934,0.3715018140711687,0.040249887387971396,False
SLC40A1,L5/6 IT Car3,434,181,0.0069124423963133645,0.016574585635359115,-0.6519621762881032,0.26759165857166645,False
SLITRK1,L5/6 IT Car3,434,181,2.0161290322580645,1.558011049723757,0.36979032772374903,0.0008236269738448424,False
STK3,L5/6 IT Car3,434,181,0.9354838709677419,1.1767955801104972,-0.327946706497129,0.03828508190421091,False
STK4,L5/6 IT Car3,434,181,2.184331797235023,2.6906077348066297,-0.29950241547827233,0.01802841532348526,False
TF,L5/6 IT Car3,434,181,0.6451612903225806,0.569060773480663,0.17813534939454104,0.9945250603789018,False
TFRC,L5/6 IT Car3,434,181,1.0023041474654377,0.7679558011049724,0.37988271669737833,0.1815378026967489,False
WWC1,L5/6 IT Car3,434,181,1.5345622119815667,1.12707182320442,0.44187459608442753,0.023043555286344445,False
WWTR1,L5/6 IT Car3,434,181,1.0483870967741935,0.48066298342541436,1.1090630374666781,4.7370086269055744e-05,True
YAP1,L5/6 IT Car3,434,181,0.029953917050691243,0.03314917127071823,-0.11099590028141841,0.7386731027332825,False
ACO1,L6 CT,883,381,0.4983012457531144,0.5249343832020997,-0.07367817011105895,0.917393143134326,False
AR,L6 CT,883,381,0.05096262740656852,0.17585301837270342,-1.6081651312028582,0.00016207575176438235,False
ASH1L,L6 CT,883,381,6.305775764439411,7.188976377952756,-0.18883183380706137,0.2430213603642999,False
BCL11B,L6 CT,883,381,3.929784824462061,4.742782152230971,-0.2706554385051851,0.6890451827345352,False
CADPS2,L6 CT,883,381,17.638731596828993,19.459317585301836,-0.14163781572045625,0.00022664173537422928,False
CELSR3,L6 CT,883,381,0.17214043035107587,0.27034120734908135,-0.6221326237278305,0.000294701462585784,False
CNTN6,L6 CT,883,381,0.16761041902604756,0.14173228346456693,0.22718814126528877,0.19175094539417448,False
CNTNAP2,L6 CT,883,381,53.2559456398641,54.5485564304462,-0.03459199874386277,0.10656701623224182,False
COL27A1,L6 CT,883,381,0.011325028312570781,0.01837270341207349,-0.411955963275566,0.2341254088826803,False
ESR1,L6 CT,883,381,0.232163080407701,0.2178477690288714,0.0879086875479232,0.6793993185518037,False
ESR2,L6 CT,883,381,0.289920724801812,0.33858267716535434,-0.216919659214246,0.24128843077561735,False
EXOC1,L6 CT,883,381,1.8742921857304644,2.0656167979002626,-0.13951742447748203,0.0855012722808563,False
FLT3,L6 CT,883,381,0.0928652321630804,0.05511811023622047,0.6596247047615482,0.06592724718173497,False
FTH1,L6 CT,883,381,5.804077010192525,5.923884514435696,-0.02942666850958514,0.7207401859900795,False
FTL,L6 CT,883,381,2.8754246885617216,3.7007874015748032,-0.36294167228833984,0.005650357608609719,False
GXYLT1,L6 CT,883,381,0.782559456398641,0.7454068241469817,0.06926535095861214,0.6105129104081519,False
HAMP,L6 CT,883,381,0.01925254813137033,0.03937007874015748,-0.7550746455603389,0.04596795352784919,False
HDC,L6 CT,883,381,0.0022650056625141564,0.0,0.29454789995986125,0.3533512166378395,False
IREB2,L6 CT,883,381,1.6795016987542468,2.099737532808399,-0.3204657269009714,0.0021700502956896123,False
LATS1,L6 CT,883,381,1.4235560588901472,1.7165354330708662,-0.2682816204613192,0.11661420163333966,False
LATS2,L6 CT,883,381,0.021517553793884484,0.05774278215223097,-1.1039116729175065,0.02032961012558271,False
LHX6,L6 CT,883,381,0.02491506228765572,0.007874015748031496,0.96598574593996,0.16907182652837116,False
MAOA,L6 CT,883,381,0.06908267270668177,0.11286089238845144,-0.635592232482858,0.004709535104794814,False
MEIS1,L6 CT,883,381,0.15855039637599094,0.2125984251968504,-0.4012633660936412,0.20499350235665825,False
NDFIP2,L6 CT,883,381,9.258210645526614,10.10236220472441,-0.1257573051305908,0.2616614954615848,False
NEGR1,L6 CT,883,381,65.33861834654587,81.01049868766404,-0.31013023124000033,0.7623840849234271,False
NRXN1,L6 CT,883,381,129.92978482446208,138.98162729658793,-0.09715475794830299,0.11727962541827737,False
NTN4,L6 CT,883,381,0.05889014722536806,0.11548556430446194,-0.8651518416308344,0.29599004994490896,False
OPRD1,L6 CT,883,381,0.0464326160815402,0.047244094488188976,-0.020597636112362133,0.7789088717507389,False
PPP5C,L6 CT,883,381,0.6772366930917327,0.7611548556430446,-0.1662135296699416,0.40792859002188875,False
PTPRD,L6 CT,883,381,210.15062287655718,197.08136482939634,0.09262781254762477,0.0013406915254902756,False
RBFOX1,L6 CT,883,381,108.76443941109852,109.13123359580052,-0.004856673627326249,0.017055307036245384,False
RBM26,L6 CT,883,381,8.975084937712344,9.918635170603675,-0.1440632709564795,0.92329851570476,False
SEMA6D,L6 CT,883,381,1.291053227633069,1.099737532808399,0.22946148463324473,0.131740334919337,False
SLC40A1,L6 CT,883,381,0.004530011325028313,0.010498687664041995,-0.49649572320744106,0.2199056001515256,False
SLITRK1,L6 CT,883,381,0.9637599093997735,1.1076115485564304,-0.19878082381449513,0.399873614292249,False
STK3,L6 CT,883,381,0.8357870894677236,1.2808398950131235,-0.6099436283089267,9.000708664685646e-05,False
STK4,L6 CT,883,381,1.1325028312570782,1.4251968503937007,-0.32905088885522243,0.005243215360718364,False
TF,L6 CT,883,381,0.5968289920724802,0.926509186351706,-0.6260031322080356,0.013207926279083963,False
TFRC,L6 CT,883,381,0.8278595696489242,0.8818897637795275,-0.09015694651017506,0.38656855627665354,False
WWC1,L6 CT,883,381,0.8482446206115515,1.047244094488189,-0.3008476871805979,0.005152348210939226,False
WWTR1,L6 CT,883,381,0.48584371460928655,0.4330708661417323,0.16234800161776855,0.2586613865743338,False
YAP1,L6 CT,883,381,0.03737259343148358,0.06561679790026247,-0.674654102670979,0.11588610152081572,False
ACO1,L6b,826,310,0.7481840193704601,1.2580645161290323,-0.7420081947367342,8.374027096946507e-07,True
AR,L6b,826,310,0.10653753026634383,0.2903225806451613,-1.3657183106264916,0.0023992670829173037,False
ASH1L,L6b,826,310,7.646489104116223,9.912903225806451,-0.3740792900270232,2.566705035455665e-07,True
BCL11B,L6b,826,310,2.2711864406779663,7.5,-1.719028545241397,7.87637508612175e-26,True
CADPS2,L6b,826,310,10.631961259079903,11.819354838709678,-0.15260733599911755,0.9547590345825228,False
CELSR3,L6b,826,310,0.18523002421307505,0.2903225806451613,-0.6213380118202548,0.002419858483709401,False
CNTN6,L6b,826,310,2.0786924939467313,3.1580645161290324,-0.6010016070809989,0.006697357629681025,False
CNTNAP2,L6b,826,310,66.91525423728814,68.27741935483871,-0.029069099728049805,0.4240433459639209,False
COL27A1,L6b,826,310,0.04116222760290557,0.03870967741935484,0.07087065157729147,0.8004747031876076,False
ESR1,L6b,826,310,0.3474576271186441,0.3419354838709677,0.022461254495118214,0.6394452372033559,False
ESR2,L6b,826,310,0.48184019370460046,0.6258064516129033,-0.37039801744190776,0.003896356837477418,False
EXOC1,L6b,826,310,2.9515738498789346,3.3225806451612905,-0.17027572587149994,0.2996940653347786,False
FLT3,L6b,826,310,0.023002421307506054,0.041935483870967745,-0.6541486923419778,0.46925281887690007,False
FTH1,L6b,826,310,9.28450363196126,7.925806451612903,0.2280009809379419,0.001326819776761478,False
FTL,L6b,826,310,6.044794188861985,5.632258064516129,0.10180526833819302,0.004745121439026825,False
GXYLT1,L6b,826,310,0.9915254237288136,1.2129032258064516,-0.28811119657142215,0.05214860331907557,False
HAMP,L6b,826,310,0.009685230024213076,0.01935483870967742,-0.576484759156239,0.18859532299642257,False
HDC,L6b,826,310,0.0036319612590799033,0.0,0.4469931406607842,0.2887434071128109,False
IREB2,L6b,826,310,2.456416464891041,2.996774193548387,-0.28580010118896143,0.0011016500393467674,False
LATS1,L6b,826,310,1.9661016949152543,2.6838709677419357,-0.44702355622395007,1.2570152808894283e-07,True
LATS2,L6b,826,310,0.00847457627118644,0.00967741935483871,-0.09099975176092584,0.8472583653631061,False
LHX6,L6b,826,310,0.024213075060532687,0.035483870967741936,-0.4108072630974246,0.41689503522863613,False
MAOA,L6b,826,310,0.18765133171912832,0.15161290322580645,0.29041528774305625,0.044797440901730524,False
MEIS1,L6b,826,310,0.14769975786924938,0.21935483870967742,-0.540400899315685,0.017114617231549754,False
NDFIP2,L6b,826,310,14.998789346246973,17.490322580645163,-0.22157390570641522,0.04011118592385248,False
NEGR1,L6b,826,310,90.85956416464892,104.08387096774193,-0.19601606103744254,0.005912317480904414,False
NRXN1,L6b,826,310,198.51573849878935,248.56774193548387,-0.3243710585929891,0.001689878557608023,False
NTN4,L6b,826,310,0.09806295399515738,0.08387096774193549,0.20312108731100084,0.953025795263438,False
OPRD1,L6b,826,310,0.7699757869249395,0.9161290322580645,-0.2477838713753834,0.04458058083586416,False
PPP5C,L6b,826,310,1.3062953995157385,1.5419354838709678,-0.2375852927253316,0.009905896546317869,False
PTPRD,L6b,826,310,249.5677966101695,254.66451612903225,-0.029165012044855554,0.4444018644381199,False
RBFOX1,L6b,826,310,163.5677966101695,188.65806451612903,-0.20587330539525822,0.024565573489330073,False
RBM26,L6b,826,310,10.696125907990314,12.538709677419355,-0.2291025020201548,0.0013812834542632473,False
SEMA6D,L6b,826,310,0.20944309927360774,0.1967741935483871,0.08579076179778576,0.5669605835130911,False
SLC40A1,L6b,826,310,0.002421307506053269,0.0064516129032258064,-0.4054119873970118,0.30769243298103577,False
SLITRK1,L6b,826,310,2.4358353510895885,2.8645161290322583,-0.23299183810608726,0.1333381662987041,False
STK3,L6b,826,310,0.8256658595641646,0.9516129032258065,-0.2025300577614093,0.20954092665252422,False
STK4,L6b,826,310,2.069007263922518,3.032258064516129,-0.5492477383275243,7.853998801171764e-09,True
TF,L6b,826,310,0.6234866828087167,1.332258064516129,-1.0832758764987795,1.0875963732942609e-07,True
TFRC,L6b,826,310,1.0932203389830508,1.1483870967741936,-0.07039647775072903,0.5678103493511105,False
WWC1,L6b,826,310,1.1840193704600483,1.3419354838709678,-0.17920006447520406,0.10634651999795022,False
