residue_pos,predicted_class,color,max_prob,confidence
427,GOF,red,0.517105553654568,low
643,LOF,blue,0.4997770921035862,low
776,GOF,red,0.5041828533906946,low
649,neutral,gray,0.4867025983655997,low
652,LOF,blue,0.5086608522765489,low
992,LOF,blue,0.508066290581557,low
384,GOF,red,0.5050922906273065,low
263,GOF,red,0.5034866304077089,low
686,neutral,gray,0.4964426468194735,low
703,LOF,blue,0.5000249952315071,low
645,LOF,blue,0.49944595983857126,low
266,neutral,gray,0.49759327542420384,low
675,GOF,red,0.5014219586572671,low
579,neutral,gray,0.49908805174354487,low
1019,LOF,blue,0.5005353702248257,low
1021,LOF,blue,0.4999402326023094,low
946,LOF,blue,0.5003850366504875,low
1018,LOF,blue,0.5002536400096538,low
11,GOF,red,0.4997965343715183,low
1019,LOF,blue,0.5001950716369846,low
996,LOF,blue,0.5001792573831735,low
975,LOF,blue,0.500109563310428,low
1039,LOF,blue,0.5001135212968812,low
309,GOF,red,0.4999995764124612,low
910,LOF,blue,0.5000542717326178,low
253,GOF,red,0.5000199481673788,low
262,neutral,gray,0.49996211604732826,low
238,GOF,red,0.4999876027028538,low
249,GOF,red,0.5000012704024035,low
424,neutral,gray,0.49998116225991157,low
116,neutral,gray,0.49998249685748486,low
586,neutral,gray,0.4999863999217615,low
421,GOF,red,0.49999592703770707,low
247,GOF,red,0.5000015203290575,low
257,GOF,red,0.5000004107733494,low
247,GOF,red,0.5000001073053365,low
226,neutral,gray,0.4999999376141819,low
260,neutral,gray,0.5000002473260764,low
259,neutral,gray,0.5000016603225191,low
112,neutral,gray,0.5000050220608261,low
238,neutral,gray,0.5000052605756717,low
354,neutral,gray,0.5000087280677111,low
235,neutral,gray,0.5000237328099382,low
753,neutral,gray,0.5000240727319706,low
113,neutral,gray,0.5000416441508715,low
790,neutral,gray,0.5000456973198453,low
322,neutral,gray,0.5000464530143808,low
224,neutral,gray,0.500051047725678,low
859,neutral,gray,0.500065445364524,low
914,neutral,gray,0.5000752764525319,low
357,neutral,gray,0.5000780018850339,low
11,neutral,gray,0.5000800863608128,low
251,neutral,gray,0.5000822172962505,low
744,neutral,gray,0.5001007814997684,low
760,neutral,gray,0.5001409861144306,low
760,neutral,gray,0.500161749627392,low
975,neutral,gray,0.5001617507980569,low
993,neutral,gray,0.5001619156822398,low
292,neutral,gray,0.5001778373086136,low
995,neutral,gray,0.5002631691913432,low
732,neutral,gray,0.5002868133568253,low
925,neutral,gray,0.5003092184216146,low
344,neutral,gray,0.5003462297121631,low
250,neutral,gray,0.5003932064960396,low
716,neutral,gray,0.5005539537893503,low
807,neutral,gray,0.5009160571684556,low
281,neutral,gray,0.5011454309645531,low
250,neutral,gray,0.5014546734025089,low
753,neutral,gray,0.5016933504529101,low
899,neutral,gray,0.501762475057084,low
708,neutral,gray,0.5018093257862233,low
728,neutral,gray,0.5018125025590814,low
721,neutral,gray,0.5020224755060713,low
880,neutral,gray,0.5020851744339784,low
910,neutral,gray,0.5021503103519296,low
111,neutral,gray,0.5025726674386348,low
686,neutral,gray,0.5033426545044554,low
972,neutral,gray,0.5036580736572692,low
184,neutral,gray,0.5037140371467814,low
896,neutral,gray,0.5040441339662921,low
812,neutral,gray,0.5047892417604981,low
861,neutral,gray,0.5054213097841117,low
422,neutral,gray,0.5066078684040004,low
951,neutral,gray,0.5067602158653063,low
308,neutral,gray,0.507154514809058,low
841,neutral,gray,0.5075203864773687,low
854,neutral,gray,0.5080861649832429,low
868,neutral,gray,0.5090334402262884,low
754,neutral,gray,0.5100693266222139,low
89,neutral,gray,0.510769026930412,low
756,neutral,gray,0.5151181102621908,low
727,neutral,gray,0.5155285649247862,low
928,neutral,gray,0.516064084062052,low
912,neutral,gray,0.5204068321337209,low
613,neutral,gray,0.5232128887749079,low
1028,neutral,gray,0.5234075332179388,low
160,neutral,gray,0.5238843665420191,low
160,neutral,gray,0.5238856664692554,low
118,neutral,gray,0.5247598624755008,low
902,neutral,gray,0.5335020154970436,low
343,neutral,gray,0.5341227927567918,low
891,neutral,gray,0.5356552994490613,low
368,neutral,gray,0.5367020875729951,low
793,neutral,gray,0.5369583174633674,low
886,neutral,gray,0.5396845545217808,low
120,neutral,gray,0.5474686755390599,low
916,neutral,gray,0.5511874135403857,low
791,neutral,gray,0.5517182601912901,low
295,neutral,gray,0.55275398509566,low
53,neutral,gray,0.5560025555656315,low
778,neutral,gray,0.5571019715571583,low
936,neutral,gray,0.566732280287326,low
401,neutral,gray,0.5679819042609242,low
524,neutral,gray,0.5706364193360564,low
642,neutral,gray,0.5710804615529663,low
670,neutral,gray,0.5793988342483586,low
89,neutral,gray,0.5831260923963979,low
654,neutral,gray,0.5860000032175073,low
330,neutral,gray,0.5907710223098824,low
669,neutral,gray,0.5956446835079146,low
58,neutral,gray,0.5971096306156279,low
713,neutral,gray,0.5973473911054397,low
886,neutral,gray,0.6071202828080725,moderate
38,neutral,gray,0.6096721940334247,moderate
649,neutral,gray,0.6102881718504571,moderate
653,neutral,gray,0.6103984079047542,moderate
653,neutral,gray,0.6104446124208003,moderate
587,neutral,gray,0.6137807819088529,moderate
1000,neutral,gray,0.6232462968691446,moderate
963,neutral,gray,0.6319472026140034,moderate
924,neutral,gray,0.6355656987638206,moderate
777,neutral,gray,0.6414776533392654,moderate
645,neutral,gray,0.6418782971831185,moderate
671,neutral,gray,0.6462164422391167,moderate
1,neutral,gray,0.675850714722004,moderate
1,neutral,gray,0.6758534891630855,moderate
388,neutral,gray,0.6866935473875408,moderate
8,neutral,gray,0.6986826569173701,moderate
747,neutral,gray,0.7010967814665752,moderate
974,neutral,gray,0.7101411430262244,moderate
758,neutral,gray,0.7107772139989985,moderate
815,neutral,gray,0.7134778829596717,moderate
313,neutral,gray,0.7150354992647272,moderate
679,neutral,gray,0.715238736823721,moderate
756,neutral,gray,0.7195491317034082,moderate
738,neutral,gray,0.7520671092555027,moderate
412,neutral,gray,0.7711040767596842,moderate
735,neutral,gray,0.7745258766015489,moderate
596,neutral,gray,0.7763648963936773,moderate
783,neutral,gray,0.7883957938028787,moderate
842,neutral,gray,0.7992377694293384,moderate
390,neutral,gray,0.8052903600895718,high
703,neutral,gray,0.8305999609470799,high
368,neutral,gray,0.8358917062300159,high
564,neutral,gray,0.8440774706671244,high
703,neutral,gray,0.8514323715756658,high
918,neutral,gray,0.8558929598123406,high
634,neutral,gray,0.8559020413324943,high
792,neutral,gray,0.8576274554321353,high
468,neutral,gray,0.8623604044202469,high
1004,neutral,gray,0.8745936951548193,high
808,neutral,gray,0.8749109935359933,high
866,neutral,gray,0.876711468612208,high
643,neutral,gray,0.8796337955704104,high
869,neutral,gray,0.8904008719299904,high
948,neutral,gray,0.895151074564575,high
402,neutral,gray,0.8976807976249088,high
832,neutral,gray,0.9039087897157675,high
775,neutral,gray,0.9294353710172365,high
728,neutral,gray,0.9344950931713383,high
665,neutral,gray,0.9378792572991774,high
771,neutral,gray,0.9479188419046303,high
920,neutral,gray,0.9513312280752859,high
373,neutral,gray,0.95282549059358,high
893,neutral,gray,0.9528616448239722,high
487,neutral,gray,0.9539320961948845,high
902,neutral,gray,0.9553754431727126,high
419,neutral,gray,0.9585757997864097,high
86,neutral,gray,0.9593266498769626,high
198,neutral,gray,0.9612850334718692,high
752,neutral,gray,0.9615537900083728,high
468,neutral,gray,0.9627244523596776,high
716,neutral,gray,0.9644118490820934,high
950,neutral,gray,0.9671124190186684,high
41,neutral,gray,0.9711862247601749,high
442,neutral,gray,0.9719164471937555,high
635,neutral,gray,0.972872394407797,high
181,neutral,gray,0.9737774125934453,high
30,neutral,gray,0.9738311092572214,high
619,neutral,gray,0.9740905343104629,high
836,neutral,gray,0.9741904728990887,high
872,neutral,gray,0.9750747264587729,high
430,neutral,gray,0.9760012764541812,high
839,neutral,gray,0.9770135933470034,high
940,neutral,gray,0.9772580725536206,high
727,neutral,gray,0.9792505231973412,high
733,neutral,gray,0.982490241150103,high
971,neutral,gray,0.9829169612538202,high
587,neutral,gray,0.9829196301932823,high
420,neutral,gray,0.9830970600146086,high
843,neutral,gray,0.9846078406326996,high
616,neutral,gray,0.9851593377191661,high
30,neutral,gray,0.985396883371901,high
706,neutral,gray,0.9855318754672335,high
137,neutral,gray,0.9859072584006638,high
318,neutral,gray,0.985971416069995,high
464,neutral,gray,0.9868972291369975,high
705,neutral,gray,0.9870209634835301,high
649,neutral,gray,0.9871549158253656,high
90,neutral,gray,0.987850091641503,high
834,neutral,gray,0.9882195417925048,high
466,neutral,gray,0.988653144104821,high
897,neutral,gray,0.9892405534091646,high
860,neutral,gray,0.9894025139691727,high
720,neutral,gray,0.9896862806243295,high
420,neutral,gray,0.9900590177813725,high
153,neutral,gray,0.990652683373451,high
543,neutral,gray,0.9910902132799538,high
494,neutral,gray,0.9913374050457361,high
408,neutral,gray,0.9914630506908496,high
640,neutral,gray,0.9939479407044234,high
433,neutral,gray,0.9939497172376904,high
504,neutral,gray,0.9940274520107752,high
377,neutral,gray,0.9946024165846383,high
25,neutral,gray,0.9949169208595283,high
1,neutral,gray,0.9949765784711477,high
11,neutral,gray,0.995039671015505,high
28,neutral,gray,0.9950945225502097,high
18,neutral,gray,0.9950951470582976,high
17,neutral,gray,0.995124133865633,high
13,neutral,gray,0.9951255408879945,high
288,neutral,gray,0.9951420700948539,high
3,neutral,gray,0.9951551478326873,high
24,neutral,gray,0.9952025645192502,high
1,neutral,gray,0.9952230570933142,high
478,neutral,gray,0.9952246314584545,high
207,neutral,gray,0.9957543551555561,high
21,neutral,gray,0.9957635176836954,high
15,neutral,gray,0.9957737199610691,high
362,neutral,gray,0.9959204850169168,high
352,neutral,gray,0.9960812290527014,high
347,neutral,gray,0.9960860624585909,high
346,neutral,gray,0.9961898257351951,high
159,neutral,gray,0.9964969237156798,high
276,neutral,gray,0.9968849633723379,high
571,neutral,gray,0.9969581695829628,high
475,neutral,gray,0.9970285768460254,high
352,neutral,gray,0.9972098801055391,high
363,neutral,gray,0.997262110995601,high
412,neutral,gray,0.9973559237828251,high
16,neutral,gray,0.9974507006782503,high
392,neutral,gray,0.9974682011194667,high
494,neutral,gray,0.9976634727924532,high
604,neutral,gray,0.9977426809830863,high
883,neutral,gray,0.9977886867971992,high
50,neutral,gray,0.9977924724586833,high
528,neutral,gray,0.9978543057114069,high
72,neutral,gray,0.9981234887014503,high
710,neutral,gray,0.9982926043406366,high
9,neutral,gray,0.9983008320833637,high
537,neutral,gray,0.9986096193484981,high
574,neutral,gray,0.9986107544623395,high
345,neutral,gray,0.9986116663549383,high
591,neutral,gray,0.9986550212285206,high
673,neutral,gray,0.9986802862816686,high
186,neutral,gray,0.9987270652686686,high
858,neutral,gray,0.9987492506671427,high
435,neutral,gray,0.9988209087053306,high
67,neutral,gray,0.9988376599893971,high
924,neutral,gray,0.9990832335544448,high
419,neutral,gray,0.9991122648872067,high
674,neutral,gray,0.9991249276172129,high
537,neutral,gray,0.9991765061459913,high
217,neutral,gray,0.999191552733306,high
445,neutral,gray,0.9993332157470619,high
67,neutral,gray,0.9993451836945046,high
429,neutral,gray,0.9993455831872458,high
126,neutral,gray,0.999359787341275,high
288,neutral,gray,0.9993698453631101,high
529,neutral,gray,0.9993758963164501,high
52,neutral,gray,0.9994351604103138,high
298,neutral,gray,0.9994845490115669,high
317,neutral,gray,0.9995097737953373,high
501,neutral,gray,0.9995376350380348,high
552,neutral,gray,0.9995550641670161,high
54,neutral,gray,0.9995608276782515,high
302,neutral,gray,0.9995675569948982,high
277,neutral,gray,0.9995858562120288,high
692,neutral,gray,0.9995883522661113,high
5,neutral,gray,0.9996278107743668,high
389,neutral,gray,0.9996290369035741,high
48,neutral,gray,0.9996334624782548,high
44,neutral,gray,0.9996684288715916,high
39,neutral,gray,0.9996710069165626,high
87,neutral,gray,0.9996797655003562,high
506,neutral,gray,0.9996806697986389,high
506,neutral,gray,0.9996806697986389,high
371,neutral,gray,0.9996902535523613,high
291,neutral,gray,0.9996942409640012,high
422,neutral,gray,0.9996971779893261,high
131,neutral,gray,0.9997181673558728,high
522,neutral,gray,0.9997327480138676,high
428,neutral,gray,0.9997781595300406,high
395,neutral,gray,0.9997815032848671,high
436,neutral,gray,0.9997895271417556,high
107,neutral,gray,0.9997954383202896,high
543,neutral,gray,0.9997962098963062,high
708,neutral,gray,0.9998063842679078,high
554,neutral,gray,0.9998158186866616,high
399,neutral,gray,0.9998181392381169,high
92,neutral,gray,0.9998305334490672,high
526,neutral,gray,0.9998379553509127,high
537,neutral,gray,0.9998383164300875,high
126,neutral,gray,0.9998438843221981,high
178,neutral,gray,0.9998494816995971,high
194,neutral,gray,0.9998500525681433,high
106,neutral,gray,0.9998560659579623,high
65,neutral,gray,0.9998739506911497,high
504,neutral,gray,0.9998740513915123,high
528,neutral,gray,0.9998866611133073,high
80,neutral,gray,0.9998928896678434,high
218,neutral,gray,0.9999005610433721,high
159,neutral,gray,0.9999006187665309,high
167,neutral,gray,0.9999028930975492,high
528,neutral,gray,0.9999070930081446,high
340,neutral,gray,0.9999135493268927,high
126,neutral,gray,0.999915038334545,high
559,neutral,gray,0.9999201334973469,high
799,neutral,gray,0.999920708393608,high
666,neutral,gray,0.9999215695598749,high
7,neutral,gray,0.9999265272279863,high
48,neutral,gray,0.9999269614505555,high
207,neutral,gray,0.9999284425881794,high
504,neutral,gray,0.9999292100141366,high
531,neutral,gray,0.9999299554022049,high
525,neutral,gray,0.9999329410536656,high
136,neutral,gray,0.9999334328548217,high
534,neutral,gray,0.9999351452496217,high
543,neutral,gray,0.9999357616413471,high
80,neutral,gray,0.9999372624669796,high
824,neutral,gray,0.9999411182028914,high
527,neutral,gray,0.9999457080186382,high
359,neutral,gray,0.9999486369534237,high
291,neutral,gray,0.9999525076746807,high
197,neutral,gray,0.9999543565705236,high
658,neutral,gray,0.9999555420274777,high
504,neutral,gray,0.9999560319906644,high
87,neutral,gray,0.9999585578430408,high
172,neutral,gray,0.9999602344140223,high
842,neutral,gray,0.9999636122795366,high
56,neutral,gray,0.9999698027812065,high
667,neutral,gray,0.9999715648837828,high
110,neutral,gray,0.9999721270724922,high
620,neutral,gray,0.999972963739337,high
570,neutral,gray,0.9999742176178494,high
346,neutral,gray,0.9999784622505927,high
836,neutral,gray,0.9999785665221907,high
839,neutral,gray,0.9999795042247062,high
597,neutral,gray,0.9999801465623231,high
730,neutral,gray,0.999980340267653,high
37,neutral,gray,0.9999804832409194,high
290,neutral,gray,0.9999834335223703,high
203,neutral,gray,0.9999834766683466,high
471,neutral,gray,0.999983531581283,high
139,neutral,gray,0.9999836108499864,high
152,neutral,gray,0.9999836887732854,high
86,neutral,gray,0.999983976981337,high
103,neutral,gray,0.9999846407371823,high
398,neutral,gray,0.9999847146346657,high
211,neutral,gray,0.9999854007910205,high
481,neutral,gray,0.9999860368320305,high
863,neutral,gray,0.9999877012318634,high
33,neutral,gray,0.9999882983776714,high
177,neutral,gray,0.9999892186394608,high
398,neutral,gray,0.9999899271810015,high
577,neutral,gray,0.9999902843986643,high
464,neutral,gray,0.9999903485172456,high
462,neutral,gray,0.9999906437587944,high
390,neutral,gray,0.999991011780351,high
454,neutral,gray,0.9999916307398425,high
616,neutral,gray,0.9999929866501234,high
443,neutral,gray,0.9999931397617232,high
320,neutral,gray,0.9999933098485337,high
740,neutral,gray,0.9999933115312414,high
628,neutral,gray,0.999993331948086,high
92,neutral,gray,0.9999933634172934,high
414,neutral,gray,0.9999933843453708,high
104,neutral,gray,0.9999935559791417,high
173,neutral,gray,0.999994283295653,high
461,neutral,gray,0.9999943658409041,high
95,neutral,gray,0.9999944385982936,high
471,neutral,gray,0.9999946764800097,high
705,neutral,gray,0.9999946872866103,high
773,neutral,gray,0.9999947847113286,high
284,neutral,gray,0.9999948905690681,high
52,neutral,gray,0.9999951663206068,high
280,neutral,gray,0.999995906611116,high
169,neutral,gray,0.9999961698738443,high
870,neutral,gray,0.9999964969714532,high
152,neutral,gray,0.9999965496452692,high
197,neutral,gray,0.9999970613468275,high
273,neutral,gray,0.999997105646451,high
832,neutral,gray,0.9999972083196058,high
181,neutral,gray,0.9999973837253946,high
300,neutral,gray,0.9999975430852411,high
155,neutral,gray,0.9999978997462066,high
320,neutral,gray,0.9999979902339052,high
508,neutral,gray,0.999998110020827,high
135,neutral,gray,0.9999982836395496,high
209,neutral,gray,0.9999983804488642,high
220,neutral,gray,0.9999994831793108,high
177,neutral,gray,0.9999996651047174,high
42,neutral,gray,0.9999998090262686,high
74,neutral,gray,0.9999998091509799,high
125,neutral,gray,0.9999998142255584,high
143,neutral,gray,0.9999998386636203,high
358,neutral,gray,0.9999998393057079,high
154,neutral,gray,0.9999998656622737,high
726,neutral,gray,0.9999998751218553,high
476,neutral,gray,0.9999998764528005,high
193,neutral,gray,0.9999998947004216,high
358,neutral,gray,0.9999999173357665,high
97,neutral,gray,0.9999999314981438,high
474,neutral,gray,0.9999999386662362,high
101,neutral,gray,0.9999999388675531,high
180,neutral,gray,0.9999999460842408,high
132,neutral,gray,0.9999999561016579,high
164,neutral,gray,0.9999999592303148,high
