ModelID,OncotreeLineage,CDKN2A_status,RB1_status,MTAP_co_deleted,CCNE1_amplified,CDK2_response_score,CDK2_predicted_responder
ACH-002650,Lung,deleted,intact,True,False,2.9974754064224722,True
ACH-001680,Lymphoid,intact,intact,False,False,2.9726577188509617,True
ACH-000274,Skin,unknown,intact,False,False,2.9613161453928507,True
ACH-000192,Uterus,intact,lost,False,True,2.9478841005716356,True
ACH-000150,Lung,deleted,intact,True,False,2.921879306349127,True
ACH-001421,Eye,intact,lost,False,False,2.9109487745225957,True
ACH-000657,Ovary/Fallopian Tube,intact,intact,False,False,2.9087564817994846,True
ACH-002785,Soft Tissue,intact,lost,False,False,2.9075674931537216,True
ACH-001630,Ovary/Fallopian Tube,unknown,intact,False,False,2.901660341362324,True
ACH-001569,Skin,unknown,intact,False,False,2.8915595946479824,True
ACH-000624,Breast,deleted,intact,True,True,2.8710913014128376,True
ACH-001164,Soft Tissue,intact,intact,False,False,2.854274761551873,True
ACH-000887,CNS/Brain,deleted,intact,True,False,2.826430822853572,True
ACH-000111,Breast,intact,intact,False,False,2.820092421764886,True
ACH-003012,Lung,deleted,intact,True,True,2.819651206108036,True
ACH-000116,Ovary/Fallopian Tube,intact,intact,False,False,2.8196469468681675,True
ACH-001378,Pancreas,unknown,intact,False,False,2.8188622349382264,True
ACH-001390,Breast,unknown,intact,False,False,2.811021595229537,True
ACH-000578,Lung,unknown,intact,False,False,2.8106052642074646,True
ACH-000013,Ovary/Fallopian Tube,intact,intact,False,True,2.8070540123133503,True
ACH-000959,Bowel,intact,intact,False,False,2.7926211969161026,True
ACH-000982,Bowel,intact,intact,False,False,2.7896009024983424,True
ACH-000757,Lung,unknown,intact,False,False,2.7791184942510796,True
ACH-002497,Lung,intact,lost,False,False,2.777577216437492,True
ACH-000242,Bladder/Urinary Tract,unknown,intact,False,False,2.7695548920184425,True
ACH-000626,Lymphoid,unknown,lost,False,False,2.7638497385310603,True
ACH-000574,Ovary/Fallopian Tube,intact,intact,False,True,2.762390450831229,True
ACH-002034,Lung,intact,intact,False,False,2.760244916752687,True
ACH-000215,CNS/Brain,deleted,lost,True,False,2.7521910160947476,True
ACH-000323,CNS/Brain,deleted,lost,True,False,2.7473391131386107,True
ACH-000861,Lung,deleted,intact,False,True,2.7408629154726807,True
ACH-000961,Uterus,intact,lost,False,False,2.7360256532932756,True
ACH-000430,Ovary/Fallopian Tube,unknown,intact,False,False,2.7298592073165966,True
ACH-000478,Liver,deleted,intact,True,False,2.700717384315591,True
ACH-000420,Liver,deleted,intact,True,False,2.6970966385083788,True
ACH-001632,Ovary/Fallopian Tube,unknown,intact,False,False,2.6951243985069007,True
ACH-000581,Esophagus/Stomach,deleted,intact,True,False,2.6881646177030927,True
ACH-003187,Soft Tissue,intact,lost,False,False,2.683633247470034,True
ACH-000389,CNS/Brain,deleted,intact,True,False,2.630560430326913,True
ACH-000098,CNS/Brain,deleted,intact,True,False,2.6252033036553963,True
ACH-000350,Bowel,deleted,intact,True,False,2.618299658500349,True
ACH-000675,Lung,unknown,intact,False,False,2.6134728591584406,True
ACH-000356,Esophagus/Stomach,deleted,intact,True,False,2.6106153966741994,True
ACH-000837,Lung,deleted,intact,True,False,2.5920495260129317,True
ACH-002795,Soft Tissue,intact,intact,False,False,2.5871152816758567,True
ACH-000791,Lung,deleted,intact,True,False,2.585967818113399,True
ACH-002461,Skin,unknown,intact,False,False,2.567684733141162,True
ACH-000164,Pancreas,deleted,intact,True,False,2.56439303586326,True
ACH-001849,Biliary Tract,unknown,intact,False,False,2.5622040480730344,True
ACH-000278,Ovary/Fallopian Tube,intact,intact,False,False,2.5563062278299142,True
ACH-000881,Skin,deleted,intact,True,False,2.552139550643088,True
ACH-000984,Uterus,unknown,lost,False,False,2.5508292359175924,True
ACH-000755,Breast,unknown,intact,False,False,2.543999557900561,True
ACH-000142,Bladder/Urinary Tract,deleted,intact,True,False,2.5334670225032587,True
ACH-002647,Biliary Tract,deleted,intact,True,False,2.530755865519514,True
ACH-002027,Uterus,intact,intact,False,False,2.529381989524484,True
ACH-002291,Testis,intact,intact,False,False,2.5293464732913993,True
ACH-001502,Testis,intact,intact,False,False,2.5277917658319904,True
ACH-000075,CNS/Brain,deleted,intact,True,False,2.524585436359211,True
ACH-000243,Pancreas,deleted,intact,True,False,2.522591549229797,True
ACH-000118,Pancreas,deleted,intact,True,False,2.5134724232579413,True
ACH-000001,Ovary/Fallopian Tube,intact,intact,False,True,2.5080953442566667,True
ACH-001591,Lung,deleted,lost,True,False,2.492898968092635,True
ACH-000635,Ovary/Fallopian Tube,intact,intact,False,False,2.4746228713620706,True
ACH-001989,Skin,intact,lost,False,False,2.4680186118717997,True
ACH-000688,Ovary/Fallopian Tube,intact,lost,False,False,2.4678624793356936,True
ACH-000324,Ovary/Fallopian Tube,deleted,intact,False,False,2.4671792252027016,True
ACH-001061,Bowel,intact,intact,False,False,2.4626780001378847,True
ACH-000066,Lung,unknown,intact,False,False,2.4622658268000293,True
ACH-000681,Lung,deleted,intact,True,False,2.4608168897387337,True
ACH-000867,Lung,intact,intact,False,False,2.4436842330914876,True
ACH-003191,Bone,intact,lost,False,False,2.436908152801304,True
ACH-000678,Esophagus/Stomach,intact,intact,False,True,2.4324128614883476,True
ACH-000621,Breast,intact,intact,False,True,2.4197819927054236,True
ACH-001550,Skin,unknown,lost,False,False,2.4052534788857827,True
ACH-000766,Lung,deleted,intact,True,False,2.400905731073652,True
ACH-002526,Lung,deleted,intact,True,False,2.3996631032222684,True
ACH-001668,Testis,intact,intact,False,False,2.398801444392857,True
ACH-000379,Lung,unknown,intact,False,False,2.3976443470936255,True
ACH-002403,Skin,unknown,lost,False,False,2.393133170260363,True
ACH-000452,Esophagus/Stomach,deleted,intact,True,False,2.3866272533647526,True
ACH-000596,Lung,deleted,intact,True,False,2.3849945739997818,True
ACH-000239,Esophagus/Stomach,unknown,intact,False,False,2.3830156990006093,True
ACH-001341,Cervix,unknown,intact,False,False,2.380488157880774,True
ACH-000892,Lung,unknown,intact,False,False,2.3796281424329373,True
ACH-000417,Pancreas,deleted,intact,False,False,2.3787713394577485,True
ACH-000736,Esophagus/Stomach,intact,intact,False,False,2.372282344815054,True
ACH-000144,Esophagus/Stomach,intact,lost,False,False,2.3718020589002577,True
ACH-000252,Bowel,unknown,intact,False,False,2.3701726149518714,True
ACH-000601,Pancreas,deleted,intact,True,False,2.369383810747103,True
ACH-000293,Uterus,intact,intact,False,True,2.3628945179628786,True
ACH-000093,Pancreas,deleted,intact,False,False,2.3587751840954203,True
ACH-000327,Lung,unknown,intact,False,False,2.347214399755427,True
ACH-000304,Skin,deleted,intact,False,False,2.3447146515256394,True
ACH-000997,Bowel,intact,intact,False,False,2.3258853060623803,True
ACH-000573,Breast,intact,intact,False,False,2.321206372258876,True
ACH-002215,Lymphoid,deleted,lost,False,False,2.3208317168492525,True
ACH-000696,Ovary/Fallopian Tube,intact,intact,False,False,2.31350847315826,True
ACH-000121,Lung,unknown,intact,False,False,2.292714350344225,True
ACH-001412,Bladder/Urinary Tract,unknown,intact,False,False,2.288195744463656,True
ACH-000627,Lung,deleted,intact,False,False,2.283818363572494,True
ACH-000354,Pancreas,deleted,intact,True,False,2.2622870538027327,True
ACH-000228,Head and Neck,deleted,intact,True,False,2.257731202241673,True
ACH-000759,Breast,intact,intact,False,False,2.240935204975137,True
ACH-003455,Skin,unknown,intact,False,False,2.2369565824147735,True
ACH-000849,Breast,intact,lost,False,False,2.232272273067653,True
ACH-002075,Lung,intact,lost,False,True,2.2311256232810006,True
ACH-000595,CNS/Brain,deleted,intact,False,False,2.218603925588761,True
ACH-000173,Uterus,unknown,intact,False,False,2.21394801590377,True
ACH-002067,Bone,intact,intact,False,True,2.2125679728258314,True
ACH-000558,CNS/Brain,unknown,intact,False,False,2.206994507094663,True
ACH-000896,Bladder/Urinary Tract,intact,lost,False,False,2.2062744662077676,True
ACH-000719,Ovary/Fallopian Tube,deleted,intact,True,False,2.2059130855797333,True
ACH-001193,Bone,intact,lost,False,False,2.202308745980888,True
ACH-000802,Bladder/Urinary Tract,deleted,intact,True,False,2.201619137298803,True
ACH-000028,Breast,unknown,intact,False,False,2.2004730075215537,True
ACH-000326,Myeloid,deleted,intact,True,False,2.191917748189934,True
ACH-000381,Bowel,intact,intact,False,False,2.1917768523620595,True
ACH-000414,Lung,unknown,intact,False,False,2.1885501950044484,True
ACH-000919,Esophagus/Stomach,intact,intact,False,False,2.1847774015875996,True
ACH-000209,Biliary Tract,unknown,intact,False,False,2.1821009521533794,True
ACH-000693,Esophagus/Stomach,deleted,intact,False,False,2.1819545919637537,True
ACH-001976,Skin,intact,lost,False,False,2.1813956913556902,True
ACH-001211,Soft Tissue,intact,intact,False,False,2.1712833721004996,True
ACH-000234,Kidney,deleted,intact,False,False,2.171132364502583,True
ACH-000461,Biliary Tract,deleted,intact,False,False,2.1632568386704962,True
ACH-000901,Lung,deleted,intact,True,False,2.152862912095537,True
ACH-000966,Ovary/Fallopian Tube,intact,intact,False,False,2.1516378619830676,True
ACH-000816,Lung,intact,lost,False,False,2.147870089829329,True
ACH-000415,Head and Neck,deleted,intact,False,False,2.133596024652938,True
ACH-000894,Lung,deleted,intact,False,False,2.1312897263981014,True
ACH-000460,Ovary/Fallopian Tube,intact,intact,False,True,2.1277995160557133,True
ACH-000737,Lung,unknown,intact,False,False,2.124490386569779,True
ACH-000943,Bowel,intact,intact,False,False,2.120916716598378,True
ACH-001662,Breast,intact,intact,False,True,2.114342473511542,True
ACH-000580,Skin,deleted,intact,True,False,2.112431654826461,True
ACH-000073,Lymphoid,unknown,intact,False,False,2.109896598336581,True
ACH-001848,Biliary Tract,deleted,intact,True,False,2.1081297446062885,True
ACH-000153,Pleura,deleted,intact,True,False,2.0966228738319357,True
ACH-001430,Bone,deleted,intact,True,False,2.0895450639281723,True
ACH-001398,Kidney,deleted,intact,True,False,2.069705160734621,True
ACH-000236,Bowel,unknown,intact,False,False,2.0678082560483153,True
ACH-000893,Lung,unknown,intact,False,False,2.0653740339670783,True
ACH-001376,Pancreas,unknown,intact,False,False,2.064726227120106,True
ACH-000110,Esophagus/Stomach,unknown,intact,False,False,2.0646273222860874,True
ACH-000210,Bone,deleted,intact,True,False,2.060766459847639,True
ACH-001280,Soft Tissue,intact,intact,False,False,2.0591831033054717,True
ACH-000813,Lung,unknown,lost,False,False,2.056717091857761,True
ACH-000496,Lung,intact,intact,False,False,2.056077753172299,True
ACH-000717,Esophagus/Stomach,unknown,intact,False,False,2.0548391773963,True
ACH-000930,Breast,intact,intact,False,True,2.052159752201227,True
ACH-000669,Lung,deleted,intact,True,False,2.040971241482969,True
ACH-000361,Liver,deleted,intact,True,False,2.038734651737741,True
ACH-000227,Peripheral Nervous System,intact,intact,False,False,2.0295973771408127,True
ACH-000449,Uterus,unknown,intact,False,False,2.011800487133744,True
ACH-000739,Liver,intact,intact,False,False,2.0036216009513717,True
ACH-001345,Bowel,unknown,intact,False,False,2.0010706694563445,True
ACH-002446,Esophagus/Stomach,deleted,intact,True,False,1.9935904150948003,True
ACH-002690,Bone,intact,intact,False,True,1.9934410247368062,True
ACH-000345,Peripheral Nervous System,intact,intact,False,False,1.9801770104682448,True
ACH-000481,Lung,deleted,intact,True,False,1.976973296552928,True
ACH-000958,Bowel,intact,intact,False,False,1.9749051240556985,True
ACH-000527,Ovary/Fallopian Tube,intact,intact,False,False,1.9732890470464646,True
ACH-000744,Lung,unknown,intact,False,False,1.9726076404362507,True
ACH-000655,CNS/Brain,deleted,intact,True,False,1.9691837268332408,True
ACH-001796,Soft Tissue,unknown,intact,False,False,1.9667994343357216,True
ACH-000344,Esophagus/Stomach,deleted,intact,True,False,1.9570421420868254,True
ACH-000866,Lung,intact,lost,False,False,1.9568509309303608,True
ACH-000768,Breast,deleted,intact,True,False,1.9548596554133333,True
ACH-000971,Bowel,intact,intact,False,False,1.952078687052071,True
ACH-000799,Skin,deleted,intact,True,False,1.943379692204031,True
ACH-000444,Lung,deleted,intact,True,False,1.938452546978466,True
ACH-000993,Uterus,unknown,intact,False,False,1.9345182976697168,True
ACH-000823,Esophagus/Stomach,unknown,intact,False,False,1.9315130412659227,True
ACH-002074,Lung,intact,lost,False,True,1.9228622080577962,True
ACH-001624,CNS/Brain,deleted,intact,True,False,1.9074771813345959,True
ACH-003121,Lung,intact,lost,False,False,1.9003616981413627,True
ACH-000265,Pancreas,deleted,intact,True,False,1.9002446748125252,True
ACH-000269,CNS/Brain,unknown,intact,False,False,1.8991059325344728,True
ACH-000307,Pancreas,deleted,intact,False,False,1.8988128141050518,True
ACH-000828,Breast,unknown,intact,False,False,1.883580794033901,True
ACH-000409,Ovary/Fallopian Tube,intact,intact,False,False,1.8782181670041416,True
ACH-000174,Thyroid,deleted,intact,True,False,1.8777485210069862,True
ACH-000439,Myeloid,intact,intact,False,False,1.8637880938968028,True
ACH-001415,Bladder/Urinary Tract,unknown,lost,False,False,1.8575936778702151,True
ACH-001495,Uterus,unknown,intact,False,False,1.8569637915534214,True
ACH-000250,Kidney,deleted,intact,False,False,1.8560973145258894,True
ACH-000584,Ovary/Fallopian Tube,unknown,intact,False,False,1.8552600624685232,True
ACH-001676,Head and Neck,intact,intact,False,False,1.8461322553968365,True
ACH-000337,Lung,deleted,intact,True,False,1.838989328052547,True
ACH-001001,Bone,deleted,intact,True,False,1.8384936143931807,True
ACH-000972,Uterus,unknown,intact,False,False,1.8380791667430223,True
ACH-001075,Lung,deleted,intact,True,False,1.8369875135892784,True
ACH-000009,Bowel,intact,intact,False,False,1.8318056319493492,True
ACH-000631,CNS/Brain,unknown,intact,False,False,1.8264119397028806,True
ACH-000097,Breast,intact,intact,False,False,1.8128790202830414,True
ACH-000499,Bone,intact,intact,False,True,1.8108435712494306,True
ACH-000763,Lymphoid,deleted,intact,False,False,1.79677560610758,True
ACH-000891,Lung,unknown,intact,False,False,1.7905715831822906,True
ACH-000593,Bladder/Urinary Tract,deleted,intact,True,False,1.789843609496449,True
ACH-001033,CNS/Brain,unknown,intact,False,False,1.7894854356897443,True
ACH-000331,Pleura,deleted,intact,True,False,1.7888708221492315,True
ACH-000172,Soft Tissue,intact,intact,False,False,1.7823578048613689,True
ACH-000619,Head and Neck,unknown,intact,False,False,1.7821541761988682,True
ACH-000890,Lung,deleted,intact,False,False,1.7797118086354582,True
ACH-000957,Bowel,intact,intact,False,False,1.773937496129009,True
ACH-001407,Bladder/Urinary Tract,unknown,lost,False,False,1.7723029474900267,True
ACH-001551,Skin,unknown,lost,False,False,1.7697344035837577,True
ACH-001409,Bladder/Urinary Tract,unknown,intact,False,False,1.7695374372410322,True
ACH-000217,Liver,intact,intact,False,False,1.7601660643509152,True
ACH-000733,Lung,unknown,intact,False,False,1.7556098528413826,True
ACH-000459,Kidney,unknown,intact,False,False,1.7495968607104742,True
ACH-001109,Kidney,unknown,intact,False,False,1.7467464755840347,True
ACH-000433,Kidney,deleted,intact,False,False,1.7463077249766563,True
ACH-001844,Biliary Tract,unknown,intact,False,False,1.7430207714990222,True
ACH-000600,Kidney,unknown,intact,False,False,1.7387080766213119,True
ACH-000244,CNS/Brain,deleted,intact,True,False,1.7371777898441243,True
ACH-001983,Skin,deleted,intact,True,False,1.7295946360319445,True
ACH-001302,Peripheral Nervous System,intact,intact,False,False,1.726645511046267,True
ACH-000591,CNS/Brain,unknown,intact,False,False,1.7229266566017465,True
ACH-002485,Lymphoid,deleted,intact,True,False,1.7223573583020446,True
ACH-000805,Skin,deleted,intact,False,False,1.7147490388161706,True
ACH-000775,Lung,unknown,intact,False,False,1.7145650959300132,True
ACH-000503,Head and Neck,deleted,intact,True,False,1.712589290031387,True
ACH-000731,Lung,unknown,intact,False,False,1.7125317105011355,True
ACH-000384,Bladder/Urinary Tract,unknown,intact,False,False,1.7091441726761603,True
ACH-002847,Skin,deleted,intact,True,False,1.706305686308814,True
ACH-000488,Esophagus/Stomach,deleted,intact,False,False,1.7039636713384252,True
ACH-000975,Lung,intact,intact,False,True,1.6957720048798517,True
ACH-000522,Bladder/Urinary Tract,deleted,intact,True,False,1.6840846077067977,True
ACH-001526,Bone,intact,lost,False,False,1.676703540990068,True
ACH-000280,Ovary/Fallopian Tube,deleted,intact,True,False,1.6764955719903678,True
ACH-000555,Kidney,unknown,intact,False,False,1.6752755763213896,True
ACH-000831,Uterus,deleted,intact,True,False,1.6706641509304596,True
ACH-000322,Skin,deleted,intact,True,False,1.6705339109512656,True
ACH-000554,Breast,intact,intact,False,False,1.6663543054814902,True
ACH-000473,Bladder/Urinary Tract,deleted,intact,True,False,1.6647450211110302,True
ACH-000465,Skin,unknown,intact,False,False,1.6600585054128176,True
ACH-000785,Lung,deleted,intact,True,False,1.6479582530179253,True
ACH-002004,Skin,deleted,intact,False,False,1.6464842353879958,True
ACH-000195,Myeloid,deleted,intact,True,False,1.6427892553453474,True
ACH-000899,Skin,deleted,intact,True,False,1.6384748136589447,True
ACH-000553,Lung,unknown,intact,False,False,1.6376720818436405,True
ACH-000158,Lymphoid,unknown,intact,False,False,1.6361385813345475,True
ACH-001321,Thyroid,unknown,intact,False,False,1.6351728912012418,True
ACH-002535,Bowel,intact,intact,False,False,1.6219469805904712,True
ACH-001853,Liver,unknown,lost,False,False,1.6192120520809128,True
ACH-002528,Kidney,deleted,intact,True,False,1.6182211736301677,True
ACH-002533,Kidney,deleted,intact,False,False,1.6161817028562038,True
ACH-000376,CNS/Brain,deleted,intact,True,False,1.6130795160444396,True
ACH-000477,Skin,deleted,intact,True,False,1.6107869729681898,True
ACH-000311,Lung,deleted,intact,False,False,1.609940508599966,True
ACH-000811,Ovary/Fallopian Tube,deleted,intact,False,False,1.608172563903873,True
ACH-000886,Lung,unknown,intact,False,False,1.6050526330218953,True
ACH-001855,Biliary Tract,unknown,intact,False,False,1.5988890159376574,True
ACH-000349,Breast,deleted,intact,True,False,1.5988287823705325,True
ACH-000536,Breast,deleted,intact,False,False,1.5943758489662547,True
ACH-000530,Lung,intact,intact,False,False,1.5907397640696395,True
ACH-000640,Skin,unknown,intact,False,False,1.5853190050445023,True
ACH-000026,Bladder/Urinary Tract,unknown,intact,False,False,1.585204470720563,True
ACH-001329,CNS/Brain,unknown,intact,False,False,1.579682002718148,True
ACH-000535,Pancreas,deleted,intact,True,False,1.5791976676269215,True
ACH-000711,Breast,intact,intact,False,False,1.5777041005119516,True
ACH-000282,Lung,unknown,intact,False,False,1.5732910144749073,True
ACH-000705,Lung,deleted,intact,True,False,1.5712299449934464,True
ACH-000441,Skin,deleted,intact,True,False,1.570469440372058,True
ACH-000305,Esophagus/Stomach,unknown,intact,False,False,1.5644814615424179,True
ACH-000504,CNS/Brain,intact,intact,False,False,1.5644397918594786,True
ACH-000834,Bladder/Urinary Tract,deleted,intact,False,False,1.5604889852750274,True
ACH-001340,Ovary/Fallopian Tube,unknown,intact,False,False,1.5574008560652435,True
ACH-000333,Ovary/Fallopian Tube,unknown,intact,False,False,1.557247173970885,True
ACH-000092,Pleura,deleted,intact,True,False,1.5517237023289943,True
ACH-003105,Skin,deleted,intact,True,False,1.5490774126162874,True
ACH-000990,Uterus,unknown,intact,False,False,1.5473807777185749,True
ACH-000310,Peripheral Nervous System,intact,intact,False,False,1.5440608430925944,True
ACH-000569,Pleura,unknown,intact,False,False,1.5421672305422298,True
ACH-001022,Bone,unknown,intact,False,False,1.5383317510497245,True
ACH-001377,Pancreas,unknown,intact,False,False,1.5351322398394616,True
ACH-000900,Lung,intact,intact,False,False,1.5343481792190823,True
ACH-000276,Breast,deleted,intact,True,False,1.5294288434656067,True
ACH-001845,Biliary Tract,unknown,intact,False,False,1.5293705877851824,True
ACH-000605,Esophagus/Stomach,deleted,intact,True,True,1.528558588625184,True
ACH-000320,Pancreas,deleted,intact,True,False,1.5282118781168987,True
ACH-001820,Breast,unknown,intact,False,False,1.5259287504676855,True
ACH-000674,Esophagus/Stomach,deleted,intact,True,False,1.5258153522511517,True
ACH-000003,Bowel,unknown,intact,False,False,1.5229760928421923,True
ACH-000139,Pancreas,deleted,intact,True,False,1.5155267546142508,True
ACH-000262,Kidney,deleted,intact,True,False,1.5108252833585143,True
ACH-001031,CNS/Brain,intact,intact,False,False,1.5086184147019466,True
ACH-001654,Esophagus/Stomach,unknown,intact,False,False,1.5046053358831621,True
ACH-000617,Ovary/Fallopian Tube,intact,intact,False,True,1.503112802978437,True
ACH-000704,Ovary/Fallopian Tube,intact,intact,False,False,1.4972382988386639,True
ACH-002782,Soft Tissue,deleted,intact,True,True,1.493571541651443,True
ACH-000572,Skin,deleted,intact,False,False,1.4889100579272625,True
ACH-000400,Bowel,intact,intact,False,False,1.4877119615777472,True
ACH-000374,Breast,intact,intact,False,False,1.4857627352207627,True
ACH-002026,Uterus,intact,intact,False,False,1.4731593666166547,True
ACH-000019,Breast,deleted,intact,True,False,1.468921115820438,True
ACH-002048,Soft Tissue,intact,intact,False,False,1.4544679062621944,True
ACH-000114,Pancreas,deleted,intact,True,False,1.4544080722653474,True
ACH-000848,Liver,intact,intact,False,False,1.4470453846190678,True
ACH-001067,CNS/Brain,intact,lost,False,False,1.4467946647312142,True
ACH-000208,CNS/Brain,unknown,intact,False,False,1.4434676271684435,True
ACH-000888,Lung,deleted,intact,False,False,1.4427750639913484,True
ACH-000211,CNS/Brain,deleted,intact,True,False,1.4386809848220041,True
ACH-000701,Ovary/Fallopian Tube,intact,intact,False,False,1.4367819296559587,True
ACH-000592,CNS/Brain,deleted,intact,True,False,1.4363660949705648,True
ACH-000721,Breast,deleted,intact,True,False,1.4346677673745991,True
ACH-002928,Skin,intact,intact,False,False,1.4327859880681324,True
ACH-000011,Bladder/Urinary Tract,deleted,intact,True,False,1.4323327857651142,True
ACH-002011,Eye,unknown,intact,False,False,1.4321975201446313,True
ACH-001373,Ovary/Fallopian Tube,unknown,intact,False,False,1.4296771759608724,True
ACH-001099,Soft Tissue,intact,intact,False,False,1.428869514833075,True
ACH-001303,Peripheral Nervous System,intact,intact,False,False,1.4274043928542426,True
ACH-000486,Bladder/Urinary Tract,deleted,intact,True,False,1.4272304417965314,True
ACH-001536,Biliary Tract,unknown,intact,False,False,1.4270187815260864,True
ACH-001413,Bladder/Urinary Tract,unknown,intact,False,False,1.4263118064684837,True
ACH-000448,Lung,deleted,intact,True,False,1.4262821192054929,True
ACH-002512,Skin,deleted,intact,True,False,1.4185979697405116,True
ACH-000788,Skin,deleted,lost,False,False,1.4169052518682705,True
ACH-000169,Soft Tissue,intact,intact,False,False,1.4165494871852888,True
ACH-000517,Pancreas,deleted,intact,True,False,1.4162897812145232,True
ACH-000865,Esophagus/Stomach,deleted,intact,False,False,1.414743830167173,True
ACH-000776,CNS/Brain,deleted,intact,True,False,1.4076141961085753,True
ACH-000159,Kidney,deleted,intact,True,False,1.4066197916112722,True
ACH-002802,Peripheral Nervous System,deleted,intact,False,False,1.4057253340113784,True
ACH-000646,Ovary/Fallopian Tube,unknown,intact,False,False,1.4019687990122738,True
ACH-000200,CNS/Brain,deleted,intact,False,False,1.4015783509097777,True
ACH-000647,Esophagus/Stomach,intact,lost,False,False,1.3981399906707501,True
ACH-000897,Thyroid,unknown,lost,False,False,1.3880019009029636,True
ACH-000562,Lung,unknown,intact,False,False,1.3858154020262223,True
ACH-001847,Biliary Tract,unknown,intact,False,False,1.3788994342085403,True
ACH-002886,Bowel,intact,intact,False,False,1.3778226717634858,True
ACH-001981,Skin,deleted,intact,True,False,1.376906654835835,True
ACH-000176,Lung,unknown,intact,False,False,1.376118685723951,True
ACH-001979,Skin,deleted,intact,True,False,1.3745291154124377,True
ACH-000102,CNS/Brain,unknown,lost,False,False,1.3693749484209012,True
ACH-000665,Lung,deleted,intact,False,False,1.3685617544787045,True
ACH-000673,CNS/Brain,deleted,intact,True,False,1.3673115220873175,True
ACH-000882,Skin,deleted,intact,True,False,1.362401205291718,True
ACH-001547,Pleura,deleted,intact,False,False,1.3623249001735434,True
ACH-000932,Esophagus/Stomach,intact,intact,False,False,1.3589667794945295,True
