ModelID,OncotreeLineage,OncotreePrimaryDisease,msi_status,msi_source,classification_tier,MLH1_expression,mlh1_silenced,mmr_lof_genes,has_mlh1_lof,has_msh2_lof,has_msh6_lof,has_pms2_lof,has_crispr,annotation_msi
ACH-000032,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,MSS,,,5.821416850821951,False,,False,False,False,False,False,
ACH-000033,Lung,Non-Small Cell Lung Cancer,MSS,,,5.637581266843746,False,,False,False,False,False,False,
ACH-000034,Myeloid,Acute Myeloid Leukemia,MSS,,,4.974240193860736,False,,False,False,False,False,False,
ACH-000035,Lung,Non-Small Cell Lung Cancer,MSS,,,5.217835590547223,False,,False,False,False,False,True,
ACH-000036,CNS/Brain,Diffuse Glioma,MSS,,,5.298434709828627,False,,False,False,False,False,True,
ACH-000037,Soft Tissue,"Sarcoma, NOS",MSS,,,4.882799536607799,False,,False,False,False,False,True,
ACH-000038,Lymphoid,Non-Cancerous,MSS,,,5.258266393290745,False,,False,False,False,False,False,
ACH-000039,Bone,Ewing Sarcoma,MSS,,,4.187981475540541,False,,False,False,False,False,True,
ACH-000040,CNS/Brain,Diffuse Glioma,MSS,,,6.132513096184339,False,,False,False,False,False,True,
ACH-000041,Bone,Ewing Sarcoma,MSS,,,5.03967360117388,False,,False,False,False,False,True,
ACH-000042,Pancreas,Pancreatic Adenocarcinoma,MSS,,,3.6332800740306137,False,,False,False,False,False,True,
ACH-000043,Fibroblast,Non-Cancerous,MSS,,,4.874693701821827,False,,False,False,False,False,False,
ACH-000044,Breast,Invasive Breast Carcinoma,MSS,,,5.009136629491005,False,,False,False,False,False,False,
ACH-000045,Myeloid,Acute Myeloid Leukemia,MSS,,,5.488090775738456,False,,False,False,False,False,True,
ACH-000046,Kidney,Renal Cell Carcinoma,MSS,,,5.079049509610854,False,,False,False,False,False,False,
ACH-000047,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,,False,,False,False,False,False,True,
ACH-000048,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,5.172835506114544,False,,False,False,False,False,True,
ACH-000049,Kidney,Non-Cancerous,MSS,,,5.724824868736797,False,,False,False,False,False,False,
ACH-000050,Lymphoid,Mature B-Cell Neoplasms,MSS,,,4.481021175345366,False,,False,False,False,False,False,
ACH-000051,Soft Tissue,Rhabdomyosarcoma,MSS,,,5.62782859459522,False,,False,False,False,False,False,
ACH-000052,Bone,Ewing Sarcoma,MSS,,,5.552543072310052,False,,False,False,False,False,True,
ACH-000053,Lymphoid,Mature T and NK Neoplasms,MSS,,,5.192608446548575,False,,False,False,False,False,True,
ACH-000054,Soft Tissue,Fibrosarcoma,MSS,,,5.591060011688361,False,,False,False,False,False,True,
ACH-000055,CNS/Brain,Embryonal Tumor,MSS,,,3.0957674867396685,False,,False,False,False,False,True,
ACH-000056,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.583031604529097,False,,False,False,False,False,False,
ACH-000057,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.69337544052927,False,,False,False,False,False,False,
ACH-000058,Thyroid,Well-Differentiated Thyroid Cancer,MSS,,,4.443858570709198,False,,False,False,False,False,False,
ACH-000059,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,MSS,,,5.855820310184766,False,,False,False,False,False,False,
ACH-000060,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.243379659985358,False,,False,False,False,False,True,
ACH-000061,Lymphoid,Non-Hodgkin Lymphoma,MSS,,,5.710894576574839,False,,False,False,False,False,False,
ACH-000062,Lung,Non-Small Cell Lung Cancer,MSS,,,4.997007815424468,False,,False,False,False,False,False,
ACH-000063,Fibroblast,Non-Cancerous,MSS,,,5.037338290303724,False,,False,False,False,False,False,
ACH-000064,Lung,Non-Cancerous,MSS,,,5.465066782598227,False,,False,False,False,False,False,
ACH-000065,Myeloid,Acute Myeloid Leukemia,MSS,,,5.678981755840684,False,,False,False,False,False,False,
ACH-000066,Lung,Non-Small Cell Lung Cancer,MSS,,,5.011441966148938,False,,False,False,False,False,False,
ACH-000067,CNS/Brain,Diffuse Glioma,MSS,,,5.50778195710962,False,,False,False,False,False,True,
ACH-000068,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.650692767171383,False,,False,False,False,False,False,
ACH-000069,Lymphoid,Hodgkin Lymphoma,MSS,,,6.216559629404584,False,,False,False,False,False,False,
ACH-000070,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,MSS,,,5.668961547868221,False,,False,False,False,False,True,
ACH-000071,Fibroblast,Non-Cancerous,MSS,,,5.786917796170798,False,,False,False,False,False,False,
ACH-000072,Myeloid,Myeloproliferative Neoplasms,MSS,,,4.830458163541077,False,,False,False,False,False,False,
ACH-000073,Lymphoid,Mature B-Cell Neoplasms,MSS,,,4.892832996082107,False,,False,False,False,False,False,
ACH-000074,Myeloid,Myeloproliferative Neoplasms,MSS,,,5.019684125244823,False,,False,False,False,False,True,
ACH-000075,CNS/Brain,Diffuse Glioma,MSS,,,5.416903905293515,False,,False,False,False,False,True,
ACH-000076,Myeloid,Myeloproliferative Neoplasms,MSS,,,5.589526812863063,False,,False,False,False,False,True,
ACH-000077,Lymphoid,Non-Hodgkin Lymphoma,MSS,,,5.768520473264253,False,,False,False,False,False,True,
ACH-000078,Peripheral Nervous System,Neuroblastoma,MSS,,,5.082017010083662,False,,False,False,False,False,True,
ACH-000079,Fibroblast,Non-Cancerous,MSS,,,5.201825946362642,False,,False,False,False,False,False,
ACH-000080,Myeloid,Acute Myeloid Leukemia,MSS,,,6.049345423912716,False,,False,False,False,False,False,
ACH-000081,Myeloid,Acute Myeloid Leukemia,MSS,,,5.662196952856731,False,,False,False,False,False,False,
ACH-000082,Bone,Osteosarcoma,MSS,,,6.705190008250172,False,,False,False,False,False,True,
ACH-000083,Fibroblast,Non-Cancerous,MSS,,,5.3686251897692046,False,,False,False,False,False,False,
ACH-000084,Myeloid,Acute Myeloid Leukemia,MSS,,,5.2465182994648485,False,,False,False,False,False,False,
ACH-000085,Pancreas,Pancreatic Adenocarcinoma,MSS,,,5.395189646879438,False,,False,False,False,False,True,
ACH-000086,Pleura,Pleural Mesothelioma,MSS,,,5.107675316808714,False,,False,False,False,False,True,
ACH-000087,Bone,Ewing Sarcoma,MSS,,,5.543353586588803,False,,False,False,False,False,True,
ACH-000088,Fibroblast,Non-Cancerous,MSS,,,5.602332160488033,False,,False,False,False,False,False,
ACH-000089,Bowel,Colorectal Adenocarcinoma,MSS,,,5.124799580999056,False,,False,False,False,False,False,
ACH-000090,Prostate,Prostate Adenocarcinoma,MSS,,,4.918228788896585,False,,False,False,False,False,True,
ACH-000091,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,3.8863745550924422,False,,False,False,False,False,False,
ACH-000092,Pleura,Pleural Mesothelioma,MSS,,,5.157504587292617,False,,False,False,False,False,True,
ACH-000093,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.8943278912438455,False,,False,False,False,False,True,
ACH-000094,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.532379304357337,False,,False,False,False,False,True,
ACH-000095,CNS/Brain,Embryonal Tumor,MSI-H,MLH1-methylated,tier2_MLH1_silenced,0.065075933602335,True,,False,False,False,False,True,
ACH-000096,Kidney,Rhabdoid Cancer,MSS,,,6.15372833625521,False,,False,False,False,False,True,
ACH-000097,Breast,Invasive Breast Carcinoma,MSS,,,5.162056927174788,False,,False,False,False,False,True,
ACH-000098,CNS/Brain,Diffuse Glioma,MSS,,,5.439486839651984,False,,False,False,False,False,True,
ACH-000099,Peripheral Nervous System,Neuroblastoma,MSS,,,5.029006667984489,False,,False,False,False,False,True,
ACH-000100,Soft Tissue,Rhabdomyosarcoma,MSS,,,5.4681694765589555,False,,False,False,False,False,True,
ACH-000101,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,MSS,,,6.042898187381001,False,,False,False,False,False,True,
ACH-000102,CNS/Brain,Diffuse Glioma,MSS,,,5.672510203889751,False,,False,False,False,False,False,
ACH-000103,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,4.145563339210353,False,,False,False,False,False,True,
ACH-000104,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,MSS,,,6.3408114791220695,False,,False,False,False,False,False,
ACH-000105,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,MSS,,,6.185380941224993,False,,False,False,False,False,False,
ACH-000106,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.2236233393399765,False,,False,False,False,False,True,
ACH-000107,Pancreas,Pancreatic Adenocarcinoma,MSS,,,5.233378088991454,False,,False,False,False,False,False,
ACH-000108,Pancreas,Adenosquamous Carcinoma of the Pancreas,MSS,,,5.23938276517224,False,,False,False,False,False,True,
ACH-000109,Lung,Non-Small Cell Lung Cancer,MSS,,,4.680329983568773,False,,False,False,False,False,False,
ACH-000110,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,5.35173078960074,False,,False,False,False,False,False,
ACH-000111,Breast,Invasive Breast Carcinoma,MSS,,,4.226855289824984,False,,False,False,False,False,True,
ACH-000112,Myeloid,Acute Myeloid Leukemia,MSS,,,6.004166522281873,False,,False,False,False,False,False,
ACH-000113,Myeloid,Acute Myeloid Leukemia,MSS,,,6.2301050008631815,False,,False,False,False,False,True,
ACH-000114,Pancreas,Pancreatic Adenocarcinoma,MSS,,,3.907977016705402,False,,False,False,False,False,True,
ACH-000115,Prostate,Prostate Adenocarcinoma,MSS,,,5.751482467081203,False,MSH6,False,False,True,False,True,
ACH-000116,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,4.9384081287421955,False,,False,False,False,False,True,
ACH-000117,Breast,Invasive Breast Carcinoma,MSS,,,4.979293710445729,False,,False,False,False,False,False,
ACH-000118,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.992310719353163,False,,False,False,False,False,True,
ACH-000119,Fibroblast,Non-Cancerous,MSS,,,5.394270608308205,False,,False,False,False,False,False,
ACH-000120,Peripheral Nervous System,Neuroblastoma,MSS,,,5.686394071971126,False,,False,False,False,False,True,
ACH-000121,Lung,Non-Small Cell Lung Cancer,MSS,,,5.421775356916765,False,,False,False,False,False,False,
ACH-000122,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,MSS,,,5.445544633704542,False,,False,False,False,False,False,
ACH-000123,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,5.334253617138485,False,,False,False,False,False,True,
ACH-000124,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.135358379998543,False,,False,False,False,False,True,
ACH-000125,Fibroblast,Non-Cancerous,MSS,,,5.5149901416029,False,,False,False,False,False,False,
ACH-000126,CNS/Brain,Diffuse Glioma,MSS,,,5.156671666820214,False,,False,False,False,False,False,
ACH-000127,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,MSS,,,5.907914545628292,False,,False,False,False,False,True,
ACH-000128,CNS/Brain,Diffuse Glioma,MSS,,,5.447003855130126,False,,False,False,False,False,True,
ACH-000129,Cervix,Small Cell Neuroendocrine Carcinoma of the Cervix,MSS,,,5.392822277698613,False,,False,False,False,False,False,
ACH-000130,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,MSS,,,6.04248018649247,False,,False,False,False,False,False,
ACH-000131,Fibroblast,Non-Cancerous,MSS,,,5.589314072607981,False,,False,False,False,False,False,
ACH-000132,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,5.548818826596894,False,,False,False,False,False,True,
ACH-000133,Fibroblast,Non-Cancerous,MSS,,,5.349138777077084,False,,False,False,False,False,True,
ACH-000134,Fibroblast,Non-Cancerous,MSS,,,5.521229805964482,False,,False,False,False,False,False,
ACH-000135,Fibroblast,Non-Cancerous,MSS,,,5.098558517938413,False,,False,False,False,False,False,
ACH-000136,Peripheral Nervous System,Neuroblastoma,MSS,,,5.473130992057314,False,,False,False,False,False,False,
ACH-000137,CNS/Brain,Diffuse Glioma,MSS,,,5.707580006279024,False,,False,False,False,False,True,
ACH-000138,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.0045463353056405,False,,False,False,False,False,True,
ACH-000139,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.357045212966807,False,,False,False,False,False,True,
ACH-000140,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.472822411903949,False,,False,False,False,False,False,
ACH-000141,Biliary Tract,Intracholecystic Papillary Neoplasm,MSS,,,6.022878214823314,False,,False,False,False,False,True,
ACH-000142,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,MSS,,,5.158482452805134,False,,False,False,False,False,True,
ACH-000143,Lung,Non-Small Cell Lung Cancer,MSS,,,5.634979445500527,False,,False,False,False,False,True,
ACH-000144,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,4.980377245640512,False,,False,False,False,False,True,
ACH-000145,Soft Tissue,Leiomyosarcoma,MSS,,,5.916619951396848,False,,False,False,False,False,True,
ACH-000146,Myeloid,Acute Myeloid Leukemia,MSS,,,5.701230209394816,False,,False,False,False,False,True,
ACH-000147,Breast,Invasive Breast Carcinoma,MSS,,,6.531860199862396,False,,False,False,False,False,True,
ACH-000148,Breast,Invasive Breast Carcinoma,MSS,,,4.974419178887822,False,,False,False,False,False,True,
ACH-000149,Peripheral Nervous System,Neuroblastoma,MSS,,,5.483867358734659,False,,False,False,False,False,True,
ACH-000150,Lung,Non-Small Cell Lung Cancer,MSS,,,4.402660790066054,False,,False,False,False,False,False,
ACH-000151,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,MSS,,,5.50291929773588,False,,False,False,False,False,True,
ACH-000152,CNS/Brain,Diffuse Glioma,MSS,,,5.04874623607473,False,,False,False,False,False,True,
ACH-000153,Pleura,Pleural Mesothelioma,MSS,,,5.393086655023531,False,,False,False,False,False,True,
ACH-000154,Fibroblast,Non-Cancerous,MSS,,,5.64489167312003,False,,False,False,False,False,False,
ACH-000155,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.515907949770785,False,,False,False,False,False,True,
ACH-000156,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,MSS,,,5.574483026856243,False,,False,False,False,False,False,
ACH-000157,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.7775038812308175,False,,False,False,False,False,False,
ACH-000158,Lymphoid,Mature B-Cell Neoplasms,MSS,,,6.2822878173073144,False,,False,False,False,False,False,
ACH-000159,Kidney,Renal Cell Carcinoma,MSS,,,4.971364211787141,False,,False,False,False,False,True,
ACH-000160,CNS/Brain,Embryonal Tumor,MSS,,,5.47842502999411,False,,False,False,False,False,True,
ACH-000161,Lung,Non-Small Cell Lung Cancer,MSS,,,4.256716314619676,False,,False,False,False,False,True,
ACH-000162,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.581447664668037,False,,False,False,False,False,False,
ACH-000163,Head and Neck,Head and Neck Squamous Cell Carcinoma,MSS,,,5.96268551262965,False,,False,False,False,False,True,
ACH-000164,Pancreas,Pancreatic Adenocarcinoma,MSS,,,5.068060244368701,False,,False,False,False,False,True,
ACH-000165,Fibroblast,Non-Cancerous,MSS,,,5.506341701500814,False,,False,False,False,False,False,
ACH-000166,Myeloid,Acute Myeloid Leukemia,MSS,,,5.29999556068746,False,,False,False,False,False,False,
ACH-000167,Lymphoid,Mature B-Cell Neoplasms,MSS,,,6.242425301915565,False,,False,False,False,False,True,
ACH-000168,Myeloid,Acute Myeloid Leukemia,MSS,,,5.613838075203176,False,,False,False,False,False,True,
ACH-000169,Soft Tissue,Rhabdomyosarcoma,MSS,,,5.3629852953882216,False,,False,False,False,False,True,
ACH-000170,Prostate,Non-Cancerous,MSS,,,5.361638539092731,False,,False,False,False,False,False,
ACH-000171,Kidney,Renal Cell Carcinoma,MSS,,,4.57689092731655,False,,False,False,False,False,False,
ACH-000172,Soft Tissue,Rhabdoid Cancer,MSS,,,5.772128471580875,False,,False,False,False,False,True,
ACH-000173,Uterus,Endometrial Carcinoma,MSS,,,4.665438252514157,False,,False,False,False,False,False,
ACH-000174,Thyroid,Anaplastic Thyroid Cancer,MSS,,,4.8082460262343805,False,,False,False,False,False,True,
ACH-000175,Fibroblast,Non-Cancerous,MSS,,,5.215406803911735,False,,False,False,False,False,False,
ACH-000176,Lung,Non-Small Cell Lung Cancer,MSS,,,5.2064517791515454,False,,False,False,False,False,True,
ACH-000177,Prostate,Prostate Small Cell Carcinoma,MSS,,,6.276924646347344,False,,False,False,False,False,False,
ACH-000178,Pancreas,Pancreatic Adenocarcinoma,MSS,,,5.143315861137223,False,,False,False,False,False,True,
ACH-000179,Lung,Lung Neuroendocrine Tumor,MSS,,,5.345673135082104,False,,False,False,False,False,False,
ACH-000180,Fibroblast,Non-Cancerous,MSS,,,5.424095727335107,False,,False,False,False,False,False,
ACH-000181,Head and Neck,Head and Neck Squamous Cell Carcinoma,MSS,,,4.498455128471234,False,,False,False,False,False,True,
ACH-000182,Ampulla of Vater,Ampullary Carcinoma,MSS,,,4.981354928963815,False,,False,False,False,False,True,
ACH-000183,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.655446287695474,False,,False,False,False,False,True,
ACH-000184,Fibroblast,Non-Cancerous,MSS,,,5.452074821468992,False,,False,False,False,False,False,
ACH-000185,Fibroblast,Non-Cancerous,MSS,,,4.958350869000327,False,,False,False,False,False,False,
ACH-000186,Lung,Non-Small Cell Lung Cancer,MSS,,,3.883376436672842,False,,False,False,False,False,False,
ACH-000187,Lung,Lung Neuroendocrine Tumor,MSS,,,4.832986190628287,False,,False,False,False,False,True,
ACH-000188,Head and Neck,Head and Neck Squamous Cell Carcinoma,MSS,,,3.5628773756251,False,,False,False,False,False,True,
ACH-000189,Kidney,Renal Cell Carcinoma,MSS,,,4.017948624324721,False,,False,False,False,False,True,
ACH-000190,Myeloid,Acute Myeloid Leukemia,MSS,,,4.940157351787441,False,,False,False,False,False,True,
ACH-000191,Thyroid,Anaplastic Thyroid Cancer,MSS,,,4.9418903754268175,False,,False,False,False,False,True,
ACH-000192,Uterus,Endometrial Carcinoma,MSS,,,4.44085256095367,False,,False,False,False,False,True,
ACH-000193,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.594160355036508,False,,False,False,False,False,False,
ACH-000194,Fibroblast,Non-Cancerous,MSS,,,5.54678644658991,False,,False,False,False,False,False,
ACH-000195,Myeloid,Acute Myeloid Leukemia,MSS,,,5.500451532443394,False,,False,False,False,False,True,
ACH-000196,Breast,Invasive Breast Carcinoma,MSS,,,3.8782348791123393,False,,False,False,False,False,False,
ACH-000197,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,MSS,,,6.129000633281375,False,,False,False,False,False,False,
ACH-000198,Myeloid,Acute Myeloid Leukemia,MSS,,,5.433770695083296,False,,False,False,False,False,True,
ACH-000199,Fibroblast,Non-Cancerous,MSS,,,4.579216359897609,False,,False,False,False,False,False,
ACH-000200,CNS/Brain,Diffuse Glioma,MSS,,,5.5299801962825725,False,,False,False,False,False,True,
ACH-000201,Kidney,Rhabdoid Cancer,MSS,,,5.575527145540971,False,,False,False,False,False,False,
ACH-000202,Bowel,Colorectal Adenocarcinoma,MSS,,,4.929753131210087,False,,False,False,False,False,True,
ACH-000203,Peripheral Nervous System,Neuroblastoma,MSS,,,5.817303475831991,False,,False,False,False,False,True,
ACH-000204,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.09640523821358,False,,False,False,False,False,True,
ACH-000205,Pancreas,Pancreatic Adenocarcinoma,MSS,,,5.366311721880091,False,,False,False,False,False,False,
ACH-000206,Lymphoid,Non-Cancerous,MSS,,,5.813614470157132,False,,False,False,False,False,True,
ACH-000207,Head and Neck,Head and Neck Squamous Cell Carcinoma,MSS,,,4.675087626634438,False,,False,False,False,False,True,
ACH-000208,CNS/Brain,Diffuse Glioma,MSS,,,6.021319813925329,False,,False,False,False,False,True,
ACH-000209,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,MSS,,,4.432525197599346,False,,False,False,False,False,True,
ACH-000210,Bone,Ewing Sarcoma,MSS,,,5.407757220143538,False,,False,False,False,False,True,
ACH-000211,CNS/Brain,Embryonal Tumor,MSS,,,5.409604778612301,False,,False,False,False,False,True,
ACH-000212,Breast,Invasive Breast Carcinoma,MSS,,,3.936251598320031,False,,False,False,False,False,True,
ACH-000213,Pancreas,Pancreatic Adenocarcinoma,MSS,,,5.972377891611574,False,,False,False,False,False,True,
ACH-000214,Fibroblast,Non-Cancerous,MSS,,,5.0767984983416135,False,,False,False,False,False,False,
ACH-000215,CNS/Brain,Diffuse Glioma,MSS,,,5.960810541674627,False,,False,False,False,False,True,
ACH-000216,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,5.531228604728125,False,,False,False,False,False,True,
ACH-000217,Liver,Hepatocellular Carcinoma,MSS,,,5.317564563610202,False,,False,False,False,False,True,
ACH-000218,Myeloid,Acute Myeloid Leukemia,MSS,,,5.908356590478904,False,,False,False,False,False,False,
ACH-000219,Skin,Melanoma,MSS,,,5.83802899394281,False,,False,False,False,False,True,
ACH-000220,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.1506774593691835,False,,False,False,False,False,False,
ACH-000221,Liver,Hepatocellular Carcinoma,MSS,,,5.878357510336936,False,,False,False,False,False,True,
ACH-000222,Pancreas,Pancreatic Adenocarcinoma,MSS,,,3.8975986342320272,False,,False,False,False,False,True,
ACH-000223,Breast,Invasive Breast Carcinoma,MSS,,,5.0259146987507926,False,,False,False,False,False,True,
ACH-000224,Fibroblast,Non-Cancerous,MSS,,,4.975818168238394,False,,False,False,False,False,False,
ACH-000225,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,4.880822638436925,False,,False,False,False,False,False,
ACH-000226,Lymphoid,Mature T and NK Neoplasms,MSS,,,5.5407557504844425,False,,False,False,False,False,True,
ACH-000227,Peripheral Nervous System,Neuroblastoma,MSS,,,6.041827775585985,False,,False,False,False,False,True,
ACH-000228,Head and Neck,Head and Neck Squamous Cell Carcinoma,MSS,,,3.984033308935753,False,,False,False,False,False,True,
ACH-000229,Fibroblast,Non-Cancerous,MSS,,,4.979051289505132,False,,False,False,False,False,False,
ACH-000230,Fibroblast,Non-Cancerous,MSS,,,4.020635539407217,False,,False,False,False,False,False,
ACH-000231,CNS/Brain,Diffuse Glioma,MSS,,,5.690271812961714,False,,False,False,False,False,True,
ACH-000232,CNS/Brain,Diffuse Glioma,MSS,,,5.460149508663471,False,,False,False,False,False,True,
ACH-000233,Lymphoid,Mature T and NK Neoplasms,MSS,,,5.048358265416062,False,,False,False,False,False,True,
ACH-000234,Kidney,Renal Cell Carcinoma,MSS,,,5.190824217518732,False,,False,False,False,False,True,
ACH-000235,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.781800323992794,False,,False,False,False,False,True,
ACH-000236,Bowel,Colorectal Adenocarcinoma,MSS,,,5.3360048208405395,False,,False,False,False,False,False,
ACH-000237,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,MSS,,,5.037399794308254,False,,False,False,False,False,True,
ACH-000238,Head and Neck,Head and Neck Squamous Cell Carcinoma,MSS,,,4.677130464914846,False,,False,False,False,False,True,
ACH-000239,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,5.182136085393187,False,,False,False,False,False,True,
ACH-000240,Fibroblast,Non-Cancerous,MSS,,,5.372360137301202,False,,False,False,False,False,False,
ACH-000241,Myeloid,Myeloproliferative Neoplasms,MSS,,,5.340156320421238,False,,False,False,False,False,False,
ACH-000242,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,MSS,,,5.505725823138893,False,,False,False,False,False,True,
ACH-000243,Pancreas,Pancreatic Adenocarcinoma,MSS,,,4.565913949107278,False,,False,False,False,False,True,
ACH-000244,CNS/Brain,Diffuse Glioma,MSS,,,5.872331362541297,False,,False,False,False,False,True,
ACH-000245,Lymphoid,Mature B-Cell Neoplasms,MSS,,,5.645499925369964,False,,False,False,False,False,False,
ACH-000246,Kidney,Renal Cell Carcinoma,MSS,,,,False,,False,False,False,False,True,
ACH-000247,Esophagus/Stomach,Esophagogastric Adenocarcinoma,MSS,,,4.720847549807682,False,,False,False,False,False,True,
