gene,nf1_cohens_d,nf1_fdr,kras_cohens_d,kras_pvalue,kras_mean_dep_mut,kras_mean_dep_wt,category
SP5,-0.3321,0.5616487887061005,,,,,NF1_specific
TBXA2R,-0.332,0.6866422565440923,,,,,NF1_specific
WDR54,-0.3318,0.7119858820355325,,,,,NF1_specific
CEP68,-0.3312,0.7645918294910587,,,,,NF1_specific
SRSF2,-0.3309,0.5712326335984785,,,,,NF1_specific
RPSA,-0.3308,0.8264189575114487,,,,,NF1_specific
NKAIN2,-0.3306,0.6780490098953341,,,,,NF1_specific
RETSAT,-0.3305,0.5598093086198781,,,,,NF1_specific
KIAA0930,-0.3302,0.8273583178811125,,,,,NF1_specific
NOTO,-0.3299,0.6780490098953341,,,,,NF1_specific
AGO1,-0.3293,0.6967120484934631,,,,,NF1_specific
VDAC2,-0.3291,0.887094148871769,,,,,NF1_specific
ALDOB,-0.3285,0.6231686730150399,,,,,NF1_specific
HOMER3,-0.3277,0.5910446511533526,,,,,NF1_specific
DNAAF11,-0.3272,0.6889998584401925,,,,,NF1_specific
LMNA,-0.3265,0.5221159999823018,,,,,NF1_specific
PRR14L,-0.3263,0.5221159999823018,,,,,NF1_specific
SMIM10,-0.3263,0.6780490098953341,,,,,NF1_specific
TAFA5,-0.3262,0.5616487887061005,,,,,NF1_specific
NTN5,-0.3261,0.6780490098953341,,,,,NF1_specific
GNAQ,-0.3261,0.5910446511533526,,,,,NF1_specific
OR5AP2,-0.3259,0.6780490098953341,,,,,NF1_specific
TBX20,-0.3253,0.6780490098953341,,,,,NF1_specific
PDCD10,-0.3252,0.5616487887061005,,,,,NF1_specific
C6orf141,-0.3251,0.5221159999823018,,,,,NF1_specific
ECE2,-0.3245,0.8273583178811125,,,,,NF1_specific
DHX38,-0.3239,0.5559311675252981,,,,,NF1_specific
ARHGEF28,-0.322,0.5559311675252981,,,,,NF1_specific
OS9,-0.3214,0.5221159999823018,,,,,NF1_specific
OR2L2,-0.3207,0.7297637036844843,,,,,NF1_specific
RAB43,-0.3207,0.6018488080653603,,,,,NF1_specific
TM4SF1,-0.32,0.5559311675252981,,,,,NF1_specific
ARHGEF18,-0.3199,0.652963848166138,,,,,NF1_specific
FAM227B,-0.3198,0.6967120484934631,,,,,NF1_specific
TNFAIP2,-0.3193,0.7644949895520278,,,,,NF1_specific
H2AC15,-0.3191,0.7586037220629763,,,,,NF1_specific
TAS2R1,-0.3187,0.6780490098953341,,,,,NF1_specific
SH2D6,-0.3185,0.872350593327926,,,,,NF1_specific
EEF2K,-0.3183,0.6967120484934631,,,,,NF1_specific
CD44,-0.3183,0.5864969711684321,,,,,NF1_specific
AGBL5,-0.3182,0.6451632751223236,,,,,NF1_specific
XPOT,-0.3178,0.7297637036844843,,,,,NF1_specific
PPP1R7,-0.3173,0.7292061268402719,,,,,NF1_specific
CD2,-0.3169,0.8228039115189821,,,,,NF1_specific
RIMS2,-0.3165,0.7265651525977933,,,,,NF1_specific
ANAPC13,-0.3162,0.711128243547715,,,,,NF1_specific
OR10R2,-0.3161,0.6021036362878708,,,,,NF1_specific
SLC25A42,-0.3161,0.6967120484934631,,,,,NF1_specific
FEZF2,-0.3161,0.5910446511533526,,,,,NF1_specific
PPIL3,-0.316,0.6780490098953341,,,,,NF1_specific
GP1BA,-0.3159,0.7309160369568536,,,,,NF1_specific
GHR,-0.3157,0.535812381260182,,,,,NF1_specific
RFXAP,-0.3156,0.6780490098953341,,,,,NF1_specific
DDX19A,-0.3154,0.8004009429878707,,,,,NF1_specific
CAMTA1,-0.3151,0.5455513934264893,,,,,NF1_specific
TRNP1,-0.3149,0.743185830011085,,,,,NF1_specific
NAV2,-0.3146,0.7265651525977933,,,,,NF1_specific
CBLL1,-0.3141,0.7808896751988128,,,,,NF1_specific
ZNF462,-0.3132,0.7570605260118588,,,,,NF1_specific
TMT1B,-0.3129,0.6451632751223236,,,,,NF1_specific
GINS3,-0.3126,0.7297637036844843,,,,,NF1_specific
CD5L,-0.3119,0.5616487887061005,,,,,NF1_specific
PSMB5,-0.3119,0.5559311675252981,,,,,NF1_specific
LRRC8E,-0.3113,0.6451632751223236,,,,,NF1_specific
OR7G2,-0.3112,0.7119858820355325,,,,,NF1_specific
POM121,-0.311,0.7699766263888559,,,,,NF1_specific
OR5B3,-0.3104,0.7453279867772012,,,,,NF1_specific
WRN,-0.3102,0.8695492064204181,,,,,NF1_specific
BEX4,-0.3098,0.5559311675252981,,,,,NF1_specific
MYDGF,-0.3095,0.6133609693268873,,,,,NF1_specific
RBM27,-0.3095,0.6780490098953341,,,,,NF1_specific
CCNA1,-0.3092,0.5616487887061005,,,,,NF1_specific
TMC6,-0.309,0.6780490098953341,,,,,NF1_specific
CLHC1,-0.3089,0.6967120484934631,,,,,NF1_specific
BPTF,-0.3084,0.7119858820355325,,,,,NF1_specific
PCGF1,-0.3082,0.5233633374815786,,,,,NF1_specific
MACF1,-0.3082,0.8388826991670802,,,,,NF1_specific
HOXC11,-0.3079,0.6780490098953341,,,,,NF1_specific
HMGB3,-0.3066,0.8808652279107885,,,,,NF1_specific
COTL1,-0.3065,0.7018898282449533,,,,,NF1_specific
CFAP97D1,-0.3064,0.6780490098953341,,,,,NF1_specific
WDSUB1,-0.3059,0.6780490098953341,,,,,NF1_specific
NBN,-0.3058,0.6780490098953341,,,,,NF1_specific
ROCK1,-0.3058,0.6956303534759828,,,,,NF1_specific
KCNC3,-0.3052,0.7450009421953058,,,,,NF1_specific
WHR1,-0.305,0.6889998584401925,,,,,NF1_specific
COPB1,-0.305,0.7219270726160641,,,,,NF1_specific
CIC,-0.3043,0.6967120484934631,,,,,NF1_specific
GNAI2,-0.3038,0.7699766263888559,,,,,NF1_specific
GUCY1A2,-0.3036,0.8020157274075624,,,,,NF1_specific
NRXN3,-0.303,0.6967120484934631,,,,,NF1_specific
SPDL1,-0.3028,0.8408141093132098,,,,,NF1_specific
TCIM,-0.3025,0.6780490098953341,,,,,NF1_specific
CSTA,-0.302,0.7418511611040706,,,,,NF1_specific
KRTAP16-1,-0.3018,0.6780490098953341,,,,,NF1_specific
COL10A1,-0.3017,0.6780490098953341,,,,,NF1_specific
DEGS2,-0.3014,0.7248447529296369,,,,,NF1_specific
NAA50,-0.3013,0.6967120484934631,,,,,NF1_specific
PLLP,-0.3011,0.7376382091097203,,,,,NF1_specific
TFCP2L1,-0.3009,0.7297637036844843,,,,,NF1_specific
RMDN2,-0.3008,0.6780490098953341,,,,,NF1_specific
ECEL1,-0.3004,0.5559311675252981,,,,,NF1_specific
