treatment_id,drug_name,cohens_d,p_value,n_lost,n_intact,median_sens_lost,median_sens_intact,fdr
BRD:BRD-A11070335-236-02-1,,-0.1264,0.1881160301779633,157,398,-0.0132,0.0195,0.9217600959236736
BRD:BRD-A11132253-001-08-2,,0.1118,0.383337176997102,150,380,-0.0259,-0.0128,0.9505219739431345
BRD:BRD-A11551002-001-04-6,,-0.0332,0.6156502062390881,153,380,-0.2239,-0.2809,0.9753194268502591
BRD:BRD-A11662333-001-03-3,,0.1513,0.09035322734517455,147,375,0.1945,0.0995,0.8148154971351174
BRD:BRD-A11725667-001-01-8,,0.0294,0.8450321066599662,134,337,0.0771,0.0771,0.9945722867985088
BRD:BRD-A11731518-001-01-7,,-0.0849,0.4442946484774075,156,392,0.2388,0.2535,0.9572404656692337
BRD:BRD-A11776908-065-01-5,,-0.0598,0.8409947746612307,156,396,0.0738,0.0526,0.9945722867985088
BRD:BRD-A11813248-003-02-4,,0.0296,0.4078640237041329,156,397,-0.3358,-0.3662,0.9541443117508334
BRD:BRD-A11815689-001-01-1,,-0.0308,0.6840291326724091,157,394,-3.6821,-3.6121,0.977592701671885
BRD:BRD-A11990600-001-03-4,,0.0963,0.510092545458565,153,380,-1.242,-1.2419,0.9688837276728343
BRD:BRD-A12077521-003-01-5,,0.0479,0.9333593913153284,153,380,-0.4157,-0.3844,0.9964399313440717
BRD:BRD-A12147465-003-02-9,,-0.0335,0.7512387660634327,250,629,-1.8957,-1.8796,0.9823890752437894
BRD:BRD-A12230535-001-06-7,,0.1838,0.17961401256602805,153,380,-0.0544,-0.0767,0.9217600959236736
BRD:BRD-A12237696-001-04-2,,0.039,0.2998810059769531,153,380,-0.101,-0.159,0.9385233837114426
BRD:BRD-A12417644-001-07-6,,-0.0498,0.45134950836757726,148,375,-0.1645,-0.1034,0.9572404656692337
BRD:BRD-A12454076-001-01-9,,-0.0427,0.5232391980718232,148,374,0.2274,0.2489,0.9695020513306329
BRD:BRD-A12633378-001-07-0,,-0.0837,0.36871924741126905,132,338,0.1275,0.1324,0.9487268946748633
BRD:BRD-A12896037-001-04-3,,-0.1032,0.3282588968933565,153,380,-0.4324,-0.4014,0.9464094819787652
BRD:BRD-A12994259-001-02-1,,0.0097,0.7181755561420752,153,380,-0.2958,-0.2753,0.9809110261769779
BRD:BRD-A13084692-001-17-3,,0.0961,0.44615313820196945,156,391,-0.2682,-0.297,0.9572404656692337
BRD:BRD-A13116749-003-01-6,,0.0218,0.7684986282539996,154,381,0.1185,0.1069,0.982557516215774
BRD:BRD-A13133631-001-04-0,,0.0164,0.6399097117005381,156,392,-0.1923,-0.2296,0.9753194268502591
BRD:BRD-A13188892-066-21-5,,0.2016,0.10963353819515376,156,395,0.1948,0.1444,0.8548712682269228
BRD:BRD-A13293292-001-02-6,,-0.0074,0.9412663831242706,132,338,0.1115,0.1196,0.9964399313440717
BRD:BRD-A13323580-001-04-8,,0.0916,0.6474827043804599,153,380,-0.2012,-0.2141,0.9753194268502591
BRD:BRD-A13561534-003-02-0,,-0.0707,0.25273895650147193,148,375,-0.0696,-0.0041,0.9221202454077023
BRD:BRD-A13598753-001-01-2,,0.1462,0.21965656590148808,156,397,0.085,0.0702,0.9217600959236736
BRD:BRD-A13689093-001-01-8,,-0.1807,0.05189870254055101,132,338,-0.1836,-0.1067,0.7553097386066953
BRD:BRD-A13946108-001-17-1,,0.0882,0.3608071202531128,156,392,0.1714,0.1376,0.9487268946748633
BRD:BRD-A13964793-001-02-6,,-0.0536,0.6510502075153386,156,395,-0.2467,-0.2566,0.9753194268502591
BRD:BRD-A14208071-004-19-8,,-0.0364,0.5807547041229149,155,395,-0.0003,0.028,0.9705541501936746
BRD:BRD-A14240607-003-26-1,,0.0282,0.8953070699259074,153,387,-0.3546,-0.3498,0.9952046971462315
BRD:BRD-A14262390-065-01-8,,0.1289,0.21064362472613363,153,380,-0.295,-0.3122,0.9217600959236736
BRD:BRD-A14316475-001-02-3,,-0.0293,0.7849096927946412,156,395,0.0885,0.0883,0.9839625506704637
BRD:BRD-A14344385-001-03-2,,0.1133,0.17032313543107436,156,395,-1.9899,-2.0893,0.9217600959236736
BRD:BRD-A14395271-074-17-8,,0.0198,0.9510867769776337,156,396,0.0011,0.0065,0.9964399313440717
BRD:BRD-A14574269-051-02-2,,0.1442,0.2676478334991148,152,394,0.0211,-0.0005,0.9237405669423356
BRD:BRD-A14577621-001-01-5,,0.0951,0.3581765428743918,154,381,0.0415,0.0152,0.9487268946748633
BRD:BRD-A14757586-001-04-9,,0.0381,0.23134537702368374,249,628,0.0878,0.0362,0.9217600959236736
BRD:BRD-A14886633-001-01-6,,0.0743,0.33173512102321945,156,392,-0.1236,-0.1667,0.9464207864485967
BRD:BRD-A14941520-051-01-0,,0.0818,0.49887493487378165,156,397,0.2072,0.1798,0.9671206831278966
BRD:BRD-A14966924-003-07-7,,0.009,0.9350317964489988,157,399,0.1143,0.1141,0.9964399313440717
BRD:BRD-A15035311-001-01-8,,-0.1772,0.09521789192040488,157,394,0.2753,0.3246,0.8225565981419201
BRD:BRD-A15202882-003-02-7,,0.0679,0.3839212092010956,153,380,-0.0658,-0.065,0.9505219739431345
BRD:BRD-A15297126-001-04-3,,0.1072,0.15480407732380738,153,380,-0.1106,-0.1685,0.9180084585403075
BRD:BRD-A15397381-001-02-5,,0.1649,0.1035184301324166,143,363,0.0698,0.007,0.8463909504757102
BRD:BRD-A15415227-003-02-9,,0.0766,0.35582931361265047,158,398,0.0063,-0.0273,0.9487268946748633
BRD:BRD-A15435692-003-02-3,,0.1432,0.14536863796266628,156,392,0.0086,-0.0606,0.9080524855257627
BRD:BRD-A15530910-001-02-1,,-0.0583,0.45983095402646335,156,398,-0.0371,-0.0211,0.9591403372378882
BRD:BRD-A15687940-001-05-6,,-0.1206,0.4260359218565023,155,381,-0.1101,-0.0768,0.9572404656692337
BRD:BRD-A15739803-001-01-0,,0.0492,0.44669873615648026,155,381,0.0411,0.0299,0.9572404656692337
BRD:BRD-A15909516-001-06-6,,0.1545,0.15608764338840256,156,398,-0.1253,-0.1617,0.9213573552448594
BRD:BRD-A15931911-001-03-8,,-0.0233,0.8118525650602961,156,397,-0.0599,-0.0458,0.9879594898716858
BRD:BRD-A16035238-001-01-7,,0.3632,0.013664684624857816,134,337,0.1117,0.0401,0.5390416015707652
BRD:BRD-A16263897-001-06-6,,0.1423,0.10636552333806058,155,381,0.0482,0.0259,0.8507694593231756
BRD:BRD-A16296925-001-01-3,,0.1206,0.44479901132354405,152,394,0.0934,0.0715,0.9572404656692337
BRD:BRD-A16347691-001-13-1,,0.1918,0.07183523501921499,156,398,0.163,0.1125,0.7901377652224923
BRD:BRD-A16350940-001-01-9,,0.1007,0.36801500107500795,157,394,0.066,0.0425,0.9487268946748633
BRD:BRD-A16439188-001-01-1,,0.1104,0.3371354436133115,156,396,-0.0694,-0.1113,0.9467399593475654
BRD:BRD-A16560607-001-02-5,,0.0933,0.21037653692805458,132,338,0.0711,0.0172,0.9217600959236736
BRD:BRD-A16665823-001-02-0,,0.0278,0.6165704634272577,156,398,0.0407,0.019,0.9753194268502591
BRD:BRD-A16694057-001-06-8,,-0.0446,0.42392111425938983,156,392,0.1132,0.1243,0.9572404656692337
BRD:BRD-A16700644-003-04-4,,-0.0417,0.4708073705136018,157,394,-0.4841,-0.4501,0.959430815512415
BRD:BRD-A16997652-001-02-3,,-0.1128,0.20131436534432767,153,397,0.1182,0.1721,0.9217600959236736
BRD:BRD-A17009129-001-01-3,,0.0054,0.6674735086362031,154,381,0.2005,0.1893,0.9768285483856352
BRD:BRD-A17300716-001-01-5,,0.0273,0.5211523925783106,157,399,0.0416,0.0147,0.9688837276728343
BRD:BRD-A17407635-001-04-0,,0.0719,0.5461500843193654,156,392,0.2217,0.2129,0.9705541501936746
BRD:BRD-A17411484-001-11-9,,0.1525,0.1934881273209753,156,398,-0.0503,-0.0746,0.9217600959236736
BRD:BRD-A17428743-003-09-0,,0.0054,0.8578747343277501,156,395,0.2194,0.2002,0.9945722867985088
BRD:BRD-A17453586-003-02-3,,-0.018,0.8940667085464217,158,398,-0.062,-0.0886,0.9947840224237079
BRD:BRD-A17462676-003-11-6,,0.0021,0.9414321688623899,156,398,-0.2259,-0.2148,0.9964399313440717
BRD:BRD-A17655518-001-24-4,,-0.097,0.3667443523524829,156,398,-0.2151,-0.1849,0.9487268946748633
BRD:BRD-A17846016-001-13-9,,0.3108,0.0008071692725133779,157,394,-1.1091,-1.2826,0.16608119273835867
BRD:BRD-A17883755-001-06-1,,0.1094,0.28030945056382706,156,398,0.0219,0.0032,0.9321326229696669
BRD:BRD-A18043272-001-09-9,,-0.0528,0.6506084652569157,156,398,-0.0074,0.009,0.9753194268502591
BRD:BRD-A18056626-003-22-3,,0.0372,0.5694842846983874,157,394,0.1755,0.1496,0.9705541501936746
BRD:BRD-A18074780-003-02-0,,0.1367,0.2198853785482484,156,395,0.2964,0.2903,0.9217600959236736
BRD:BRD-A18233884-003-02-7,,0.0491,0.6418409899931479,152,394,0.1002,0.0906,0.9753194268502591
BRD:BRD-A18396475-001-15-3,,0.0482,0.46654315714425587,148,375,0.0076,-0.0388,0.959430815512415
BRD:BRD-A18579359-001-05-9,,-0.0466,0.894280069642756,249,628,-0.1318,-0.1347,0.9947840224237079
BRD:BRD-A18598741-001-02-9,,-0.0725,0.1667492133407329,250,629,-0.1089,-0.0717,0.9217600959236736
BRD:BRD-A18611368-001-01-5,,0.0382,0.5602662693951058,157,394,0.2602,0.2694,0.9705541501936746
BRD:BRD-A18627414-001-04-9,,0.2402,0.012113909922828308,157,399,0.0334,-0.0787,0.5108909837018896
BRD:BRD-A18696154-003-22-6,,-0.0088,0.8743217543257431,150,377,0.0345,0.0496,0.9945722867985088
BRD:BRD-A18763547-300-05-5,,-0.0017,0.9330199156269086,156,395,0.1635,0.1803,0.9964399313440717
BRD:BRD-A18795974-004-07-3,,0.04,0.6838787541853928,156,397,-0.06,-0.0819,0.977592701671885
BRD:BRD-A18992208-003-02-7,,0.0877,0.22346523904846205,155,381,0.0614,0.0327,0.9217600959236736
BRD:BRD-A19053834-050-09-5,,-0.0585,0.6716878964720456,155,381,0.015,0.0334,0.9768285483856352
BRD:BRD-A19102171-066-01-4,,0.1006,0.22844373762128167,156,397,0.1053,0.0678,0.9217600959236736
BRD:BRD-A19195498-050-14-1,,-0.0952,0.2081508894356321,156,399,-0.3222,-0.2938,0.9217600959236736
BRD:BRD-A19232309-001-08-6,,0.0386,0.4341459123447944,249,628,0.0493,0.0253,0.9572404656692337
BRD:BRD-A19585813-003-03-3,,-0.0821,0.5857764782017857,156,396,-0.3838,-0.355,0.9709814218391438
BRD:BRD-A19609491-001-01-8,,-0.1536,0.5861225001679752,132,338,0.1079,0.0935,0.9709814218391438
BRD:BRD-A19633847-050-32-1,,-0.1869,0.037676350877789914,157,399,-0.1756,-0.0748,0.7082770029145828
BRD:BRD-A19661776-003-27-6,,-0.1162,0.16965472259117054,157,392,0.2948,0.3349,0.9217600959236736
BRD:BRD-A19736161-001-06-7,,-0.042,0.6896216626208147,157,399,-0.1352,-0.095,0.977592701671885
BRD:BRD-A19777893-236-01-9,,0.2964,0.0027170359893295658,154,381,0.1462,0.0174,0.3126893960601314
BRD:BRD-A19795905-001-08-0,,0.0146,0.806130226258172,156,392,0.0861,0.0804,0.9861840533324837
BRD:BRD-A19952358-001-11-3,,-0.0887,0.3887896393474827,156,392,0.2292,0.2422,0.9520491600730813
BRD:BRD-A19958636-065-04-4,,0.1286,0.3223140896336355,157,394,0.2379,0.2165,0.9441383384867924
BRD:BRD-A20119038-003-07-8,,0.0755,0.30550944624095155,157,394,0.2285,0.2008,0.9385233837114426
BRD:BRD-A20239487-001-24-9,,0.0487,0.47745874509100594,150,386,-0.0089,-0.031,0.959430815512415
