gene,cohens_d,p_value,mean_test,mean_control,n_test,n_control,fdr
RIOX2,-0.7236,5.102695970903495e-05,-0.1964,-0.1075,37,1149,0.009336371576966384
AMER2,-0.7225,0.0002754583916210178,-0.2464,-0.1522,37,1149,0.02185506380600208
DKKL1,-0.7203,0.0006850915052608315,-0.1366,-0.0656,37,1149,0.03502333451724548
NAA80,-0.7201,5.744198656557899e-06,-0.1317,-0.0386,37,1149,0.0032187258159606155
PAX8,-0.7197,0.00015915724934128513,-0.4092,-0.1691,37,1149,0.016371647444096405
ILDR2,-0.7184,0.0003021443516886325,-0.1447,-0.048,37,1149,0.022846919032050474
NFU1,-0.7179,0.00018744239989636387,-0.3623,-0.2108,37,1149,0.018070052002912368
KCNK5,-0.7161,2.9326275355314545e-05,-0.074,0.0298,37,1149,0.00674165953071981
ISG20L2,-0.713,9.390647005027462e-06,-1.0844,-0.9117,37,1149,0.0036442454578822885
PF4,-0.7125,0.0004005713446881353,-0.3427,-0.233,33,1034,0.026061045934893952
OR1E2,-0.7107,2.7982934656076758e-05,-0.4906,-0.3759,33,1034,0.006516389627507952
PYCR3,-0.7087,0.00020212332156971524,-0.0899,0.0074,37,1149,0.018586016815725966
IGFBP7,-0.7081,0.0001922208883416002,-0.2006,-0.1029,37,1149,0.018140593415017017
NOP9,-0.7056,2.5116931836108274e-05,-1.197,-0.9073,37,1149,0.006249932512061544
MRPS18C,-0.7019,3.0609609110713526e-05,-0.427,-0.2245,37,1149,0.006947606341319041
RSPH6A,-0.7013,0.00010333063274884868,-0.2014,-0.1168,37,1149,0.013733424871480007
OR9A2,-0.701,0.00010347857592600175,-0.2801,-0.1683,33,1034,0.013733424871480007
MAP4K4,-0.6974,6.972030990039276e-05,-0.0925,0.0616,37,1149,0.011365044334763114
ARHGEF40,-0.6966,2.3743318286320124e-05,-0.1774,-0.0765,37,1149,0.006249932512061544
PLEKHH3,-0.694,6.921339753464086e-06,0.0071,0.1195,37,1149,0.00335423089511796
IDS,-0.6911,6.188076003366542e-05,-0.0909,-0.0138,37,1149,0.010467772718525045
ODF2,-0.6857,0.00012841349535904338,0.008,0.0894,37,1149,0.01480605101427403
MRPL32,-0.6849,5.1776603506148464e-05,-0.71,-0.5405,37,1149,0.009377841186553012
ZMYM5,-0.6811,0.0003004433099421169,-0.0866,-0.015,37,1149,0.022827326231237705
PDE12,-0.681,0.0005008016384303624,-0.522,-0.3456,37,1149,0.029250404490862632
COX7B,-0.6793,0.0001585355032692511,-0.8227,-0.6429,37,1149,0.016371647444096405
IL9R,-0.6791,0.0007540201125423016,-0.3141,-0.1875,37,1149,0.037042012706838386
VPS72,-0.6771,9.36943206204508e-06,-0.6329,-0.5067,37,1149,0.0036442454578822885
AMER3,-0.6759,0.0005090690967479483,-0.1387,-0.0624,37,1149,0.02960657226515914
SDHAF2,-0.6756,0.00014657044501988753,-0.5874,-0.4543,37,1149,0.015799457609553664
PRMT1,-0.6753,3.958684700262927e-05,-1.6252,-1.3728,37,1149,0.008066269927319835
BRD2,-0.6749,4.93519315150038e-05,-0.6816,-0.4273,37,1149,0.00912298437108797
KIAA1143,-0.6741,7.428680947047759e-05,-0.5249,-0.4133,37,1149,0.012000331356893096
RRAGD,-0.6727,0.0004116418899021401,-0.1379,-0.0273,37,1149,0.026226486528224575
APEH,-0.6706,0.0001764942878641125,-0.2192,-0.1343,37,1149,0.01748463577730056
ZBTB39,-0.6703,0.0007742795467805496,-0.3828,-0.2761,37,1149,0.03741617433435468
TMEM70,-0.6702,7.504932424399182e-05,-0.18,-0.0959,37,1149,0.012015262794812655
HHATL,-0.6683,0.0004908669809065471,-0.0737,-0.0091,37,1149,0.029218076753644448
BHLHA15,-0.6668,0.0004208469659976732,-0.3389,-0.2402,37,1149,0.026571151222902385
CEND1,-0.6662,0.00010500158318288792,-0.3408,-0.2144,37,1149,0.013742944438338418
EXOC1,-0.6661,0.0001256431544667825,-0.6699,-0.5221,37,1149,0.01480605101427403
GALP,-0.6647,9.083822842963466e-05,-0.4034,-0.2862,37,1149,0.012825356487966766
RETNLB,-0.6595,0.00021538253168834506,-0.1422,-0.0558,37,1149,0.01909800011395912
OR5AU1,-0.6566,0.0001392988030515843,-0.2881,-0.1995,33,1034,0.015376312571415035
SLC22A16,-0.6558,0.0006875363197853108,0.0096,0.0728,37,1149,0.03502333451724548
SLC38A9,-0.6556,0.0005424449293579739,-0.0228,0.0746,37,1149,0.030546095061867503
AMBN,-0.654,0.0011106440661226887,-0.1614,-0.077,37,1149,0.04544244719949534
SLC1A5,-0.6513,8.047789926881272e-06,-0.3217,-0.1977,37,1149,0.0035069399908226103
IFNA14,-0.649,0.00010416294587704429,-0.0952,-0.008,37,1149,0.013733424871480007
DDX43,-0.6488,0.00024814223995279664,-0.2091,-0.118,37,1149,0.021187802402826653
MYZAP,-0.6481,0.0005298170995128026,-0.0925,-0.0348,37,1149,0.030351918247169533
FTMT,-0.648,0.00012147227989683126,-0.1381,-0.0589,37,1149,0.014618251347852895
DMAC2,-0.6478,0.0011997369404917533,-0.1815,-0.0803,37,1149,0.04748892512131927
TPPP,-0.6475,1.9307558437530867e-05,-0.1751,-0.05,37,1149,0.005675472628579771
YIPF3,-0.6453,0.0012627517438981814,-0.2029,-0.1145,37,1149,0.049115838437827096
PYURF,-0.6445,0.00045210817374071377,-0.5232,-0.3977,37,1149,0.0275739852494719
GZMH,-0.6434,0.00019110810579325553,-0.3398,-0.2373,37,1149,0.018140593415017017
ETFDH,-0.6429,0.00042945347639554096,0.0178,0.0846,37,1149,0.02673795237933488
PRADC1,-0.6425,0.00018171443632121646,-0.3149,-0.2293,37,1149,0.017708269335194197
FKBP8,-0.6422,0.0004998907999569997,-0.3103,-0.2159,37,1149,0.029250404490862632
EXOC3,-0.6415,2.457990481556827e-05,-0.7401,-0.6131,37,1149,0.006249932512061544
MRPL14,-0.6401,0.00027080361744087676,-0.6281,-0.4586,37,1149,0.02185506380600208
RXFP4,-0.6393,0.0006055317597085795,-0.1058,-0.0378,37,1149,0.03260597592592955
SLC25A44,-0.6392,0.0006670113559794227,-0.1579,-0.0853,37,1149,0.03459626911166623
PIDD1,-0.6383,0.00014714792375190795,-0.0825,0.0112,37,1149,0.015799457609553664
EIF4EBP2,-0.6363,0.0002365848246833524,-0.2689,-0.1895,37,1149,0.02029761957606312
OGDH,-0.6357,0.0006563772544560942,-0.6955,-0.4898,37,1149,0.034374771890364315
COMTD1,-0.6355,0.00043822409598472323,-0.2658,-0.1831,37,1149,0.02700273630619269
GDPGP1,-0.6335,0.00013020630583533355,-0.0028,0.0784,37,1149,0.01480605101427403
CYS1,-0.6332,0.0004139253631971198,-0.327,-0.2017,37,1149,0.026226486528224575
FGF9,-0.6327,0.0005915403503122188,-0.0308,0.0297,37,1149,0.03194852416098914
CRYGC,-0.6324,0.00022596652924845002,-0.2645,-0.1703,37,1149,0.01957394123649255
NDUFB7,-0.6309,0.0004935580492483275,-0.6949,-0.5158,37,1149,0.029218076753644448
TTF1,-0.6286,0.0004944581248398771,-0.5223,-0.4254,37,1149,0.029218076753644448
HOXA3,-0.6275,0.0005327066599563841,-0.1333,-0.0558,37,1149,0.03037870620329101
NDUFA11,-0.6269,0.0006705915048878413,-0.7127,-0.5468,37,1149,0.03465238119349822
OR4K13,-0.6253,0.0006675762150820655,-0.2022,-0.1258,33,1034,0.03459626911166623
OR2AE1,-0.6245,0.0005414404489091874,-0.1587,-0.0909,33,1034,0.030546095061867503
COX6B1,-0.6244,0.00016261807179664687,-0.5631,-0.4148,37,1149,0.016567640030600427
MRPL34,-0.6232,0.00029650902825162075,-1.0101,-0.8352,37,1149,0.022709661602040916
MMAB,-0.6213,0.00017108174218011818,-0.1695,-0.0746,37,1149,0.017234082691189322
PHKG1,-0.6186,0.0001922208883416002,-0.3144,-0.2272,37,1149,0.018140593415017017
GLRA1,-0.617,0.0010330492910724338,-0.1674,-0.1025,37,1149,0.04368775197693351
PIN4,-0.6143,0.00030730174925812,-0.3244,-0.2254,37,1149,0.022846919032050474
HMOX2,-0.6136,0.0002728632292729675,-0.138,-0.058,37,1149,0.02185506380600208
TNFAIP8L3,-0.6131,0.00030903912023329787,-0.1012,-0.0318,37,1149,0.022846919032050474
CDKN2B,-0.6119,0.00019449626544873415,0.0061,0.1076,37,1128,0.018259227935922787
TP53I13,-0.6112,0.00039745092743158155,-0.2123,-0.1108,37,1149,0.026061045934893952
NSRP1,-0.6108,0.0011494575104712573,-0.5173,-0.3848,37,1149,0.04652578469584676
ZNF169,-0.6107,0.00026421006908045313,-0.2331,-0.148,37,1149,0.021814506601926024
HMGN1,-0.6084,0.000317564654729623,-0.4327,-0.3258,33,1034,0.023062422045462633
ANXA2R,-0.6073,0.0012350792290073442,-0.1651,-0.0889,37,1149,0.048459968611226895
RETSAT,-0.6071,0.00034320699916516156,-0.24,-0.1617,37,1149,0.023849635475726515
FOXH1,-0.6061,0.0006088039896863628,-0.0698,0.0083,37,1149,0.03268402496726399
HS6ST1,-0.6034,0.0001764942878641125,-0.6283,-0.4951,37,1149,0.01748463577730056
NDUFS4,-0.5987,0.00013980510312758466,-0.1923,-0.1009,37,1149,0.015376312571415035
GPR108,-0.5979,0.0008680469927839318,-0.1319,-0.0519,37,1149,0.039504950831494114
C4orf46,-0.5975,0.000903674327403474,-0.1882,-0.0892,37,1149,0.04030792130515347
COPRS,-0.5964,0.0009705650551012985,-0.2364,-0.1528,37,1149,0.042240781560731515
PTOV1,-0.5951,0.00011884341377361288,-0.2907,-0.2021,37,1149,0.014595762002566114
MRPL28,-0.5942,0.0008020786649494928,-0.6604,-0.5056,37,1149,0.037914280465517106
IFT22,-0.5932,0.0002677415047689474,-0.1233,-0.0421,37,1149,0.02185506380600208
TCEA1,-0.5931,0.00040937018677438084,-0.2316,-0.1396,37,1149,0.026226486528224575
SOCS5,-0.5919,0.0005493601260646315,-0.3249,-0.2266,37,1149,0.03059185223746866
FNTA,-0.5904,0.0007922452925125703,-1.0196,-0.8528,37,1149,0.03758135010593359
BET1L,-0.5897,0.00046215469036404804,-0.0768,0.0131,37,1149,0.027996269435532923
APOL2,-0.5895,0.0003337238308846018,-0.0862,-0.0172,37,1149,0.02365218186399919
SYT5,-0.5891,0.0009439337441733329,-0.2241,-0.1253,37,1149,0.04189523754151493
XPOT,-0.5887,0.0011834306520201463,-0.6633,-0.5211,37,1149,0.04734174087496665
ZNF33B,-0.5884,0.0010438183019652312,-0.2013,-0.1143,37,1149,0.04388197463902731
CASP7,-0.5871,0.00020645541882659827,-0.0829,-0.0191,37,1149,0.01860277444713434
AATF,-0.587,0.00011465702383945299,-0.8691,-0.7256,37,1149,0.014579861073495496
LYRM7,-0.5842,0.00021538253168834506,-0.1536,-0.0646,37,1149,0.01909800011395912
WHRN,-0.5817,0.00038944538188298,-0.0505,0.0121,37,1149,0.025768063256618873
CBLN3,-0.5796,0.0006424435998587113,-0.156,-0.0739,37,1149,0.034081823044575604
TRERF1,-0.5788,0.0010675084487036994,-0.1793,-0.0949,37,1149,0.04451510231094427
SPG7,-0.5787,0.00036024412966304876,-0.013,0.0631,37,1149,0.024603352624059327
PLEKHA1,-0.5768,4.215804053338361e-06,0.14,0.226,37,1149,0.0026997708028717914
C2orf78,-0.5765,0.001193597910962791,-0.191,-0.1083,37,1149,0.04745544155537428
CEP68,-0.5742,0.0003773690133446287,-0.2934,-0.2083,37,1149,0.025295394553839036
RASGRP2,-0.5729,0.0007866765782193807,-0.351,-0.2603,37,1149,0.03741617433435468
OR10C1,-0.5726,0.0010798304173479235,-0.406,-0.3199,33,1034,0.04464032978090037
ABTB3,-0.5724,0.000984140080619321,-0.0757,-0.0011,37,1149,0.04246513152849598
UROC1,-0.5704,0.0010474309935588472,-0.1734,-0.1168,37,1149,0.04388197463902731
ZNF789,-0.5701,0.00022125079927991215,-0.1745,-0.0904,37,1149,0.019447294519059338
NDUFAF1,-0.5695,0.0011753545251820409,-0.5615,-0.4237,37,1149,0.04714828185914804
ATP1B1,-0.5677,0.0012866128641438447,-0.1816,-0.1103,37,1149,0.049525969885638545
ARHGAP33,-0.5667,0.0004414546600717054,-0.1128,-0.0435,37,1149,0.0270161211936715
GNGT2,-0.5664,0.00030962028469066225,0.0745,0.1573,37,1149,0.022846919032050474
SUMF2,-0.5641,4.0516618319843795e-05,-0.0758,-0.0048,37,1149,0.00816296048419235
PREX2,-0.5631,0.0004953597308074236,0.0473,0.1143,37,1149,0.029218076753644448
KRTAP5-3,-0.5629,0.00028284844227794835,-0.3333,-0.2338,37,1149,0.02221146889658828
TLDC2,-0.5621,0.0004139253631971198,-0.0546,0.0065,37,1149,0.026226486528224575
MS4A15,-0.5583,0.0004819952505886544,-0.1877,-0.1234,37,1149,0.028905206817074123
C7,-0.5579,0.0002617144015472966,0.086,0.1456,37,1149,0.021814506601926024
FMO1,-0.5564,0.00026521456913835667,-0.2504,-0.1607,37,1149,0.021814506601926024
LHFPL2,-0.5561,0.0010973481822491391,-0.0027,0.0685,37,1149,0.04512970242181035
CENATAC,-0.5545,0.0012392997654360836,-1.558,-1.3589,37,1149,0.04851939758522798
TMEM252,-0.5543,0.0007355564809922557,-0.0384,0.0271,37,1149,0.0365353552927206
PAWR,-0.5512,0.0008455182155317111,0.0703,0.1626,37,1149,0.03899731361669146
VDAC1,-0.5508,0.0007701876719090199,-0.8428,-0.7178,37,1149,0.03741617433435468
TMEM147,-0.5495,0.000574733307236892,-0.201,-0.1147,37,1149,0.03132383869928484
ZNF674,-0.5471,0.001065668620101092,-0.2682,-0.1705,37,1149,0.04451510231094427
LIMA1,-0.5454,0.0003337238308846018,-0.1035,-0.0322,37,1149,0.02365218186399919
KDM6A,-0.5453,2.1627149832509296e-05,0.0292,0.1304,37,1149,0.00587570338858673
PRCC,-0.5422,0.0005137169300069467,-0.4669,-0.3687,37,1149,0.0296188368873137
SLC52A2,-0.5419,0.0008455182155317111,-0.2372,-0.1511,37,1149,0.03899731361669146
SFTPD,-0.5387,0.0011673293526514646,-0.0404,0.0123,37,1149,0.046931351171285676
KHDRBS1,-0.5375,0.00039452219525590917,-0.2774,-0.1659,37,1149,0.026008005452697453
PHYHIPL,-0.5358,0.0012350792290073442,-0.0736,-0.0123,37,1149,0.048459968611226895
VTN,-0.5355,0.0005453985950097264,-0.2142,-0.1393,37,1149,0.030561069397248137
KRTAP13-1,-0.5351,0.0009538401417425975,-0.1609,-0.0861,37,1149,0.04191987152349636
ENTPD6,-0.5347,0.0009858492654161864,-0.0222,0.0355,37,1149,0.04246513152849598
UIMC1,-0.5311,0.0005434278247022326,-0.1675,-0.092,37,1149,0.030546095061867503
TSC22D3,-0.5292,0.00046716433649540695,-0.0782,-0.0137,36,1149,0.0281098111332186
WDR45,-0.5272,0.0012713808394036043,-0.2447,-0.1676,37,1149,0.049131745326176784
RHO,-0.5271,0.0011049276942026445,-0.1108,-0.058,37,1149,0.04533743360354146
CCDC190,-0.5261,0.0007124344371644469,-0.0953,-0.0345,37,1149,0.035883881721336226
MXRA7,-0.5252,0.0010135727066723206,-0.5142,-0.4089,37,1149,0.04327231476986043
SARS2,-0.5248,0.001185457679597347,-0.8806,-0.7087,37,1149,0.04734174087496665
SMAP1,-0.5244,0.0008120252006481232,0.061,0.1151,37,1149,0.03801677251389425
AURKAIP1,-0.5207,0.0009739424584825426,-0.5128,-0.4126,37,1149,0.04228513855460163
CCDC88B,-0.5178,0.0007770186655518788,-0.2791,-0.2009,37,1149,0.03741617433435468
SFTPB,-0.5167,0.0003483671907022094,-0.2246,-0.1566,37,1149,0.02402527729415891
GPR6,-0.515,0.0012350792290073442,-0.0845,-0.0312,37,1149,0.048459968611226895
ZNF212,-0.5128,0.000820641769395224,-0.1056,-0.0476,37,1149,0.03822059108318379
WDR91,-0.5109,0.0007783915956501234,-0.1014,-0.023,37,1149,0.03741617433435468
AFAP1L2,-0.5103,0.0008322625130181557,-0.0165,0.0398,37,1149,0.03866139668634339
GRAMD2A,-0.5082,0.000422399707656811,-0.162,-0.0971,37,1149,0.026575611080681676
NIP7,-0.5052,0.00111638777297855,-2.4082,-2.1966,37,1149,0.0454953389938145
MGAT2,-0.5015,0.0007783915956501234,-0.2757,-0.1884,37,1149,0.03741617433435468
TRPC7,0.5004,0.000574733307236892,-0.0164,-0.0826,37,1149,0.03132383869928484
CAPS2,0.5011,0.000903674327403474,0.0423,-0.0301,37,1149,0.04030792130515347
NOMO2,0.5019,0.0012950737045779477,0.0301,-0.034,37,1128,0.049525969885638545
KLRC3,0.5027,0.0006401482469504963,0.2576,0.2014,37,1149,0.03406082556697136
ANKZF1,0.5028,0.0012563154425639705,-0.0125,-0.0663,37,1149,0.04897172217524903
BTBD10,0.506,0.0006505377577564856,-0.0205,-0.0857,37,1149,0.034374771890364315
MYLK,0.5072,0.001295392330397885,0.1219,0.0721,37,1149,0.049525969885638545
ZNF729,0.5073,0.00022857834792163842,0.234,0.1745,37,1149,0.019704992098956244
IRS1,0.5079,0.0005118530702247132,0.0026,-0.1058,37,1149,0.02960657226515914
PSMA3,0.509,0.0007086470630434155,-2.6654,-2.9101,37,1149,0.035883881721336226
RLN2,0.5107,0.0005710650016034653,0.0346,-0.0369,37,1148,0.03132383869928484
MUC22,0.5109,3.3196372385322263e-05,0.1972,0.1422,37,1149,0.007171616304111006
TAS2R43,0.5117,0.00026121792764527196,0.0922,0.0118,37,1149,0.021814506601926024
RNLS,0.512,0.0006790147778408167,0.0451,-0.0115,37,1149,0.034986821785815185
P3H2,0.5121,0.0006924502952295411,0.1021,0.0494,37,1149,0.03517372873586658
ADH1A,0.5138,0.0009422919738736457,0.1009,0.0447,37,1149,0.04189523754151493
TACSTD2,0.5138,0.0004971675434230085,-0.0436,-0.114,37,1149,0.02922856138071464
OR10A2,0.5149,0.0010947811297885783,0.0488,0.0004,33,1013,0.045127633191354016
AKAP13,0.5166,0.00038585653468250694,0.0895,0.0081,37,1149,0.025672664232201506
SSX7,0.517,0.0009638427637782332,0.0163,-0.0552,37,1149,0.042152840481237804
RAB6A,0.5189,0.0012456555478032214,-0.4057,-0.6289,37,1149,0.04866198175960689
NDST3,0.5199,0.0011976873637070799,0.1296,0.0643,37,1149,0.04748892512131927
OR10A7,0.5218,0.0006675762150820655,-0.0922,-0.1515,33,1034,0.03459626911166623
KDM8,0.5228,0.0010223831772302823,-0.4,-0.5532,37,1149,0.04348912552900631
LILRA1,0.5236,0.0006863129006440064,0.1625,0.0966,37,1149,0.03502333451724548
SH3GLB1,0.5254,0.000903674327403474,0.102,0.0367,37,1149,0.04030792130515347
OR10H4,0.5268,0.0007350413148749315,0.102,0.048,33,1034,0.0365353552927206
KCMF1,0.5279,0.000151250661157837,-0.6204,-0.8102,37,1149,0.01586009125860336
ADAD2,0.5285,0.00011790083406708197,0.0195,-0.0478,37,1149,0.014579861073495496
KLHL8,0.53,0.0007316550208722241,0.1568,0.1065,37,1149,0.0365353552927206
NFRKB,0.5307,0.0009538401417425975,-0.379,-0.5383,37,1149,0.04191987152349636
PACRG,0.5325,0.00040861555833424513,0.2133,0.1498,37,1149,0.026226486528224575
STT3A,0.5334,0.0010474309935588472,-0.1278,-0.2651,37,1149,0.04388197463902731
POLR2H,0.534,0.0001789125584805962,-1.2439,-1.4175,37,1149,0.01762681915448116
SLC37A1,0.5363,0.0005493601260646315,-0.0037,-0.0598,37,1149,0.03059185223746866
ABHD2,0.5375,0.0005788928721903702,0.0061,-0.0751,37,1149,0.03145493360983493
CEMIP,0.5384,0.0010786092678389146,0.107,0.0509,37,1149,0.04464032978090037
CUL4B,0.5388,5.488083809790627e-05,0.0659,-0.0341,37,1149,0.009554061242073373
PPP1R12B,0.5394,0.0003387505751876266,0.0764,-0.0023,37,1149,0.02382014338701699
MEIOB,0.5418,0.0008942518237426917,0.0773,0.0052,37,1149,0.04018754248503811
CT47B1,0.5419,0.00031254148773376256,0.041,-0.03,37,1149,0.02296795662522171
JAGN1,0.5435,0.0004546005170496929,0.1686,0.0993,37,1149,0.02763200634311201
TMEM231,0.5454,0.0003503209038030858,0.1368,0.0819,37,1149,0.024067448758977514
DDX5,0.5455,0.00034449030105477484,-0.5086,-0.6818,37,1149,0.023849635475726515
CMIP,0.5473,0.0002001825472536633,-0.191,-0.3828,37,1149,0.01850243945775998
ATP5MK,0.5499,0.00040336943095712913,-0.109,-0.1961,37,1149,0.026111253669647227
SRSF3,0.5504,0.0004881896003248437,-2.5251,-2.8012,37,1149,0.02917909241141591
DYNC2H1,0.5571,0.0009944364915554318,0.0511,-0.0124,37,1149,0.04263051279944785
OR51F2,0.5574,0.0003631220160901361,0.069,0.0205,33,1034,0.024603352624059327
ARHGAP11A,0.5579,0.00011016874620489786,-0.1891,-0.2947,37,1149,0.014211768260431823
MAPK14,0.5587,0.0001165001731803801,-0.0511,-0.1829,37,1149,0.014579861073495496
CCKBR,0.5596,0.0008574651803900246,0.0878,0.0123,37,1149,0.03929128127186668
SERPINB3,0.5616,3.462460840286702e-05,0.2338,0.1588,37,1128,0.007391117300854864
PCDHA11,0.5619,0.0004003999628477579,0.0572,-0.0428,37,1149,0.026061045934893952
HAUS3,0.5631,0.0008034926427358486,-0.801,-0.9733,37,1149,0.037914280465517106
DIRAS1,0.5638,0.000327538540710315,0.0307,-0.0259,37,1149,0.02349237429390663
CX3CL1,0.5654,0.0002162118132359434,0.1077,0.0556,37,1149,0.01909800011395912
APOBEC3D,0.5656,0.0008589695085924788,0.0171,-0.0645,37,1149,0.03929128127186668
FAIM,0.567,0.00014714792375190795,-0.0914,-0.1774,37,1149,0.015799457609553664
GGH,0.567,0.0007825239091368285,0.1132,0.0612,37,1149,0.03741617433435468
XKR9,0.5685,0.00030672466088090114,0.0515,0.0026,37,1149,0.022846919032050474
MFGE8,0.569,0.00031846146681575627,0.1188,0.0617,37,1149,0.023062422045462633
MRGPRX3,0.5694,0.0002225276615597083,-0.1461,-0.2272,37,1149,0.01946411463135185
KRTAP1-1,0.5698,0.0003615869116770621,0.1074,0.0214,37,1149,0.024603352624059327
UGT1A4,0.5702,8.741337940030479e-05,-0.04,-0.1297,37,1149,0.012691686252579326
RTL9,0.5712,0.0004131628941794992,0.1186,0.0586,37,1149,0.026226486528224575
PSME3IP1,0.5729,0.0010804697521003158,0.0464,-0.0248,37,1149,0.04464032978090037
PIAS1,0.5748,0.0003078798541735796,-0.1502,-0.2769,37,1149,0.022846919032050474
CLDN22,0.5759,0.0001320474933561308,0.1115,0.0491,33,1034,0.014883673483192753
DEFB135,0.5771,0.0005613868722109391,-0.0236,-0.0977,33,1034,0.03116479258704133
OPTC,0.5772,0.0007866765782193807,0.0102,-0.0497,37,1149,0.03741617433435468
APOBEC3B,0.5774,0.0003780695856577358,0.0398,-0.0625,37,1149,0.025295394553839036
TPSD1,0.5777,0.0004366171025347534,0.1631,0.0887,37,1149,0.026996487122588494
PKDCC,0.5791,0.00010087119439244946,0.0073,-0.0723,37,1149,0.013702434747356145
PSG2,0.5792,0.00042827964788891824,-0.0511,-0.1402,33,1013,0.02673795237933488
